Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy
CAD,0.390585,0.940011,1.29427,1.29427,0.758113,0.957076,1.09706,1.09706
CALCOCO1,0.845486,0.984502,1.0318,1.0318,0.5965,0.920123,0.918138,-1.08916
CALCOCO2,0.519633,0.946365,0.89323,-1.11953,0.198527,0.698413,0.794812,-1.25816
CALD1,0.373864,0.93951,1.35452,1.35452,0.0810195,0.532315,2.15922,2.15922
CALHM2,0.82007,0.982105,1.06603,1.06603,0.762722,0.957754,0.918773,-1.08841
CALHM6,0.0814443,0.935545,0.150316,-6.65264,0.430416,0.867334,0.282967,-3.53398
CALM1,0.375918,0.93951,1.16248,1.16248,0.931207,0.985781,1.01588,1.01588
CALM2,0.245013,0.935545,0.339225,-2.9479,0.433314,0.868621,0.433607,-2.30624
CALM3,0.136355,0.935545,1.29368,1.29368,0.0692413,0.504594,1.40119,1.40119
CALR,0.0331063,0.935545,2.35241,2.35241,0.0334204,0.411126,2.35933,2.35933
CALU,0.0967021,0.935545,1.56078,1.56078,0.182194,0.681671,1.42175,1.42175
CAMK1D,0.337076,0.93806,1.2699,1.2699,0.584324,0.914465,0.883524,-1.13183
CAMK2D,0.526355,0.946813,0.871433,-1.14753,0.144463,0.630972,0.691658,-1.4458
CAMK2G,0.918772,0.992315,1.01813,1.01813,0.540333,0.902314,0.900699,-1.11025
CAMK4,0.11858,0.935545,0.647975,-1.54327,0.110393,0.582646,0.596676,-1.67595
CAMKK1,0.730856,0.972199,0.919937,-1.08703,0.330983,0.813819,0.777409,-1.28632
CAMKK2,0.276094,0.935545,1.24171,1.24171,0.704166,0.943632,1.07284,1.07284
CAMKMT,0.200231,0.935545,0.65559,-1.52534,0.22698,0.726815,0.641739,-1.55827
CAMLG,0.213221,0.935545,0.820854,-1.21824,0.444346,0.871749,0.872443,-1.14621
CAMP,0.717712,0.970466,1.65816,1.65816,0.554307,0.908742,2.85899,2.85899
CAMTA1,0.958698,0.995522,0.985623,-1.01459,0.779591,0.962292,0.921032,-1.08574
CAMTA2,0.397883,0.940732,1.159,1.159,0.838498,0.96996,0.967468,-1.03363
CAND1,0.749717,0.973642,0.91799,-1.08934,0.460826,0.875554,0.809929,-1.23468
CANT1,0.86193,0.988262,0.968945,-1.03205,0.608041,0.921481,1.10863,1.10863
CANX,0.151169,0.935545,1.3765,1.3765,0.489195,0.884011,1.17277,1.17277
CAP1,0.73185,0.972199,1.06151,1.06151,0.525338,0.898106,1.12284,1.12284
CAP1P1,0.70899,0.968377,0.930278,-1.07495,0.900823,0.979975,1.02663,1.02663
CAP1P2,0.138666,0.935545,1.25988,1.25988,0.0233241,0.37295,1.51832,1.51832
CAPG,0.110208,0.935545,1.45652,1.45652,0.0280298,0.39445,1.79978,1.79978
CAPN1,0.108501,0.935545,1.33352,1.33352,0.108827,0.580078,1.36131,1.36131
CAPN10,0.218619,0.935545,0.723737,-1.38172,0.00100885,0.175413,0.430766,-2.32144
CAPN15,0.555869,0.95025,1.20355,1.20355,0.793568,0.966784,1.08762,1.08762
CAPN2,0.48823,0.94373,1.1707,1.1707,0.129958,0.615512,1.51232,1.51232
CAPN7,0.911238,0.992315,0.976508,-1.02406,0.191861,0.690179,0.716304,-1.39605
CAPNS1,0.00381782,0.935545,1.87303,1.87303,0.010167,0.293145,1.76634,1.76634
CAPRIN1,0.828229,0.982939,1.05469,1.05469,0.646508,0.929455,1.13515,1.13515
CAPRIN2,0.105686,0.935545,0.592709,-1.68717,0.0196233,0.345495,0.475055,-2.10502
CAPS,0.142629,0.935545,0.683561,-1.46293,0.0110612,0.300368,0.484887,-2.06234
CAPZA1,0.306852,0.935545,0.689926,-1.44943,0.430313,0.867334,0.74041,-1.3506
CAPZA2,0.255984,0.935545,0.724229,-1.38078,0.206091,0.705313,0.689394,-1.45055
CAPZB,0.469611,0.94373,1.11486,1.11486,0.388568,0.846904,1.15738,1.15738
CARD11,0.651848,0.963217,1.15826,1.15826,0.409131,0.859192,0.785477,-1.27311
CARD16,0.306731,0.935545,0.345514,-2.89424,0.884498,0.97796,0.789585,-1.26649
CARD19,0.367694,0.93951,1.25527,1.25527,0.845943,0.970418,1.04736,1.04736
CARD6,0.724491,0.972199,1.08154,1.08154,0.10092,0.566992,1.56977,1.56977
CARD8,0.302394,0.935545,0.856462,-1.16759,0.0978834,0.566037,0.770954,-1.29709
CARD8-AS1,0.658565,0.96435,0.899075,-1.11225,0.82441,0.96996,1.0654,1.0654
CARD9,0.216615,0.935545,0.618215,-1.61756,0.628759,0.927231,0.799295,-1.2511
CARF,0.853164,0.98498,0.938118,-1.06596,0.0634715,0.490882,0.481041,-2.07882
CARHSP1,0.633525,0.959345,1.08481,1.08481,0.70199,0.943162,0.939853,-1.064
CARM1,0.241763,0.935545,0.694515,-1.43985,0.200071,0.700127,0.658503,-1.5186
CARMIL1,0.105306,0.935545,1.64336,1.64336,0.883348,0.977811,1.04177,1.04177
CARMIL2,0.387604,0.93951,0.69519,-1.43846,0.131768,0.616168,0.522246,-1.91481
CARNMT1,0.580863,0.951046,0.78231,-1.27827,0.729785,0.950578,0.843557,-1.18546
CARNS1,0.415027,0.942756,0.784599,-1.27454,0.47222,0.87992,0.795464,-1.25713
CARS1,0.202254,0.935545,1.27161,1.27161,0.511327,0.893483,1.13284,1.13284
CARS2,0.914248,0.992315,0.978776,-1.02168,0.0829561,0.538602,0.723226,-1.38269
CASC3,0.610693,0.956827,0.913027,-1.09526,0.156237,0.647785,0.780315,-1.28153
CASK,0.841952,0.984474,0.934598,-1.06998,0.197624,0.697334,0.650205,-1.53798
CASP1,0.708921,0.968377,0.898205,-1.11333,0.876216,0.9758,0.954106,-1.0481
CASP10,0.769971,0.97681,1.06698,1.06698,0.221802,0.719543,1.38149,1.38149
CASP2,0.80682,0.982085,1.04856,1.04856,0.768567,0.959108,0.939424,-1.06448
CASP3,0.632648,0.959345,0.870406,-1.14889,0.36804,0.834696,0.765499,-1.30634
CASP4,0.698589,0.967761,0.899404,-1.11185,0.521411,0.896906,0.839936,-1.19057
CASP4LP,0.0226451,0.935545,0.298705,-3.34778,0.0711927,0.512107,0.341306,-2.92992
CASP5,0.694431,0.967761,0.82861,-1.20684,0.614075,0.923926,0.785326,-1.27336
CASP6,0.0913198,0.935545,1.34659,1.34659,0.367605,0.834363,1.1791,1.1791
CASP7,0.223947,0.935545,1.35136,1.35136,0.613246,0.923374,1.13154,1.13154
CASP8,0.171902,0.935545,0.762399,-1.31165,0.0400381,0.431107,0.666574,-1.50021
CASP8AP2,0.156527,0.935545,0.678423,-1.47401,0.0911981,0.554388,0.601236,-1.66324
CASP9,0.262074,0.935545,0.801743,-1.24728,0.332072,0.813964,0.81652,-1.22471
CASS4,0.181953,0.935545,0.688955,-1.45147,0.11532,0.594813,0.6447,-1.55111
CAST,0.578198,0.951046,1.09324,1.09324,0.273374,0.766848,1.2373,1.2373
CASZ1,0.308157,0.935545,1.2967,1.2967,0.833817,0.96996,1.05357,1.05357
CAT,0.708697,0.968377,0.932079,-1.07287,0.00617952,0.255684,0.606716,-1.64822
CATSPER2,0.265619,0.935545,0.611619,-1.63501,0.0562956,0.485101,0.442857,-2.25806
CAVIN2,0.73549,0.972199,1.08699,1.08699,0.404542,0.858625,1.25741,1.25741
CBFA2T2,0.575016,0.951046,0.881845,-1.13399,0.0827968,0.538555,0.668586,-1.49569
CBFA2T3,0.54134,0.94965,0.879471,-1.13705,0.714685,0.947206,1.09205,1.09205
CBFB,0.454125,0.94373,1.27435,1.27435,0.813389,0.969029,0.930792,-1.07435
CBL,0.452507,0.94373,1.13949,1.13949,0.686585,0.938893,1.07301,1.07301
CBLB,0.933237,0.99361,0.974746,-1.02591,0.584412,0.914465,0.844733,-1.18381
CBLL1,0.549447,0.94965,0.879241,-1.13734,0.443844,0.871749,0.824422,-1.21297
CBR1,0.211926,0.935545,1.3872,1.3872,0.07769,0.527039,1.6997,1.6997
CBR4,0.663413,0.966553,0.917287,-1.09017,0.275553,0.768215,0.79911,-1.25139
CBWD1,0.720559,0.970769,0.909105,-1.09998,0.787602,0.965178,0.926144,-1.07975
CBWD2,0.175475,0.935545,0.728969,-1.3718,0.722916,0.950566,0.910156,-1.09871
CBWD3,0.528918,0.947353,0.796883,-1.25489,0.560307,0.911745,0.80464,-1.24279
CBWD5,0.304787,0.935545,0.702023,-1.42446,0.616035,0.925145,0.826339,-1.21016
CBWD6,0.72742,0.972199,0.854218,-1.17066,0.935647,0.985982,1.04131,1.04131
CBX1,0.72287,0.972199,0.92095,-1.08583,0.471848,0.87992,1.23132,1.23132
CBX3,0.819545,0.982105,0.946983,-1.05598,0.425535,0.865617,0.820984,-1.21805
CBX4,0.833101,0.984212,1.09852,1.09852,0.381324,0.842617,1.66211,1.66211
CBX5,0.217589,0.935545,1.47568,1.47568,0.916317,0.983973,0.969983,-1.03095
CBX6,0.0572916,0.935545,1.53046,1.53046,0.197694,0.697334,1.3277,1.3277
CBX7,0.819934,0.982105,0.958659,-1.04312,0.0477058,0.452591,0.696005,-1.43677
CC2D1A,0.678328,0.966741,1.125,1.125,0.743628,0.954371,0.913706,-1.09444
CC2D1B,0.707068,0.968377,1.07688,1.07688,0.818768,0.969353,1.05354,1.05354
CC2D2A,0.0197197,0.935545,1.98021,1.98021,0.00993815,0.291661,2.28431,2.28431
CCAR1,0.363981,0.93951,1.18955,1.18955,0.626874,0.92708,0.911779,-1.09676
CCAR2,0.441724,0.94373,1.19593,1.19593,0.788443,0.965237,0.943568,-1.05981
CCDC107,0.959488,0.995528,0.988338,-1.0118,0.0361929,0.41881,0.639623,-1.56342
CCDC112,0.497776,0.944434,0.823856,-1.2138,0.406033,0.858625,0.759648,-1.3164
CCDC115,0.481284,0.94373,0.883516,-1.13184,0.444244,0.871749,0.861879,-1.16026
CCDC117,0.524846,0.946813,0.867605,-1.1526,0.478528,0.88107,0.83644,-1.19554
CCDC12,0.197755,0.935545,1.25121,1.25121,0.408813,0.859192,1.16491,1.16491
CCDC124,0.248618,0.935545,1.22413,1.22413,0.891209,0.978564,0.978819,-1.02164
CCDC125,0.263027,0.935545,1.3758,1.3758,0.906348,0.981344,1.03332,1.03332
CCDC126,0.733948,0.972199,0.890284,-1.12324,0.221906,0.719543,0.67435,-1.48291
CCDC127,0.368943,0.93951,1.27794,1.27794,0.83619,0.96996,1.05724,1.05724
CCDC130,0.93381,0.993928,0.982899,-1.0174,0.0098008,0.290053,0.628747,-1.59047
CCDC137,0.217104,0.935545,1.52415,1.52415,0.777856,0.961744,1.09582,1.09582
CCDC14,0.335604,0.937014,0.753417,-1.32729,0.01836,0.342177,0.477919,-2.0924
CCDC142,0.0195658,0.935545,0.477207,-2.09553,0.131085,0.615935,0.580531,-1.72256
CCDC144B,0.494442,0.944278,0.704501,-1.41944,0.212491,0.711337,0.552147,-1.81111
CCDC146,0.0867478,0.935545,0.526071,-1.90088,0.0971787,0.566037,0.517393,-1.93277
CCDC15,0.30182,0.935545,0.678805,-1.47318,0.243381,0.741489,0.620043,-1.61279
CCDC153,0.387423,0.93951,0.71411,-1.40034,0.00271757,0.215342,0.393657,-2.54028
CCDC159,0.815078,0.982105,1.04826,1.04826,0.61103,0.922688,0.906572,-1.10306
CCDC167,0.530507,0.947353,0.611468,-1.63541,0.574256,0.913362,0.63439,-1.57632
CCDC170,0.458647,0.94373,0.762177,-1.31203,0.212886,0.711965,0.633249,-1.57916
CCDC174,0.727034,0.972199,1.06083,1.06083,0.679616,0.936452,0.927148,-1.07858
CCDC18,0.162516,0.935545,0.569118,-1.7571,0.236099,0.737156,0.60191,-1.66138
CCDC18-AS1,0.0848981,0.935545,0.638373,-1.56648,0.0129061,0.307614,0.516715,-1.9353
CCDC186,0.507588,0.945789,1.13327,1.13327,0.947245,0.989542,1.01304,1.01304
CCDC191,0.45691,0.94373,0.76992,-1.29884,0.0911184,0.554388,0.50999,-1.96082
CCDC22,0.171111,0.935545,1.48984,1.48984,0.750167,0.955464,1.0873,1.0873
CCDC25,0.411992,0.941435,0.755924,-1.32288,0.147117,0.635025,0.615898,-1.62365
CCDC28A,0.753151,0.973642,1.06544,1.06544,0.990668,0.998245,0.997553,-1.00245
CCDC28B,0.722434,0.972199,1.09077,1.09077,0.95246,0.990298,1.01554,1.01554
CCDC30,0.634542,0.959345,1.19159,1.19159,0.685284,0.938411,0.870236,-1.14911
CCDC32,0.416612,0.943273,0.848777,-1.17817,0.260106,0.757765,0.788852,-1.26766
CCDC43,0.414874,0.942623,1.1904,1.1904,0.746478,0.955464,0.928197,-1.07736
CCDC47,0.701759,0.968377,1.09974,1.09974,0.270582,0.764442,1.37589,1.37589
CCDC50,0.4629,0.94373,1.19875,1.19875,0.561812,0.911745,0.857651,-1.16597
CCDC51,0.293777,0.935545,1.44162,1.44162,0.300235,0.789872,1.45572,1.45572
CCDC57,0.208369,0.935545,0.755896,-1.32293,0.0350463,0.41776,0.596392,-1.67675
CCDC59,0.294477,0.935545,0.769335,-1.29982,0.438242,0.870576,0.804996,-1.24224
CCDC6,0.462258,0.94373,1.22787,1.22787,0.690865,0.939327,1.11981,1.11981
CCDC66,0.270762,0.935545,0.667317,-1.49854,0.197448,0.697334,0.610925,-1.63686
CCDC69,0.0267866,0.935545,1.44871,1.44871,0.0366095,0.419483,1.4395,1.4395
CCDC7,0.22009,0.935545,0.639339,-1.56411,0.135045,0.619768,0.556875,-1.79574
CCDC71L,0.981108,0.998884,0.992655,-1.0074,0.398867,0.854117,1.37801,1.37801
CCDC77,0.58575,0.952284,0.82394,-1.21368,0.137042,0.621187,0.572629,-1.74633
CCDC82,0.101349,0.935545,0.624641,-1.60092,0.0640034,0.492134,0.563756,-1.77382
CCDC88A,0.514104,0.945857,1.20481,1.20481,0.809155,0.968397,1.07111,1.07111
CCDC88B,0.541287,0.94965,1.13215,1.13215,0.537248,0.900264,0.883369,-1.13203
CCDC88C,0.452404,0.94373,0.833222,-1.20016,0.345755,0.818963,0.784919,-1.27402
CCDC9,0.474306,0.94373,1.18919,1.18919,0.841479,0.96996,1.05459,1.05459
CCDC90B,0.0883707,0.935545,0.662196,-1.51013,0.186438,0.687255,0.698245,-1.43216
CCDC91,0.266739,0.935545,0.755683,-1.32331,0.254587,0.75197,0.731278,-1.36747
CCDC92,0.789783,0.980456,0.932656,-1.07221,0.834157,0.96996,1.06476,1.06476
CCDC93,0.48599,0.94373,1.16145,1.16145,0.287129,0.779561,0.808156,-1.23739
CCDC97,0.643039,0.959898,1.12086,1.12086,0.533234,0.89917,1.17914,1.17914
CCHCR1,0.450275,0.94373,0.817216,-1.22367,0.947728,0.989738,0.979923,-1.02049
CCL3,0.281495,0.935545,0.590816,-1.69257,0.578402,0.913848,0.731985,-1.36615
CCL4,0.215531,0.935545,0.367564,-2.72061,0.461168,0.875554,0.494065,-2.02403
CCL4L2,0.0656601,0.935545,0.373272,-2.67901,0.536796,0.900261,0.642448,-1.55655
CCL5,0.204193,0.935545,0.724999,-1.37931,0.672253,0.933041,0.882064,-1.13371
CCM2,0.598793,0.954694,0.918034,-1.08928,0.301716,0.792103,0.84081,-1.18933
CCN3,0.0950384,0.935545,0.583183,-1.71473,0.496404,0.887069,0.775178,-1.29003
CCNB1IP1,0.158942,0.935545,0.671034,-1.49024,0.0175166,0.339355,0.487521,-2.05119
CCNC,0.307787,0.935545,0.539099,-1.85495,0.577552,0.913848,0.678649,-1.47352
CCND2,0.619101,0.957212,1.17187,1.17187,0.634417,0.928397,1.17917,1.17917
CCND3,0.169601,0.935545,1.27163,1.27163,0.0509602,0.463877,1.47546,1.47546
CCNDBP1,0.607561,0.956827,0.90459,-1.10547,0.147606,0.63595,0.761898,-1.31251
CCNG1,0.348609,0.93951,0.715902,-1.39684,0.245331,0.74329,0.647764,-1.54377
CCNG2,0.407516,0.941435,0.843265,-1.18587,0.240494,0.740557,0.768183,-1.30177
CCNH,0.258246,0.935545,0.800904,-1.24859,0.346153,0.818963,0.801189,-1.24814
CCNI,0.34507,0.93951,0.748502,-1.336,0.734171,0.952544,0.889886,-1.12374
CCNJL,0.953655,0.995305,0.986208,-1.01398,0.798757,0.968346,0.938806,-1.06518
CCNK,0.822177,0.982105,0.949749,-1.05291,0.708245,0.945176,0.916364,-1.09127
CCNL1,0.213234,0.935545,0.785181,-1.27359,0.044048,0.445058,0.666392,-1.50062
CCNL2,0.191677,0.935545,0.819228,-1.22066,0.00855107,0.277354,0.591434,-1.69081
CCNQ,0.642158,0.959501,0.835394,-1.19704,0.95851,0.990776,0.976814,-1.02374
CCNT1,0.803085,0.982077,1.05963,1.05963,0.677881,0.935958,0.897489,-1.11422
CCNT2,0.259162,0.935545,0.798363,-1.25256,0.0164868,0.334193,0.602807,-1.65891
CCNY,0.0361373,0.935545,1.3649,1.3649,0.347199,0.819564,1.16345,1.16345
CCNYL1,0.472657,0.94373,0.810588,-1.23367,0.710688,0.945571,1.1438,1.1438
CCP110,0.958456,0.995522,0.986076,-1.01412,0.501358,0.888262,0.820279,-1.2191
CCPG1,0.622425,0.957212,0.908189,-1.10109,0.951522,0.990157,0.987299,-1.01286
CCR1,0.679865,0.966741,0.85552,-1.16888,0.365108,0.831984,1.60079,1.60079
CCR2,0.299295,0.935545,1.30813,1.30813,0.288668,0.780564,1.33208,1.33208
CCR3,0.0249619,0.935545,0.394283,-2.53625,0.011622,0.302128,0.343133,-2.91432
CCR4,0.768289,0.976315,1.11891,1.11891,0.375972,0.840053,1.51981,1.51981
CCR5,0.885892,0.992315,1.0499,1.0499,0.946378,0.989446,1.02534,1.02534
CCR7,0.426122,0.94373,0.730796,-1.36837,0.259561,0.757402,0.633878,-1.57759
CCRL2,0.487422,0.94373,0.739934,-1.35147,0.424439,0.865033,1.68817,1.68817
CCS,0.634241,0.959345,0.934087,-1.07056,0.00322822,0.222925,0.607321,-1.64657
CCSAP,0.242108,0.935545,0.769938,-1.29881,0.25327,0.750506,0.748043,-1.33682
CCSER2,0.571156,0.951046,0.855839,-1.16844,0.5739,0.913362,0.841228,-1.18874
CCT2,0.267237,0.935545,0.522112,-1.9153,0.389278,0.846904,0.582806,-1.71584
CCT3,0.198233,0.935545,1.41482,1.41482,0.498311,0.887069,1.19902,1.19902
CCT4,0.569293,0.951046,1.14331,1.14331,0.910812,0.983197,0.971013,-1.02985
CCT5,0.329635,0.935545,1.20296,1.20296,0.787108,0.965138,1.05326,1.05326
CCT6A,0.829495,0.983723,1.05299,1.05299,0.480801,0.881889,0.837286,-1.19434
CCT6P1,0.129224,0.935545,1.42297,1.42297,0.314726,0.799861,0.825825,-1.21091
CCT6P3,0.437959,0.94373,1.2968,1.2968,0.621103,0.926675,0.867023,-1.15337
CCT7,0.175186,0.935545,1.42732,1.42732,0.497399,0.887069,1.18928,1.18928
CCT8,0.378057,0.93951,1.22661,1.22661,0.698401,0.942054,0.909927,-1.09899
CCT8P1,0.0937633,0.935545,0.512088,-1.95279,0.218307,0.716189,0.584815,-1.70994
CCZ1,0.955131,0.995335,1.01671,1.01671,0.848618,0.971665,1.06122,1.06122
CCZ1B,0.28225,0.935545,1.31651,1.31651,0.867043,0.974157,0.960042,-1.04162
CD101,0.579959,0.951046,0.853934,-1.17105,0.815135,0.969029,0.925519,-1.08047
CD14,0.0346209,0.935545,1.74491,1.74491,0.00668317,0.264298,2.28319,2.28319
CD151,0.0348176,0.935545,1.91005,1.91005,0.047155,0.452591,1.83404,1.83404
CD160,0.15602,0.935545,0.473406,-2.11235,0.138148,0.623939,0.445904,-2.24264
CD163,0.0537925,0.935545,2.21683,2.21683,0.0548075,0.479131,2.22656,2.22656
CD164,0.233236,0.935545,0.706161,-1.41611,0.869219,0.974307,0.944194,-1.0591
CD177,0.0890111,0.935545,11.9612,11.9612,0.0781835,0.527122,17.9676,17.9676
CD180,0.0899471,0.935545,1.68572,1.68572,0.459537,0.87528,1.24078,1.24078
CD19,0.490798,0.94373,1.21861,1.21861,0.575965,0.913534,0.855003,-1.16959
CD1C,0.12474,0.935545,0.555884,-1.79894,0.00220455,0.21023,0.27539,-3.63122
CD1D,0.894696,0.992315,0.973754,-1.02695,0.907267,0.981786,1.02797,1.02797
CD2,0.901287,0.992315,1.04082,1.04082,0.774184,0.961322,0.90694,-1.10261
CD200,0.615685,0.957212,0.669433,-1.4938,0.336662,0.814804,0.50148,-1.9941
CD22,0.746014,0.973069,0.882022,-1.13376,0.0625887,0.490376,0.497122,-2.01158
CD226,0.573836,0.951046,1.22436,1.22436,0.79737,0.968346,1.09282,1.09282
CD24,0.116279,0.935545,1.70966,1.70966,0.471185,0.87981,1.24165,1.24165
CD244,0.328407,0.935545,0.747911,-1.33706,0.016816,0.334193,0.495352,-2.01877
CD247,0.418319,0.943474,0.776405,-1.28799,0.943196,0.988893,1.03117,1.03117
CD27,0.259979,0.935545,1.42879,1.42879,0.791876,0.96621,1.08441,1.08441
CD27-AS1,0.272049,0.935545,1.30334,1.30334,0.0490055,0.457735,1.80056,1.80056
CD274,0.962921,0.996203,0.977477,-1.02304,0.687795,0.938985,1.27534,1.27534
CD28,0.851492,0.984753,0.942015,-1.06155,0.278149,0.770627,0.7072,-1.41403
CD2AP,0.293519,0.935545,0.591379,-1.69096,0.877722,0.976081,1.1131,1.1131
CD2BP2,0.918276,0.992315,1.01449,1.01449,0.599304,0.920514,0.926867,-1.0789
CD300A,0.283595,0.935545,0.822449,-1.21588,0.463947,0.877057,1.17381,1.17381
CD300C,0.0127477,0.935545,2.2257,2.2257,0.0290814,0.39944,1.94589,1.94589
CD300E,0.637666,0.959345,1.16399,1.16399,0.308572,0.795898,1.45255,1.45255
CD300H,0.0434914,0.935545,0.309989,-3.22593,0.352486,0.822331,0.498155,-2.00741
CD300LB,0.887986,0.992315,1.03592,1.03592,0.152301,0.640669,1.56975,1.56975
CD300LF,0.0871055,0.935545,0.722382,-1.38431,0.442644,0.871749,0.848659,-1.17833
CD302,0.957685,0.995522,1.01357,1.01357,0.490805,0.885323,1.22623,1.22623
CD320,0.105181,0.935545,1.84805,1.84805,0.412362,0.8602,1.31395,1.31395
CD33,0.142953,0.935545,1.35238,1.35238,0.0705683,0.510181,1.49782,1.49782
CD36,0.348101,0.93951,1.28105,1.28105,0.461709,0.875561,1.22797,1.22797
CD37,0.309632,0.935545,0.821663,-1.21704,0.922839,0.98437,1.02157,1.02157
CD38,0.0892287,0.935545,2.38996,2.38996,0.042341,0.439337,3.41367,3.41367
CD3D,0.153637,0.935545,0.306655,-3.26099,0.321544,0.805192,0.390958,-2.55782
CD3E,0.39432,0.940011,0.737274,-1.35635,0.342967,0.817453,0.691262,-1.44663
CD3G,0.5864,0.952412,0.772355,-1.29474,0.583848,0.914465,0.761414,-1.31335
CD4,0.681304,0.966741,1.12886,1.12886,0.785426,0.964546,1.08773,1.08773
CD40,0.702193,0.968377,1.09566,1.09566,0.556935,0.91064,0.8685,-1.15141
CD40LG,0.91624,0.992315,0.969281,-1.03169,0.476239,0.880502,0.803198,-1.24502
CD44,0.368842,0.93951,1.1955,1.1955,0.862085,0.974094,0.96533,-1.03592
CD46,0.134707,0.935545,0.669431,-1.49381,0.015688,0.330007,0.527285,-1.89651
CD47,0.731483,0.972199,0.94301,-1.06043,0.798623,0.968346,0.949679,-1.05299
CD48,0.640673,0.959345,0.834342,-1.19855,0.658531,0.931372,0.840423,-1.18988
CD5,0.508282,0.945789,0.81364,-1.22904,0.500522,0.887816,0.79162,-1.26323
CD52,0.237725,0.935545,0.111208,-8.99215,0.771672,0.960442,0.340778,-2.93446
CD53,0.897586,0.992315,0.976099,-1.02449,0.995597,0.99889,1.0011,1.0011
CD55,0.986575,0.999452,1.00352,1.00352,0.925232,0.98437,1.02209,1.02209
CD58,0.508475,0.945789,0.686535,-1.45659,0.691852,0.939327,0.784466,-1.27475
CD59,0.392208,0.940011,1.20598,1.20598,0.941507,0.988603,0.984581,-1.01566
CD6,0.726085,0.972199,1.10089,1.10089,0.950678,0.990157,1.01853,1.01853
CD63,0.0737724,0.935545,1.36901,1.36901,0.0133409,0.307614,1.69574,1.69574
CD7,0.80602,0.982077,0.919161,-1.08795,0.227757,0.727907,0.677527,-1.47596
CD72,0.810789,0.982105,1.06469,1.06469,0.123612,0.606691,0.635218,-1.57426
CD74,0.834411,0.984367,1.05289,1.05289,0.461948,0.875561,0.835904,-1.19631
CD79A,0.735744,0.972199,1.14075,1.14075,0.296857,0.78615,0.681564,-1.46721
CD79B,0.749354,0.973642,1.08027,1.08027,0.0222588,0.365973,0.583998,-1.71233
CD81,0.434262,0.94373,1.19882,1.19882,0.9793,0.996969,1.00662,1.00662
CD82,0.558132,0.950599,1.1291,1.1291,0.253687,0.750506,1.29198,1.29198
CD83,0.542182,0.94965,0.818538,-1.22169,0.426788,0.865617,0.745365,-1.34162
CD84,0.861921,0.988262,1.03353,1.03353,0.604927,0.921453,0.904214,-1.10593
CD86,0.694028,0.967761,1.10866,1.10866,0.560473,0.911745,0.863752,-1.15774
CD8A,0.589734,0.952807,0.775905,-1.28882,0.710953,0.945571,0.827555,-1.20838
CD8B,0.138637,0.935545,0.58062,-1.7223,0.106195,0.573764,0.527821,-1.89458
CD9,0.483812,0.94373,1.26725,1.26725,0.822156,0.96996,0.932039,-1.07292
CD93,0.44182,0.94373,1.13898,1.13898,0.803901,0.968379,1.04732,1.04732
CD96,0.441435,0.94373,0.781387,-1.27978,0.0694882,0.505802,0.553596,-1.80637
CDA,0.516934,0.946365,1.23346,1.23346,0.121282,0.602611,1.87703,1.87703
CDADC1,0.46443,0.94373,1.33578,1.33578,0.11106,0.584379,0.616252,-1.62271
CDC123,0.832652,0.984212,1.03334,1.03334,0.664903,0.932287,0.931238,-1.07384
CDC14A,0.448856,0.94373,0.797521,-1.25389,0.0913415,0.554388,0.616633,-1.62171
CDC14B,0.793763,0.980456,1.05552,1.05552,0.560498,0.911745,1.14671,1.14671
CDC16,0.343146,0.93951,1.25794,1.25794,0.538478,0.901183,0.855383,-1.16907
CDC23,0.807379,0.982105,0.928728,-1.07674,0.702217,0.943162,0.882905,-1.13262
CDC25B,0.877416,0.992315,1.04327,1.04327,0.611961,0.923223,0.872483,-1.14615
CDC26,0.701677,0.968377,0.916219,-1.09144,0.210425,0.708547,0.749418,-1.33437
CDC27,0.575634,0.951046,0.914178,-1.09388,0.765862,0.958747,0.948499,-1.0543
CDC34,0.279642,0.935545,0.565354,-1.7688,0.862654,0.974094,0.889635,-1.12406
CDC37,0.545362,0.94965,0.89648,-1.11547,0.455889,0.873816,0.86973,-1.14978
CDC37L1,0.244677,0.935545,0.798261,-1.25272,0.197737,0.697334,0.755587,-1.32347
CDC40,0.916686,0.992315,0.980271,-1.02013,0.776232,0.961333,0.936777,-1.06749
CDC42,0.251829,0.935545,1.12954,1.12954,0.194537,0.695431,1.18765,1.18765
CDC42BPA,0.163648,0.935545,0.525542,-1.9028,0.299062,0.788636,0.596021,-1.67779
CDC42EP3,0.698159,0.967761,0.919377,-1.08769,0.239609,0.740557,1.38379,1.38379
