Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
AC243547.3,0.0768353,0.192288,0.652188,-1.5333
AC243562.3,0.111741,0.245003,1.4009,1.4009
AC243571.1,0.0202579,0.0828124,1.28304,1.28304
AC243571.2,0.145166,0.290539,0.846233,-1.18171
AC243585.1,0.35684,0.518897,0.759132,-1.31729
AC243585.2,4.38E-07,0.000232663,0.203442,-4.9154
AC243654.3,0.776792,0.860406,1.05,1.05
AC243773.1,0.00853348,0.0486833,2.18913,2.18913
AC243773.2,0.0119471,0.0597607,1.56902,1.56902
AC243829.1,0.0883827,0.210705,1.70009,1.70009
AC243829.2,0.996891,0.998227,1.00089,1.00089
AC243829.4,0.684034,0.795195,1.06173,1.06173
AC243830.1,0.163005,0.312932,1.25047,1.25047
AC243830.2,0.0695995,0.180673,1.86016,1.86016
AC243830.3,0.0226997,0.0888485,1.19873,1.19873
AC243836.1,0.0848059,0.205087,0.662545,-1.50933
AC243960.1,0.000580253,0.0109976,0.542551,-1.84314
AC243960.3,0.108348,0.239903,1.29208,1.29208
AC243964.2,0.348653,0.511506,1.12747,1.12747
AC243965.1,0.467651,0.62014,1.12154,1.12154
AC243965.2,0.0509671,0.147438,0.582365,-1.71714
AC243967.2,0.455214,0.6098,0.873123,-1.14531
AC243972.1,0.00384623,0.0327351,0.334079,-2.9933
AC244021.1,0.724295,0.823858,0.95551,-1.04656
AC244033.2,0.427565,0.585411,1.08861,1.08861
AC244034.2,0.0690683,0.179849,0.610552,-1.63786
AC244035.1,0.354279,0.516701,1.40797,1.40797
AC244090.2,0.00115834,0.0163254,1.9741,1.9741
AC244093.3,0.00225882,0.0240783,0.551419,-1.8135
AC244093.4,0.620581,0.74621,1.09767,1.09767
AC244093.5,0.490873,0.639895,0.886483,-1.12805
AC244100.2,0.74879,0.840817,0.918846,-1.08832
AC244100.3,0.0827952,0.202004,1.35322,1.35322
AC244100.4,0.0288542,0.103048,0.60769,-1.64558
AC244131.2,0.210263,0.369469,0.7944,-1.25881
AC244153.1,0.363608,0.525305,0.859874,-1.16296
AC244197.3,0.0470925,0.140116,1.93158,1.93158
AC244205.1,0.525891,0.669541,0.764287,-1.30841
AC244230.1,0.000434177,0.00947033,2.42833,2.42833
AC244250.1,0.135747,0.278145,1.54605,1.54605
AC244394.2,0.071267,0.183453,1.38848,1.38848
AC244502.1,0.0206112,0.0836238,1.24507,1.24507
AC244502.3,0.000176234,0.0055827,0.420548,-2.37785
AC244517.1,0.0918108,0.21588,0.795687,-1.25678
AC244517.11,0.174856,0.327856,1.35437,1.35437
AC244517.12,0.0204158,0.0831397,1.24122,1.24122
AC244517.2,0.996856,0.998227,0.9988,-1.0012
AC244517.4,0.104777,0.234845,1.17053,1.17053
AC244517.5,0.940652,0.964913,1.00922,1.00922
AC244517.6,0.200197,0.357624,1.48119,1.48119
AC244517.7,0.0106753,0.0558028,1.2178,1.2178
AC244517.9,0.217288,0.377597,0.536471,-1.86404
AC245014.3,0.0358606,0.118293,2.39462,2.39462
AC245033.1,0.00216166,0.0233705,2.80232,2.80232
AC245033.2,8.82E-05,0.0038109,0.254071,-3.93591
AC245041.1,0.0775376,0.193451,0.629073,-1.58964
AC245052.1,1.46E-05,0.00136948,2.80122,2.80122
AC245052.7,0.000817043,0.0133564,2.88145,2.88145
AC245060.2,0.0841939,0.204233,1.4297,1.4297
AC245060.5,0.226487,0.387797,1.63665,1.63665
AC245060.6,0.0914224,0.215406,1.39263,1.39263
AC245088.1,0.723865,0.823683,1.12848,1.12848
AC245100.1,0.248133,0.411293,1.58557,1.58557
AC245100.6,0.0404929,0.127533,2.84682,2.84682
AC245100.7,0.00118933,0.016551,1.68827,1.68827
AC245123.1,0.444501,0.600347,0.865371,-1.15557
AC245128.1,0.232585,0.394659,0.660408,-1.51422
AC245128.3,0.00361645,0.0316177,4.27901,4.27901
AC245140.1,0.448804,0.604321,1.19354,1.19354
AC245140.3,0.26734,0.431922,1.24048,1.24048
AC245164.1,0.227054,0.388393,1.63405,1.63405
AC245187.1,0.135982,0.278449,1.15022,1.15022
AC245187.2,0.036376,0.119286,1.92093,1.92093
AC245297.2,0.946598,0.968043,0.988026,-1.01212
AC245427.1,0.678604,0.791181,0.955152,-1.04695
AC245452.1,0.500042,0.647537,0.934507,-1.07008
AC245452.5,0.0225812,0.0885702,1.6745,1.6745
AC245519.1,0.369546,0.530894,0.63079,-1.58531
AC245519.2,0.280435,0.445168,0.792018,-1.2626
AC245748.2,0.00274458,0.0269427,0.230004,-4.34774
AC245748.3,0.0262994,0.097393,0.619492,-1.61422
AC245884.1,0.116741,0.252499,0.469217,-2.13121
AC245884.10,0.893573,0.936289,1.09833,1.09833
AC245884.11,0.213057,0.372612,0.725505,-1.37835
AC245884.8,0.88374,0.930271,1.06205,1.06205
AC245884.9,0.0729902,0.186251,0.479702,-2.08463
AC246787.2,0.00416738,0.0342238,0.51142,-1.95534
AC246817.1,0.161751,0.311399,0.731324,-1.36738
AC246817.2,0.907211,0.944091,1.0105,1.0105
AC247036.1,0.0646473,0.172516,1.17129,1.17129
AC253536.3,0.0389504,0.124699,0.652014,-1.53371
AC253536.6,0.678452,0.791033,1.22181,1.22181
AC253536.7,0.0189809,0.0796436,0.367603,-2.72033
AC253576.2,0.0163775,0.0726116,0.438967,-2.27808
AC254562.2,0.587089,0.720701,0.854119,-1.1708
AC254633.1,0.362988,0.524748,1.27557,1.27557
ACAA1,0.83965,0.901904,0.951496,-1.05098
ACAA2,0.0604534,0.165008,0.70854,-1.41135
ACACA,0.140552,0.284519,0.665883,-1.50176
ACACB,0.592054,0.724497,1.15718,1.15718
ACAD10,0.63757,0.758914,1.41066,1.41066
ACAD11,0.569545,0.705931,1.05881,1.05881
ACAD8,0.136881,0.279619,1.43337,1.43337
ACAD9,0.0180147,0.0770067,0.538243,-1.8579
ACADL,0.785552,0.866584,0.933993,-1.07067
ACADM,0.0112004,0.0573311,0.525505,-1.90293
ACADS,0.0570895,0.158625,0.600979,-1.66395
ACADSB,0.0459548,0.137811,0.58705,-1.70343
ACADVL,0.0893138,0.212157,0.439746,-2.27404
ACAN,0.314539,0.478919,1.38035,1.38035
ACAP1,0.799771,0.875797,1.0737,1.0737
ACAP2,6.02E-05,0.00305992,3.0787,3.0787
ACAP2-IT1,0.0633801,0.17029,2.01616,2.01616
ACAP3,0.328202,0.492146,0.71635,-1.39597
ACAT1,0.0142356,0.066614,0.487856,-2.04979
ACAT2,0.436443,0.593361,1.12975,1.12975
ACBD3,0.0686665,0.179215,0.689924,-1.44944
ACBD3-AS1,0.8078,0.881085,0.908022,-1.10129
ACBD4,0.00254745,0.0257294,0.512338,-1.95184
ACBD5,0.338655,0.501814,0.821367,-1.21748
ACBD6,0.0195767,0.0811677,1.34482,1.34482
ACBD7,0.215596,0.375559,1.24223,1.24223
ACCS,0.379223,0.539817,0.589017,-1.69774
ACCSL,0.716882,0.818667,1.04447,1.04447
ACD,0.00426949,0.034669,2.75816,2.75816
ACE,0.129878,0.270561,0.802411,-1.24624
ACE2,0.145299,0.290741,1.14898,1.14898
ACER1,0.920054,0.951702,0.955536,-1.04653
ACER2,0.81005,0.882602,0.966622,-1.03453
ACER3,0.593841,0.725908,0.86548,-1.15543
ACHE,0.0103899,0.0548483,2.25638,2.25638
ACIN1,0.125832,0.265069,0.789357,-1.26685
ACKR1,0.475921,0.627136,0.974528,-1.02614
ACKR2,0.0418936,0.130348,0.711536,-1.40541
ACKR3,0.700569,0.806262,0.828234,-1.20739
ACKR4,0.957869,0.975143,0.986926,-1.01325
ACLY,0.029666,0.104944,0.571342,-1.75026
ACMSD,0.81927,0.888687,1.03822,1.03822
ACO1,0.560171,0.697437,0.864851,-1.15627
ACO2,0.340042,0.503171,0.72241,-1.38425
ACOD1,0.609849,0.73797,1.05767,1.05767
ACOT1,0.0875156,0.209372,0.663662,-1.50679
ACOT11,0.134978,0.277196,1.18036,1.18036
ACOT12,0.471459,0.623107,1.2379,1.2379
ACOT13,0.0374387,0.121584,1.20701,1.20701
ACOT2,0.131161,0.272146,1.57205,1.57205
ACOT4,0.855419,0.912244,1.05756,1.05756
ACOT6,0.127694,0.267727,1.94216,1.94216
ACOT7,0.27353,0.438353,0.70156,-1.4254
ACOT8,0.156466,0.304865,0.641729,-1.55829
ACOT9,0.245023,0.407993,0.806964,-1.23921
ACOX1,0.0368182,0.120278,2.33223,2.33223
ACOX2,0.0798713,0.197229,1.4207,1.4207
ACOX3,0.673754,0.787308,1.08945,1.08945
ACOXL,0.112331,0.245836,0.796504,-1.25549
ACOXL-AS1,0.898118,0.938945,1.01858,1.01858
ACP1,0.000163026,0.00534172,0.286268,-3.49323
ACP2,0.00817562,0.0474756,0.598123,-1.6719
ACP4,0.00419421,0.0343381,0.413544,-2.41812
ACP5,0.043209,0.132756,0.503533,-1.98597
ACP6,0.334644,0.498077,1.10335,1.10335
ACP7,0.000110148,0.00433718,0.212392,-4.70827
ACPP,0.280072,0.444781,1.19534,1.19534
ACR,0.0601115,0.164405,0.547956,-1.82496
ACRBP,0.77643,0.860113,0.922908,-1.08353
ACRV1,0.00848684,0.0485639,1.2363,1.2363
ACSBG1,0.0716246,0.184004,1.77213,1.77213
ACSBG2,0.742292,0.836207,0.926704,-1.07909
ACSF2,0.246268,0.409303,0.830825,-1.20362
ACSF3,0.853542,0.911087,0.941557,-1.06207
ACSL1,0.367723,0.529177,0.70895,-1.41054
ACSL3,0.110213,0.24282,1.52461,1.52461
ACSL4,0.00175502,0.0208223,4.27952,4.27952
ACSL5,0.139035,0.282457,0.737149,-1.35658
ACSL6,0.713637,0.816356,1.06092,1.06092
ACSM1,0.27018,0.434825,0.773216,-1.2933
ACSM2A,0.310747,0.475565,1.17748,1.17748
ACSM2B,0.0332724,0.112889,1.30774,1.30774
ACSM3,0.915103,0.948648,0.962894,-1.03854
ACSM4,0.0754247,0.189903,1.50266,1.50266
ACSM5,0.0261252,0.0969961,1.32658,1.32658
ACSM6,0.991991,0.99511,1.00131,1.00131
ACSS1,0.000739517,0.012623,0.541936,-1.84524
ACSS2,0.885659,0.931481,1.05416,1.05416
ACSS3,0.189868,0.346103,0.792049,-1.26255
ACTA1,0.485936,0.63573,0.761856,-1.31258
ACTA2,0.591353,0.724071,0.916074,-1.09162
ACTA2-AS1,0.0216004,0.0861328,0.660601,-1.51377
ACTB,0.728544,0.826698,1.07154,1.07154
ACTBL2,0.291623,0.456622,1.12153,1.12153
ACTC1,0.0211301,0.084895,0.453386,-2.20563
ACTG1,0.920166,0.951702,1.0305,1.0305
ACTG1P17,0.394226,0.554792,1.30472,1.30472
ACTG1P20,0.009323,0.0513683,0.762889,-1.31081
ACTG2,0.89627,0.937778,0.955458,-1.04662
ACTL10,0.0514038,0.148322,0.553766,-1.80582
ACTL6A,0.0310288,0.107946,1.57027,1.57027
ACTL6B,0.130626,0.27151,1.3978,1.3978
ACTL7A,0.00779004,0.0461331,0.456464,-2.19075
ACTL7B,0.119815,0.256795,0.797744,-1.25353
ACTL8,0.0121378,0.0604168,0.458528,-2.18089
ACTL9,0.373246,0.534176,1.16301,1.16301
ACTN1,0.00286896,0.0276436,1.89216,1.89216
ACTN1-AS1,0.8752,0.924929,1.01962,1.01962
ACTN2,0.81289,0.88434,0.950939,-1.05159
ACTN3,0.0669294,0.176339,0.592163,-1.68872
ACTN4,0.230635,0.392364,0.854685,-1.17002
ACTR10,0.236089,0.39845,1.47692,1.47692
ACTR1A,0.147364,0.293328,1.29402,1.29402
ACTR1B,0.7589,0.848218,0.930245,-1.07499
ACTR2,0.327857,0.49178,1.18243,1.18243
ACTR3,0.0413225,0.12922,1.34278,1.34278
ACTR3B,0.214092,0.37397,0.844501,-1.18413
ACTR3C,0.300847,0.465874,0.837932,-1.19341
ACTR5,0.0999998,0.22788,0.465828,-2.14671
ACTR6,0.302302,0.467319,0.799362,-1.251
ACTR8,0.161611,0.311157,1.18956,1.18956
ACTRT1,0.289857,0.454746,0.783136,-1.27692
ACTRT2,0.795113,0.872998,1.03899,1.03899
ACTRT3,0.387678,0.548335,1.19649,1.19649
ACVR1,0.00922621,0.0510499,1.94621,1.94621
ACVR1B,0.276409,0.441121,0.752298,-1.32926
ACVR1C,0.537358,0.678742,1.26317,1.26317
ACVR2A,0.839579,0.90185,0.950877,-1.05166
ACVR2B,0.00516569,0.0368263,0.300637,-3.32627
ACVR2B-AS1,0.811164,0.883222,0.950028,-1.0526
ACVRL1,0.0542585,0.153492,1.32187,1.32187
ACY1,0.127717,0.267739,0.815903,-1.22564
ACY3,0.0393069,0.125313,0.617678,-1.61897
ACYP1,0.0726655,0.185752,0.790787,-1.26456
ACYP2,0.260728,0.424758,1.341,1.341
AD000090.1,0.333644,0.497115,1.38471,1.38471
AD000671.2,0.129453,0.269998,0.600392,-1.66558
AD000671.3,0.0292398,0.103912,1.51505,1.51505
AD001527.1,0.980806,0.988355,1.00652,1.00652
ADA,0.0209465,0.0844569,0.363067,-2.75431
ADA2,0.0300585,0.105805,0.312291,-3.20214
ADAD1,0.905213,0.942953,0.946171,-1.05689
ADAD2,0.00266545,0.0264361,2.1024,2.1024
ADAL,0.0107677,0.0561295,0.433481,-2.30691
ADAM10,0.814247,0.885331,0.962881,-1.03855
ADAM11,0.0302248,0.106167,0.412239,-2.42578
ADAM12,0.0837822,0.203658,1.84662,1.84662
ADAM15,0.325204,0.489209,0.794058,-1.25935
ADAM17,0.722012,0.822384,1.07624,1.07624
ADAM18,0.214759,0.374743,1.4647,1.4647
ADAM19,0.15642,0.304865,1.21294,1.21294
ADAM2,0.0184218,0.0780693,1.20382,1.20382
ADAM20,0.978183,0.987057,1.01075,1.01075
ADAM21,0.00925078,0.051125,1.21539,1.21539
ADAM22,0.906314,0.943596,0.96564,-1.03558
ADAM23,0.053177,0.1516,1.51598,1.51598
ADAM28,0.944984,0.966981,1.01469,1.01469
ADAM29,0.0012527,0.0170822,1.63304,1.63304
ADAM30,0.00229693,0.024271,0.344945,-2.89901
ADAM32,0.759362,0.848476,1.07464,1.07464
ADAM33,0.254863,0.418629,0.79418,-1.25916
ADAM7,0.750809,0.842304,1.0979,1.0979
ADAM8,0.00029353,0.0075616,2.9189,2.9189
ADAM9,0.0181061,0.0772058,1.74087,1.74087
ADAMDEC1,0.475863,0.627078,1.20676,1.20676
ADAMTS1,0.00128742,0.0173452,1.61506,1.61506
ADAMTS10,0.322508,0.486557,1.22798,1.22798
ADAMTS12,0.076644,0.191989,1.55941,1.55941
ADAMTS13,0.0278038,0.100758,1.36239,1.36239
ADAMTS14,0.494109,0.64263,1.27107,1.27107
ADAMTS15,0.0859246,0.20684,1.39041,1.39041
ADAMTS16,0.147182,0.293069,0.71548,-1.39766
ADAMTS17,0.42854,0.586208,1.3046,1.3046
ADAMTS18,0.520931,0.6654,1.27513,1.27513
ADAMTS19,0.00346572,0.030829,0.338616,-2.95319
ADAMTS19-AS1,0.00931109,0.051333,1.90333,1.90333
ADAMTS2,0.623348,0.748446,0.850652,-1.17557
ADAMTS20,0.027762,0.100672,1.43397,1.43397
ADAMTS3,0.940775,0.964952,0.98561,-1.0146
ADAMTS4,0.338704,0.501831,0.874123,-1.144
ADAMTS5,0.288696,0.453576,1.48732,1.48732
ADAMTS6,0.0312177,0.108448,2.73412,2.73412
ADAMTS7,0.757442,0.847053,0.950235,-1.05237
ADAMTS8,0.588982,0.722126,0.876955,-1.14031
ADAMTS9,0.00162125,0.0198971,0.207093,-4.82874
ADAMTS9-AS1,0.267733,0.43237,1.15761,1.15761
ADAMTS9-AS2,0.17838,0.332296,0.789165,-1.26716
ADAMTSL1,0.346288,0.509135,0.736917,-1.35701
ADAMTSL2,0.383634,0.544126,0.835562,-1.1968
ADAMTSL3,0.0615683,0.167074,0.561776,-1.78007
ADAMTSL4,0.0204754,0.0833065,0.692792,-1.44343
ADAMTSL4-AS1,6.99E-07,0.000269999,11.8076,11.8076
ADAMTSL5,0.0314709,0.10892,0.520968,-1.9195
ADAP1,0.600482,0.730956,0.911611,-1.09696
ADAP2,0.664012,0.779909,1.07284,1.07284
ADAR,0.028199,0.10168,0.730904,-1.36817
ADARB1,0.0723083,0.18518,0.69938,-1.42984
ADARB2,0.232592,0.394659,1.15759,1.15759
ADARB2-AS1,0.000562812,0.0108133,0.463289,-2.15848
ADAT1,0.0263057,0.0974003,0.206322,-4.8468
ADAT2,0.129821,0.270516,1.31226,1.31226
ADAT3,0.101678,0.230298,1.16081,1.16081
ADCK1,0.0167697,0.0736587,0.701768,-1.42497
ADCK2,0.068612,0.179187,0.631658,-1.58314
ADCK5,0.0259354,0.0965314,0.578668,-1.72811
ADCY1,0.0499157,0.1454,0.426346,-2.34551
ADCY10,0.164704,0.315083,1.15864,1.15864
ADCY2,0.360678,0.522545,0.843538,-1.18548
ADCY3,0.326837,0.490677,0.792907,-1.26118
ADCY4,0.000694982,0.0121782,2.93292,2.93292
ADCY5,0.220789,0.381697,0.733777,-1.36281
ADCY6,0.401659,0.561904,1.36907,1.36907
ADCY7,0.98354,0.989834,1.00652,1.00652
ADCY8,0.0116807,0.0588353,0.473212,-2.11322
ADCY9,0.395794,0.556289,1.19494,1.19494
ADCYAP1,0.0626948,0.169003,0.684925,-1.46001
ADCYAP1R1,0.945956,0.967519,1.01034,1.01034
ADD1,0.00283875,0.0274588,2.7329,2.7329
ADD2,0.0845888,0.204775,0.492265,-2.03143
ADD3,0.778885,0.861872,1.08567,1.08567
ADD3-AS1,0.293899,0.458711,1.11738,1.11738
ADGB,0.252212,0.415814,1.12813,1.12813
ADGRA1,0.0010323,0.0152763,0.256816,-3.89384
ADGRA1-AS1,0.143914,0.288859,0.563945,-1.77322
ADGRA2,0.387761,0.5484,0.760361,-1.31516
ADGRA3,0.93293,0.960354,1.01786,1.01786
ADGRB1,0.52824,0.671331,0.871771,-1.14709
ADGRB2,0.328316,0.492238,0.868116,-1.15192
ADGRB3,0.236614,0.399051,1.42964,1.42964
ADGRD1,0.0274113,0.0998687,1.32004,1.32004
ADGRD1-AS1,0.758998,0.848303,1.04198,1.04198
ADGRD2,0.094619,0.220059,0.562985,-1.77624
ADGRE1,0.0501789,0.145959,0.56336,-1.77506
ADGRE2,3.71E-05,0.00238021,6.33863,6.33863
ADGRE3,0.000170413,0.00548015,16.748,16.748
ADGRE5,0.0737459,0.187307,1.32934,1.32934
ADGRF1,0.667058,0.782212,1.06379,1.06379
ADGRF2,0.0257037,0.0960198,0.381238,-2.62303
ADGRF3,0.373837,0.534782,0.792857,-1.26126
ADGRF4,0.022574,0.0885702,0.548284,-1.82387
ADGRF5,0.00517224,0.0368263,1.24174,1.24174
ADGRG1,3.91E-05,0.00242572,6.09466,6.09466
ADGRG2,0.0231867,0.0900106,0.551378,-1.81364
ADGRG3,0.526937,0.670264,1.25091,1.25091
ADGRG4,0.798804,0.875331,0.973026,-1.02772
ADGRG5,0.466048,0.618691,0.94354,-1.05984
ADGRG6,0.00493407,0.0368263,1.2439,1.2439
ADGRG7,0.184238,0.339023,1.14067,1.14067
ADGRL1,0.0165932,0.0732056,0.35206,-2.84043
ADGRL2,0.22534,0.386406,1.56693,1.56693
ADGRL3,0.055736,0.156193,1.72672,1.72672
ADGRL3-AS1,0.550369,0.689522,0.865797,-1.155
ADGRL4,0.0916316,0.215651,1.16317,1.16317
ADGRV1,0.911917,0.94668,1.01658,1.01658
ADH1A,0.515935,0.660952,1.18235,1.18235
ADH1B,0.90225,0.941445,1.02733,1.02733
ADH1C,2.84E-05,0.00204435,0.438768,-2.27911
ADH4,0.726054,0.825183,1.1535,1.1535
ADH5,0.1099,0.242355,0.543614,-1.83954
ADH6,0.733276,0.829947,1.17065,1.17065
ADH7,0.0401817,0.126973,1.99792,1.99792
ADHFE1,0.579793,0.714209,0.728049,-1.37353
ADI1,0.0185189,0.0783584,0.565684,-1.76777
ADIG,0.00046681,0.00984672,0.290256,-3.44523
ADIPOQ,0.0690836,0.179878,0.708604,-1.41123
ADIPOQ-AS1,0.424809,0.582991,1.37761,1.37761
ADIPOR1,0.343019,0.506339,1.36203,1.36203
ADIPOR2,0.404631,0.564774,1.45525,1.45525
ADIRF,9.31E-05,0.00392224,0.187423,-5.33551
ADIRF-AS1,0.0379577,0.122642,0.5974,-1.67392
ADK,0.519166,0.663921,1.10098,1.10098
ADM,0.0030615,0.0286214,3.9528,3.9528
ADM2,0.791605,0.870741,0.951072,-1.05145
ADM5,0.0463424,0.13864,0.551065,-1.81467
ADNP,0.0537843,0.15269,2.25722,2.25722
ADNP-AS1,0.768413,0.854504,1.04462,1.04462
ADNP2,0.318447,0.482865,1.49329,1.49329
ADO,0.433641,0.590896,0.764972,-1.30724
ADORA1,0.0452236,0.136524,2.408,2.408
ADORA2A,0.0416627,0.129864,1.43218,1.43218
ADORA2A-AS1,0.633157,0.75591,0.966623,-1.03453
ADORA2B,0.056735,0.157907,0.504229,-1.98322
ADORA3,0.756253,0.846352,1.11006,1.11006
ADPGK,0.933569,0.960681,1.01623,1.01623
ADPGK-AS1,0.00064792,0.0116871,1.97635,1.97635
ADPRH,0.00703948,0.0433848,1.23014,1.23014
ADPRHL1,0.662641,0.778809,0.857593,-1.16605
ADPRHL2,0.320754,0.484906,0.718863,-1.39109
ADPRM,0.000599778,0.0112112,0.478364,-2.09046
ADRA1A,0.158536,0.307443,0.689184,-1.45099
ADRA1B,0.002979,0.0282365,0.494281,-2.02314
ADRA1D,0.903867,0.94212,1.05428,1.05428
ADRA2A,0.868109,0.920197,0.937236,-1.06697
ADRA2B,0.100771,0.229067,0.683903,-1.4622
ADRA2C,0.374685,0.535654,0.708616,-1.4112
ADRB1,0.229789,0.391381,0.586908,-1.70385
ADRB2,0.0620234,0.167825,0.468318,-2.1353
ADRB3,0.689802,0.79898,0.911217,-1.09743
ADRM1,0.0120579,0.0601537,1.88026,1.88026
ADSL,0.00266332,0.0264347,1.25873,1.25873
ADSS,0.402363,0.562502,0.77054,-1.29779
ADSSL1,0.013973,0.065936,1.65675,1.65675
ADTRP,0.0278816,0.100918,1.72586,1.72586
AEBP1,0.70849,0.812504,0.900441,-1.11057
AEBP2,0.587714,0.721053,1.24418,1.24418
AEN,0.294967,0.459833,1.12099,1.12099
AES,0.00227092,0.024127,0.628892,-1.5901
AF001548.1,0.0400969,0.12683,0.586018,-1.70643
AF001548.2,0.000364448,0.0085529,2.84075,2.84075
AF001550.1,0.143328,0.288108,1.14902,1.14902
AF015262.1,0.00557802,0.0380933,1.24142,1.24142
AF015720.1,0.00520384,0.0368263,1.24147,1.24147
AF038458.3,0.159945,0.309015,0.811831,-1.23178
AF052103,0.183842,0.338517,1.66961,1.66961
AF055024,0.197635,0.35476,1.29484,1.29484
AF056438,0.00432781,0.0349594,0.328068,-3.04815
AF064858.1,0.00375722,0.0323672,0.495015,-2.02014
AF064858.2,0.0102431,0.0543098,0.494695,-2.02145
AF064858.3,0.12747,0.267471,1.91123,1.91123
AF064860.1,0.165212,0.315595,1.16761,1.16761
AF064860.2,0.202517,0.360222,0.893589,-1.11908
AF067845.1,0.578122,0.712915,0.883988,-1.13124
AF067845.2,0.344813,0.507825,1.13028,1.13028
AF067845.4,0.305443,0.470503,1.34783,1.34783
AF067845.5,0.338206,0.501397,1.22522,1.22522
AF070541,0.804207,0.878607,1.07637,1.07637
AF070625,0.597984,0.729124,1.32254,1.32254
AF075011,0.00984405,0.0529712,1.28414,1.28414
AF079515,0.880579,0.928249,1.05906,1.05906
AF080092,0.44562,0.601315,1.294,1.294
AF086048,0.00514342,0.0368263,1.24199,1.24199
AF086184,0.355413,0.517712,1.33695,1.33695
AF088045,0.983699,0.989883,1.00553,1.00553
AF090102,0.879218,0.927295,0.959804,-1.04188
AF090939,0.0018536,0.0214748,0.331429,-3.01724
AF096876.1,0.805055,0.879137,1.05004,1.05004
AF099810.1,0.624113,0.749023,1.14133,1.14133
AF106564.1,0.0111764,0.0572595,0.648153,-1.54284
AF107885.2,0.0621064,0.167955,0.752967,-1.32808
AF111167.1,0.786442,0.86728,1.03528,1.03528
AF111167.2,0.019439,0.080826,1.4515,1.4515
AF111169.2,0.491253,0.640189,0.894189,-1.11833
AF111169.3,0.55184,0.690582,0.886313,-1.12827
AF117829.1,0.0262738,0.0973328,1.22686,1.22686
AF121898.1,0.000843905,0.0135804,1.41637,1.41637
AF123462.1,0.0100237,0.0535264,1.17721,1.17721
AF124730.1,0.0410752,0.128653,1.89514,1.89514
AF127577.1,0.0457868,0.137541,1.69693,1.69693
AF127577.2,0.8881,0.93315,0.979168,-1.02128
AF127577.3,0.000628883,0.0115198,3.56974,3.56974
AF127577.4,0.488555,0.637878,1.37636,1.37636
AF127577.5,0.919666,0.95142,1.00963,1.00963
AF127936.1,0.286464,0.451274,1.23585,1.23585
AF127936.2,0.122034,0.259762,1.43744,1.43744
AF129075.1,0.0790159,0.195793,1.16364,1.16364
AF129075.2,0.000250637,0.00690933,2.27352,2.27352
AF129408.1,0.343205,0.506512,0.751964,-1.32985
AF130359.1,0.176914,0.330528,1.28768,1.28768
AF130417.1,0.0973415,0.223943,1.17781,1.17781
AF131215.2,0.969915,0.98223,0.987987,-1.01216
AF131215.3,0.998707,0.999152,0.999417,-1.00058
AF131215.4,0.470074,0.622006,0.718724,-1.39135
AF131215.5,0.169467,0.321233,0.555636,-1.79974
AF131215.6,0.523512,0.667455,0.808502,-1.23685
AF131215.7,0.677745,0.790488,1.21593,1.21593
AF131216.1,0.0381874,0.1231,1.34862,1.34862
AF131216.3,0.156143,0.304567,1.32763,1.32763
AF131216.4,0.146902,0.292694,1.4216,1.4216
AF165147.1,0.236697,0.399147,0.731102,-1.3678
AF178030.1,0.232855,0.394877,1.30655,1.30655
AF181450.1,0.029009,0.103389,1.64978,1.64978
AF186192.1,0.0652441,0.173417,1.40036,1.40036
AF186192.3,0.249661,0.41296,0.754594,-1.32522
AF186192.5,0.863728,0.917391,0.958684,-1.0431
AF196972.1,0.0894532,0.212398,2.18615,2.18615
AF212831.1,0.155595,0.303907,1.24361,1.24361
AF213884.3,2.44E-06,0.000513627,3.68029,3.68029
AF230666.1,0.463703,0.616698,1.13602,1.13602
AF230666.2,0.0537305,0.152588,2.58944,2.58944
AF233439.1,0.0165996,0.0732056,2.99358,2.99358
AF235103.1,0.0615187,0.16696,1.40563,1.40563
AF240627.1,0.925905,0.955734,0.969521,-1.03144
AF241725.1,0.0424995,0.131363,1.61534,1.61534
AF241728.1,0.0122437,0.0607602,2.857,2.857
AF250324.1,0.000755611,0.01281,0.309067,-3.23554
AF274573.1,0.0166598,0.0733772,1.28069,1.28069
AF279873.3,0.0341345,0.114559,0.641871,-1.55795
AF279873.4,0.036123,0.118785,1.18747,1.18747
