Probeset ID,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
ACTG1,0.233205,0.413141,0.816066,-1.22539,0.0103236,0.178591,0.663794,-1.50649
ACTN1,0.798601,0.874114,1.05033,1.05033,0.392517,0.668472,0.853949,-1.17103
ACTN4,0.663715,0.790181,0.930834,-1.07431,0.127119,0.41204,0.782596,-1.2778
ACTR1A,0.224014,0.403405,1.14778,1.14778,0.5115,0.753675,0.93608,-1.06828
ACTR2,0.00778431,0.0423213,0.509982,-1.96086,0.121862,0.403251,0.642267,-1.55698
ACTR3,0.0406284,0.12997,0.719543,-1.38977,0.17605,0.466396,0.801939,-1.24698
ADAM10,0.0235012,0.0904578,0.657935,-1.51991,0.692295,0.860268,1.08804,1.08804
ADAM15,0.355448,0.535409,1.19853,1.19853,0.727763,0.877062,0.935871,-1.06852
ADAM19,0.953137,0.975713,1.01452,1.01452,0.183548,0.476819,0.733561,-1.36321
ADAM8,0.0569501,0.165113,1.43456,1.43456,0.203639,0.501425,1.2835,1.2835
ADAMTSL4,0.750606,0.842675,1.06632,1.06632,0.289558,0.586137,0.827788,-1.20804
ADAP1,0.0358729,0.119209,1.4542,1.4542,0.35405,0.642739,1.17123,1.17123
ADAR,0.0169349,0.0728733,1.44824,1.44824,0.508431,0.752487,1.09374,1.09374
ADAT1,0.132809,0.285944,0.75675,-1.32144,0.267988,0.569179,0.815122,-1.22681
ADCY3,0.0411892,0.130912,1.72014,1.72014,0.658976,0.842342,1.11221,1.11221
ADD1,0.410965,0.588405,0.889473,-1.12426,0.0536583,0.286269,0.768505,-1.30123
ADGRE1,0.405864,0.582965,1.16509,1.16509,0.106055,0.382406,1.38191,1.38191
ADGRE2,0.217589,0.397077,1.33285,1.33285,0.490954,0.742228,1.17401,1.17401
ADGRE5,0.689438,0.802809,1.05853,1.05853,0.451574,0.712426,1.12263,1.12263
ADGRG3,0.000839725,0.0105369,2.53078,2.53078,0.0276389,0.22579,1.82337,1.82337
ADI1,0.138849,0.294019,0.777555,-1.28608,0.0925445,0.360476,0.765507,-1.30632
ADIPOR1,0.519798,0.684266,0.747427,-1.33792,0.81578,0.922531,1.16079,1.16079
ADM,0.00032447,0.0058836,3.13501,3.13501,0.0437758,0.266293,1.76904,1.76904
ADPGK,0.0893512,0.221577,0.771622,-1.29597,0.552684,0.781997,0.908698,-1.10048
ADRM1,0.00774101,0.0421589,1.47527,1.47527,0.492717,0.743818,1.0895,1.0895
AFF1,0.0153349,0.0674694,0.596638,-1.67606,0.423139,0.694603,0.855235,-1.16927
AFF4,0.00780979,0.0423864,0.507738,-1.96952,0.275262,0.572991,0.734965,-1.36061
AFG3L2,0.0311638,0.108865,0.719961,-1.38896,0.0240829,0.217092,0.717039,-1.39462
AGAP2,0.169385,0.333769,1.20788,1.20788,0.840493,0.935448,0.974347,-1.02633
AGER,0.010202,0.0511242,1.40406,1.40406,7.28E-05,0.0456708,1.86577,1.86577
AGO1,0.0309744,0.108445,0.704724,-1.419,0.0489965,0.277621,0.715416,-1.39779
AGO2,0.0480972,0.146331,0.702059,-1.42438,0.927144,0.967071,0.980695,-1.01968
AGO3,0.027149,0.0991999,0.622229,-1.60712,0.856423,0.938524,0.955983,-1.04604
AGO4,0.00813184,0.0436808,0.502214,-1.99118,0.1104,0.386522,0.631815,-1.58274
AGPAT1,0.0302999,0.106727,1.43789,1.43789,0.683854,0.857669,0.941787,-1.06181
AGPAT4,0.137921,0.292931,1.30262,1.30262,0.169152,0.459818,1.29668,1.29668
AGTPBP1,0.000205055,0.00473413,0.446975,-2.23726,0.323091,0.61278,0.78525,-1.27348
AGTRAP,1.39E-05,0.00106031,2.68686,2.68686,0.00296974,0.134716,1.92258,1.92258
AHSA2P,0.00681008,0.0387651,0.573504,-1.74367,0.922779,0.964534,0.98044,-1.01995
AHSP,0.860087,0.914297,2.04232,2.04232,0.81125,0.920696,5.41152,5.41152
AIF1,9.20E-05,0.00294923,0.416676,-2.39995,0.0525374,0.28414,0.601324,-1.663
AIFM1,0.536526,0.69623,1.10352,1.10352,0.20746,0.506197,0.838983,-1.19192
AIFM2,0.0602026,0.170756,1.44189,1.44189,0.552015,0.781905,1.11375,1.11375
AIP,0.334047,0.518241,1.14838,1.14838,0.705751,0.866427,1.0501,1.0501
AK2,0.0592993,0.170038,0.756502,-1.32187,0.0181181,0.202157,0.715667,-1.3973
AKAP10,0.278099,0.45964,0.822124,-1.21636,0.557798,0.784859,1.12114,1.12114
AKAP13,0.0618754,0.172536,0.733992,-1.36241,0.0775756,0.335942,0.747227,-1.33828
AKAP8L,0.505334,0.670006,1.0846,1.0846,0.688839,0.858858,1.05119,1.05119
AKIRIN2,0.302045,0.484662,1.17513,1.17513,0.535488,0.772299,0.913169,-1.09509
AKNA,0.931113,0.959561,1.01455,1.01455,0.11241,0.38989,0.776152,-1.28841
AKR1A1,0.300205,0.482945,1.15794,1.15794,0.941941,0.97424,0.990238,-1.00986
AKR1B1,0.265112,0.445259,1.20255,1.20255,0.869788,0.943714,1.02675,1.02675
AKT1,0.344014,0.524889,0.858803,-1.16441,0.12906,0.415928,0.783326,-1.27661
AKT1S1,0.558708,0.713336,1.13153,1.13153,0.412933,0.686107,1.21056,1.21056
AKT2,0.636248,0.771217,1.06074,1.06074,0.174882,0.466103,0.858263,-1.16514
ALAS2,0.588569,0.738241,1.52084,1.52084,0.317247,0.611369,3.73715,3.73715
ALDH16A1,0.191612,0.362927,0.79868,-1.25207,0.163133,0.450053,0.777789,-1.2857
ALDH3A2,0.0114045,0.0553807,0.638768,-1.56551,0.0077514,0.174276,0.623205,-1.60461
ALDH3B1,0.403523,0.580933,1.1866,1.1866,0.0647008,0.311788,0.727055,-1.37541
ALDOA,0.0664352,0.180909,1.36222,1.36222,0.767912,0.895413,1.04225,1.04225
ALKBH5,0.862873,0.916949,1.02677,1.02677,0.165466,0.453458,0.817006,-1.22398
ALOX5,0.0706462,0.189255,1.38773,1.38773,0.377924,0.660104,1.17279,1.17279
ALOX5AP,1.37E-05,0.00106031,2.80264,2.80264,0.0146703,0.196003,1.66424,1.66424
ALPK1,0.221126,0.399811,1.25241,1.25241,0.240644,0.536532,1.24682,1.24682
ALPL,0.00223876,0.0198389,3.29199,3.29199,0.0534371,0.285665,2.00725,2.00725
AMFR,0.0212181,0.0847914,0.638932,-1.56511,0.0474637,0.27566,0.669092,-1.49456
AMPD3,0.00770339,0.042027,0.546674,-1.82924,0.0506397,0.280665,0.618479,-1.61687
ANAPC11,0.0516084,0.154039,1.37471,1.37471,0.259717,0.560339,1.20267,1.20267
ANAPC5,0.174229,0.340111,0.836211,-1.19587,0.251389,0.549936,0.857411,-1.1663
ANAPC7,0.132563,0.285774,0.828156,-1.2075,0.0186516,0.202157,0.762999,-1.31062
ANK1,0.912449,0.949371,0.864475,-1.15677,0.922136,0.964247,1.19542,1.19542
ANKLE2,0.166753,0.330243,0.805544,-1.2414,0.330551,0.617224,0.85379,-1.17125
ANKRD11,0.803474,0.875782,0.962473,-1.03899,0.727644,0.877062,0.947177,-1.05577
ANKRD13A,0.206743,0.382177,0.796326,-1.25577,0.252063,0.551026,0.810341,-1.23405
ANKRD13D,0.00513823,0.0326722,1.36323,1.36323,0.00211541,0.134716,1.43496,1.43496
ANKRD9,0.148972,0.307213,3.02645,3.02645,0.361548,0.647575,1.98191,1.98191
ANKZF1,0.318242,0.502681,0.890958,-1.12239,0.857829,0.938524,1.02136,1.02136
ANO10,0.00168974,0.0166689,1.75055,1.75055,0.014752,0.196003,1.56555,1.56555
ANP32A,0.368738,0.549777,0.889412,-1.12434,0.0408487,0.261484,0.785212,-1.27354
ANP32E,0.343176,0.524375,0.830783,-1.20368,0.708218,0.866701,0.922747,-1.08372
ANPEP,0.504281,0.669308,1.16582,1.16582,0.60672,0.811979,1.13085,1.13085
ANTXR2,0.0902332,0.222883,0.7179,-1.39295,0.367329,0.650851,0.814868,-1.22719
ANXA1,0.0181714,0.0763101,0.645567,-1.54903,0.886547,0.950734,1.03359,1.03359
ANXA11,0.285878,0.468106,1.17217,1.17217,0.881493,0.949877,1.02024,1.02024
ANXA2,0.286552,0.468917,1.20973,1.20973,0.125858,0.411578,0.786999,-1.27065
ANXA3,0.000362578,0.00628402,3.67804,3.67804,0.00692299,0.174276,2.75017,2.75017
ANXA4,0.53069,0.693368,1.1171,1.1171,0.381245,0.660268,0.864668,-1.15651
ANXA5,0.927931,0.958169,0.984246,-1.01601,0.0280197,0.225958,0.707746,-1.41294
ANXA6,0.334748,0.518571,0.844308,-1.1844,0.0188444,0.202157,0.676654,-1.47786
ANXA7,0.364382,0.544576,0.87823,-1.13865,0.0934581,0.361743,0.792618,-1.26164
AOAH,0.824433,0.890275,0.97102,-1.02984,0.586712,0.797868,0.928638,-1.07685
AP1B1,0.625999,0.765112,0.920972,-1.08581,0.0309303,0.235506,0.705212,-1.41801
AP1G2,0.36221,0.541846,1.09934,1.09934,0.363808,0.64771,1.10189,1.10189
AP1M1,0.199586,0.372828,0.822317,-1.21608,0.0175238,0.199899,0.712773,-1.40297
AP2B1,0.979124,0.985965,1.00344,1.00344,0.0807307,0.340053,0.806486,-1.23995
AP2M1,0.604922,0.749298,1.07998,1.07998,0.467384,0.723613,0.91306,-1.09522
AP2S1,0.368675,0.549777,1.16852,1.16852,0.610588,0.812473,1.0858,1.0858
AP3D1,0.390205,0.568808,0.874312,-1.14376,0.0299213,0.234106,0.720884,-1.38719
AP3S1,0.110607,0.255112,0.79033,-1.26529,0.75432,0.889161,1.04518,1.04518
AP4B1,0.270529,0.451169,0.828016,-1.20771,0.287037,0.58455,0.830619,-1.20392
AP5B1,0.00051859,0.00783281,1.91388,1.91388,0.130508,0.416483,1.29213,1.29213
AP5Z1,0.0611597,0.171419,1.24866,1.24866,0.3151,0.609413,1.12507,1.12507
APAF1,0.133561,0.286777,0.724994,-1.37932,0.826919,0.929211,0.949189,-1.05353
APBA3,0.0772034,0.19966,1.26953,1.26953,0.503629,0.750034,1.09501,1.09501
APBB1IP,0.0589501,0.169192,1.39649,1.39649,0.913632,0.960477,1.01791,1.01791
APBB3,0.00272739,0.021938,1.55803,1.55803,0.0146746,0.196003,1.44081,1.44081
APH1A,0.45849,0.630134,1.09853,1.09853,0.900531,0.957291,0.985612,-1.0146
APLP2,0.503665,0.669308,1.11491,1.11491,0.217408,0.514699,0.830235,-1.20448
APOBEC3A,0.0020456,0.0189581,1.95536,1.95536,0.197447,0.491581,1.27695,1.27695
APOBEC3C,0.240497,0.420067,1.22079,1.22079,0.434407,0.70244,0.883865,-1.13139
APOBR,0.00148725,0.0153977,1.88651,1.88651,0.417282,0.690146,1.14611,1.14611
APOL1,0.000117883,0.00330178,1.97862,1.97862,0.0698554,0.320844,1.3226,1.3226
APOL2,0.00119255,0.0131265,1.60107,1.60107,0.194383,0.489735,1.18411,1.18411
APOL6,0.00676525,0.0386568,1.59752,1.59752,0.0164523,0.19644,1.47959,1.47959
AQP9,0.0965971,0.23454,1.51356,1.51356,0.461547,0.719976,1.20169,1.20169
ARAF,0.114022,0.260706,1.20622,1.20622,0.902671,0.958591,1.013,1.013
ARAP1,0.354506,0.5344,0.860946,-1.16151,0.22495,0.523493,0.820874,-1.21821
ARAP2,0.0105409,0.0523207,0.555217,-1.8011,0.976056,0.991034,0.991805,-1.00826
ARAP3,0.400587,0.578823,0.833147,-1.20027,0.881441,0.949877,1.03887,1.03887
ARF1,0.151319,0.309646,1.20992,1.20992,0.425862,0.696885,0.912882,-1.09543
ARF3,0.149151,0.307213,0.789434,-1.26673,0.00390791,0.134716,0.645364,-1.54951
ARF5,0.553485,0.708608,1.07197,1.07197,0.656053,0.840403,1.04666,1.04666
ARFGAP1,0.192696,0.36442,1.17793,1.17793,0.761888,0.891748,1.03905,1.03905
ARFGAP2,0.740871,0.836313,0.958506,-1.04329,0.0220333,0.21202,0.766265,-1.30503
ARFGEF1,0.00274588,0.0220302,0.508533,-1.96644,0.226296,0.525456,0.731777,-1.36654
ARFRP1,0.107885,0.251696,1.21158,1.21158,0.44074,0.705118,1.09691,1.09691
ARHGAP1,0.219188,0.398794,0.811816,-1.23181,0.0233747,0.215367,0.68419,-1.46158
ARHGAP15,0.270968,0.451661,0.871846,-1.14699,0.524839,0.764252,1.0844,1.0844
ARHGAP25,0.342145,0.524375,0.855061,-1.16951,0.0675696,0.31684,0.748726,-1.3356
ARHGAP26,0.533845,0.695162,0.88988,-1.12375,0.694159,0.860541,0.92598,-1.07994
ARHGAP27,0.577159,0.728884,1.07971,1.07971,0.970032,0.987541,1.00492,1.00492
ARHGAP30,0.20878,0.385297,1.1674,1.1674,0.208837,0.506339,0.876663,-1.14069
ARHGAP4,0.239465,0.419559,1.13674,1.13674,0.110793,0.38675,1.2044,1.2044
ARHGAP45,0.0783966,0.201913,1.23801,1.23801,0.970856,0.987541,0.995928,-1.00409
ARHGAP9,0.0215609,0.0858269,1.41317,1.41317,0.0212549,0.211672,1.46283,1.46283
ARHGDIA,0.0608013,0.171419,1.34244,1.34244,0.594545,0.801499,0.931782,-1.07321
ARHGDIB,0.325661,0.510768,1.13847,1.13847,0.932334,0.968149,0.990888,-1.0092
ARHGEF1,0.344522,0.525154,0.88719,-1.12715,0.563351,0.787041,0.928529,-1.07697
ARHGEF18,0.0385531,0.12481,0.63615,-1.57196,0.0193184,0.204736,0.608289,-1.64396
ARHGEF2,0.506611,0.671131,0.914745,-1.0932,0.129022,0.415928,0.820028,-1.21947
ARHGEF40,0.756139,0.846844,0.942017,-1.06155,0.39595,0.67213,1.21464,1.21464
ARHGEF6,0.00270232,0.0217922,0.535369,-1.86787,0.016599,0.19644,0.592285,-1.68838
ARID1A,0.0111822,0.0544696,0.5365,-1.86393,0.0494161,0.277998,0.608508,-1.64336
ARID1B,0.0246491,0.093274,0.562237,-1.77861,0.0622613,0.306306,0.602851,-1.65879
ARID3A,0.251223,0.43112,1.20233,1.20233,0.772663,0.897388,1.04769,1.04769
ARID4B,0.459125,0.630594,0.863685,-1.15783,0.114393,0.391332,1.46071,1.46071
ARID5A,9.68E-06,0.000820528,2.08551,2.08551,0.00273186,0.134716,1.60421,1.60421
ARIH2,0.252001,0.431982,0.830875,-1.20355,0.684572,0.857971,0.934353,-1.07026
ARMC7,0.000271212,0.00559731,1.64273,1.64273,0.0926182,0.360476,1.22836,1.22836
ARMH3,0.337846,0.52132,0.865767,-1.15505,0.0815403,0.340149,0.772441,-1.2946
ARNT,0.0290805,0.103548,0.672468,-1.48706,0.0105988,0.179721,0.632006,-1.58226
ARPC1A,0.223097,0.402215,1.17035,1.17035,0.408944,0.682854,0.911081,-1.0976
ARPC1B,0.0598726,0.170463,1.29931,1.29931,0.355322,0.643486,1.12167,1.12167
ARPC2,0.276092,0.456803,0.875671,-1.14198,0.928296,0.967169,1.01126,1.01126
ARPC3,0.0649903,0.178139,0.77833,-1.2848,0.843356,0.935657,0.972631,-1.02814
ARPC4,0.0106458,0.0525919,1.42932,1.42932,0.00734748,0.174276,1.42753,1.42753
ARPC5,0.338978,0.522029,0.840978,-1.18909,0.325813,0.614966,0.832479,-1.20123
ARPP19,0.043611,0.136535,0.700032,-1.42851,0.63989,0.829648,0.913012,-1.09528
ARRB1,0.102881,0.243209,0.746162,-1.34019,0.00127843,0.133681,0.573647,-1.74323
ARRB2,0.0205856,0.0832178,1.39157,1.39157,0.0832243,0.343068,1.27212,1.27212
ARRDC1,0.253334,0.432848,1.14356,1.14356,0.279193,0.577724,1.13886,1.13886
ARRDC1-AS1,0.646442,0.776932,1.08108,1.08108,0.592215,0.800421,1.101,1.101
ARRDC3,0.12407,0.274481,0.671881,-1.48836,0.792654,0.909684,0.925954,-1.07997
ARSA,0.451203,0.62436,1.10652,1.10652,0.149004,0.434361,1.22973,1.22973
ARSG,0.243589,0.422041,0.783201,-1.27681,0.363692,0.64771,0.819347,-1.22048
ASAH1,0.336947,0.520691,0.857286,-1.16647,0.995391,0.997941,0.999035,-1.00097
ASAP1,0.0332156,0.112853,0.603963,-1.65573,0.116511,0.395599,0.68188,-1.46653
ASB16-AS1,0.0946211,0.230634,1.27397,1.27397,0.60192,0.808123,1.07712,1.07712
ASB6,0.848842,0.90776,1.028,1.028,0.467569,0.723613,0.904358,-1.10576
ASCC2,0.619595,0.760732,0.812594,-1.23063,0.785251,0.903767,1.16488,1.16488
ASGR1,0.977941,0.985481,0.994075,-1.00596,0.462266,0.720024,0.859145,-1.16395
ASH1L,0.0108807,0.0532493,0.554835,-1.80234,0.330117,0.61715,0.78187,-1.27899
ASH2L,0.733843,0.831071,0.95303,-1.04929,0.135436,0.423592,0.817361,-1.22345
ASMTL,0.633263,0.769622,1.0767,1.0767,0.939857,0.972772,1.01146,1.01146
ATAD3B,0.480143,0.648668,1.11795,1.11795,0.931313,0.967714,1.01455,1.01455
ATF4,0.25819,0.436627,1.12366,1.12366,0.0587988,0.297566,1.20404,1.20404
ATF6,0.794121,0.870729,1.03581,1.03581,0.612781,0.812473,1.07187,1.07187
ATF7IP,0.0699884,0.187974,0.766397,-1.30481,0.274187,0.571849,0.852503,-1.17302
ATG101,0.118066,0.266456,1.2671,1.2671,0.708703,0.866745,1.04949,1.04949
ATG12,0.03793,0.123686,0.685692,-1.45838,0.611323,0.812473,1.10764,1.10764
ATG13,0.842827,0.903914,0.974349,-1.02633,0.0499652,0.278898,0.795651,-1.25683
ATG16L2,0.326839,0.511368,0.865028,-1.15603,0.67284,0.850402,1.06761,1.06761
ATG3,0.0646424,0.177568,0.760749,-1.31449,0.693768,0.860541,0.941315,-1.06234
ATG4B,0.760354,0.849053,1.03832,1.03832,0.609687,0.812473,1.06648,1.06648
ATG7,0.217468,0.397077,1.15457,1.15457,0.706401,0.866427,0.959069,-1.04268
ATM,0.00180827,0.0172418,0.425729,-2.34891,0.314389,0.608789,0.725506,-1.37835
ATOX1,0.000125037,0.0034407,1.75957,1.75957,0.129687,0.415969,1.22411,1.22411
ATP10A,0.631027,0.769049,1.10187,1.10187,0.539157,0.774418,0.88783,-1.12634
ATP11A,0.0561621,0.164194,0.583519,-1.71374,0.224155,0.522029,0.697666,-1.43335
ATP11B,0.474306,0.643919,0.878505,-1.1383,0.155474,0.44388,1.3311,1.3311
ATP1A1,0.032507,0.111692,0.696928,-1.43487,0.0161201,0.196003,0.656214,-1.52389
ATP2A2,0.217732,0.397107,0.789699,-1.26631,0.14951,0.434361,0.764506,-1.30803
ATP2A3,0.758374,0.848136,1.0464,1.0464,0.515232,0.756333,0.908182,-1.1011
ATP2B4,0.12456,0.27479,0.724726,-1.37983,0.299756,0.59402,0.800575,-1.2491
ATP5F1A,0.988101,0.99196,0.997822,-1.00218,0.331103,0.617889,0.87515,-1.14266
ATP5F1B,0.502103,0.66875,1.10209,1.10209,0.318303,0.611369,0.875867,-1.14173
ATP5F1D,0.395424,0.57428,1.19075,1.19075,0.694863,0.860541,1.08133,1.08133
ATP5F1E,0.0512829,0.15336,0.607513,-1.64605,0.910725,0.959559,1.04198,1.04198
ATP5MC1,0.0031476,0.0239661,1.6553,1.6553,0.0271722,0.224905,1.44666,1.44666
ATP5MC2,0.922364,0.955883,1.0152,1.0152,0.778159,0.900106,1.04156,1.04156
ATP5ME,0.0990343,0.237516,0.713808,-1.40094,0.971176,0.987546,1.00938,1.00938
ATP5MF,0.477229,0.6466,1.10972,1.10972,0.104335,0.380148,1.30313,1.30313
ATP5MG,0.0266717,0.0984905,0.701528,-1.42546,0.359887,0.646223,1.21799,1.21799
ATP5MJ,0.000531107,0.00793373,0.498297,-2.00684,0.725228,0.875689,1.11749,1.11749
ATP5PO,0.0142956,0.0637913,0.634004,-1.57728,0.928324,0.967169,0.978459,-1.02202
ATP6AP1,0.352648,0.53288,1.1396,1.1396,0.649314,0.83685,0.942337,-1.06119
ATP6V0A1,0.00666159,0.0384144,1.43641,1.43641,0.0891315,0.357541,1.25727,1.25727
ATP6V0B,0.00172612,0.0167751,1.57026,1.57026,0.00525668,0.157989,1.51758,1.51758
ATP6V0D1,0.00623401,0.036792,1.55165,1.55165,0.571048,0.792333,1.08076,1.08076
ATP6V0E1,0.000909115,0.0110559,1.62968,1.62968,0.0104535,0.178591,1.44191,1.44191
ATP6V1A,0.00828978,0.0440763,0.484809,-2.06267,0.0667052,0.316094,0.574109,-1.74183
ATP6V1B2,0.426831,0.603672,0.873905,-1.14429,0.11706,0.396136,0.76807,-1.30197
ATP6V1C1,0.463107,0.634951,1.12318,1.12318,0.361821,0.647575,1.16138,1.16138
ATP6V1E1,0.860059,0.914297,0.974996,-1.02565,0.31762,0.611369,0.877362,-1.13978
ATP6V1F,0.148432,0.307145,1.2186,1.2186,0.215089,0.512326,1.16639,1.16639
ATP6V1G1,0.000589827,0.00845398,0.550017,-1.81813,0.87001,0.943714,1.03402,1.03402
ATP8B2,0.31106,0.494077,0.782319,-1.27825,0.176178,0.466396,0.715523,-1.39758
ATRAID,0.205807,0.381345,1.18577,1.18577,0.376456,0.659726,1.13222,1.13222
ATRX,0.098508,0.236797,0.643647,-1.55365,0.552094,0.781905,1.23348,1.23348
ATXN1,0.686635,0.801576,0.930247,-1.07498,0.794143,0.910204,1.04867,1.04867
ATXN3,0.115645,0.263517,0.807736,-1.23803,0.963484,0.983737,1.00648,1.00648
ATXN7,0.0437584,0.136662,0.613221,-1.63073,0.330525,0.617224,0.783497,-1.27633
ATXN7L1,0.292174,0.475389,0.827551,-1.20839,0.351013,0.640191,0.840807,-1.18933
ATXN7L3,0.563704,0.717379,1.0864,1.0864,0.592783,0.800844,0.929347,-1.07602
AUP1,0.123489,0.273771,1.19329,1.19329,0.139646,0.427385,1.18265,1.18265
AURKAIP1,0.000137429,0.00365351,1.77659,1.77659,0.00372312,0.134716,1.49738,1.49738
B2M,0.169152,0.33352,0.807777,-1.23797,0.290877,0.586428,1.22002,1.22002
B3GALT4,0.000319748,0.00586311,1.76926,1.76926,0.0232488,0.215367,1.40971,1.40971
B3GAT3,0.00925356,0.0477441,1.40372,1.40372,0.144987,0.430705,1.2044,1.2044
B3GNT8,0.000149916,0.00391906,2.25767,2.25767,0.0179301,0.201601,1.58799,1.58799
B4GALT7,0.537031,0.696431,1.10559,1.10559,0.43374,0.702086,1.14328,1.14328
BACH1,0.0273077,0.0996094,0.526964,-1.89766,0.329072,0.616567,0.724132,-1.38096
BAG6,0.352101,0.532309,0.845188,-1.18317,0.362023,0.647575,0.843902,-1.18497
BANF1,0.14553,0.303744,1.239,1.239,0.648279,0.836549,1.06269,1.06269
BANP,0.360934,0.540546,0.867732,-1.15243,0.910137,0.959559,0.98139,-1.01896
BAP1,0.497455,0.663484,1.08869,1.08869,0.270425,0.569727,0.886215,-1.12839
BASP1,0.0564665,0.164471,1.70902,1.70902,0.404522,0.68039,1.25276,1.25276
BAX,0.020111,0.0820392,1.38603,1.38603,0.203412,0.50126,1.1839,1.1839
BAZ1A,0.187347,0.356836,0.803615,-1.24438,0.176038,0.466396,1.28177,1.28177
BAZ1B,0.120285,0.270102,0.772221,-1.29497,0.0627603,0.307118,0.732157,-1.36583
BAZ2A,0.106706,0.250364,0.750591,-1.33228,0.0721582,0.325,0.734203,-1.36202
BCAP31,0.14067,0.297031,1.21864,1.21864,0.620192,0.815756,1.05749,1.05749
BCAS3,0.850898,0.908649,0.973274,-1.02746,0.0494178,0.277998,0.76541,-1.30649
BCKDK,0.172558,0.338189,1.26662,1.26662,0.695302,0.860541,0.942176,-1.06137
BCL11B,0.018994,0.0786071,0.529801,-1.8875,0.104302,0.380148,0.617045,-1.62063
BCL2L1,0.876378,0.924411,1.13762,1.13762,0.617624,0.81544,1.82619,1.82619
BCL2L13,0.139661,0.295426,0.774008,-1.29198,0.0116491,0.186869,0.655822,-1.5248
BCL3,0.00621044,0.0367588,1.90187,1.90187,0.589403,0.798837,1.11719,1.11719
