Probeset ID,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
CTDNEP1,0.534638,0.695162,1.08385,1.08385,0.190579,0.486448,0.861769,-1.1604
CTDP1,0.00957182,0.0489036,1.42318,1.42318,0.92969,0.967396,0.989658,-1.01045
CTDSP1,0.0471237,0.144081,1.29175,1.29175,0.231512,0.527077,1.15724,1.15724
CTNNA1,0.784026,0.865343,0.944808,-1.05842,0.121992,0.403255,0.735387,-1.35983
CTNNB1,0.0554315,0.162513,0.702115,-1.42427,0.139829,0.427528,0.753877,-1.32648
CTR9,0.124336,0.274679,0.772562,-1.29439,0.0586168,0.297566,0.723667,-1.38185
CTSA,0.0069422,0.0390569,1.79726,1.79726,0.771011,0.89655,1.05542,1.05542
CTSB,0.112555,0.258303,1.31632,1.31632,0.212153,0.508378,0.833519,-1.19973
CTSC,0.507284,0.671739,0.905976,-1.10378,0.899879,0.956922,1.02012,1.02012
CTSD,9.78E-05,0.00303845,2.50799,2.50799,0.300696,0.594381,1.21277,1.21277
CTSH,0.950402,0.973999,0.991134,-1.00895,0.571954,0.792333,0.926428,-1.07942
CTSS,0.000694303,0.00926821,0.542401,-1.84365,0.0924966,0.360476,0.737433,-1.35606
CTSW,0.966397,0.982827,1.01185,1.01185,0.939213,0.972772,0.977537,-1.02298
CTSZ,0.411502,0.588906,1.12633,1.12633,0.353435,0.642627,0.886053,-1.1286
CUEDC2,0.0448528,0.138898,1.34405,1.34405,0.371468,0.653925,1.12207,1.12207
CUL9,0.491765,0.658416,0.900263,-1.11079,0.591268,0.800176,0.916376,-1.09125
CUTA,0.142,0.299163,1.28115,1.28115,0.487887,0.740446,1.11714,1.11714
CUX1,0.700279,0.81002,0.939844,-1.06401,0.019889,0.2054,0.700044,-1.42848
CWF19L1,0.340372,0.523919,0.888366,-1.12566,0.827641,0.929578,0.974781,-1.02587
CXCL16,0.0176455,0.0748027,1.59489,1.59489,0.0964803,0.364447,1.40409,1.40409
CXCR1,0.0033247,0.025011,2.079,2.079,0.430197,0.699046,1.18359,1.18359
CXCR2,0.577153,0.728884,1.16068,1.16068,0.27691,0.575481,0.766104,-1.30531
CXCR4,0.36335,0.543294,0.858695,-1.16456,0.368441,0.651386,0.85278,-1.17264
CYB561A3,0.109176,0.253505,0.735798,-1.35907,0.0650359,0.31224,0.694013,-1.4409
CYB5R3,0.528346,0.691168,1.10762,1.10762,0.492646,0.743818,0.902627,-1.10788
CYB5R4,0.0158475,0.0694325,0.622133,-1.60737,0.61176,0.812473,0.894431,-1.11803
CYBA,6.19E-06,0.000626117,2.05503,2.05503,0.000563364,0.0942962,1.70007,1.70007
CYBB,0.00921202,0.0476867,0.577535,-1.7315,0.0205236,0.207936,0.618613,-1.61652
CYBC1,3.12E-07,0.000132588,1.97611,1.97611,0.000383274,0.0801553,1.58365,1.58365
CYFIP2,0.0491312,0.148404,0.711578,-1.40533,0.0707273,0.3239,0.72001,-1.38887
CYLD,0.00550514,0.0339285,0.602481,-1.6598,0.539148,0.774418,0.881385,-1.13458
CYP4F3,0.702879,0.810935,0.902939,-1.10749,0.960634,0.9832,0.985468,-1.01475
CYSTM1,0.000110506,0.00315142,3.68197,3.68197,0.00092075,0.111092,3.6166,3.6166
CYTH1,0.426594,0.603672,0.880238,-1.13606,0.363212,0.64771,0.86517,-1.15584
CYTH2,0.0332768,0.112853,1.2405,1.2405,0.0987206,0.369554,1.16355,1.16355
CYTH4,0.0321208,0.11085,1.33791,1.33791,0.249651,0.547699,1.15951,1.15951
CYTIP,0.78735,0.866637,1.0367,1.0367,0.483718,0.736971,0.913832,-1.09429
DAD1,0.00089357,0.0109497,1.53757,1.53757,0.0349857,0.248749,1.28204,1.28204
DAGLB,0.783787,0.865343,0.97272,-1.02804,0.138156,0.424897,0.867682,-1.1525
DAPK2,0.306997,0.49067,1.24832,1.24832,0.344829,0.631604,1.25862,1.25862
DAPK3,0.000205346,0.00473413,1.64465,1.64465,0.0207362,0.208761,1.29995,1.29995
DAZAP1,0.971798,0.983714,1.00545,1.00545,0.435034,0.702808,0.887504,-1.12676
DAZAP2,0.0332532,0.112853,0.658955,-1.51756,0.0119739,0.187058,0.609797,-1.63989
DBI,0.000463902,0.00739572,0.452031,-2.21224,0.545894,0.777335,0.828306,-1.20728
DBNL,0.706357,0.811961,1.04965,1.04965,0.296899,0.591278,0.883115,-1.13236
DCAF11,0.428288,0.605198,1.11883,1.11883,0.390199,0.665609,0.894464,-1.11799
DCAF12,0.875783,0.924387,0.863062,-1.15867,0.731411,0.877832,1.69043,1.69043
DCAF15,0.483146,0.650764,1.07976,1.07976,0.757746,0.890281,1.03428,1.03428
DCAF7,0.0768567,0.199091,0.721618,-1.38578,0.0516984,0.28254,0.692667,-1.44369
DCAF8,0.150301,0.308851,0.819442,-1.22034,0.708089,0.866701,0.945734,-1.05738
DCP1A,0.124992,0.27479,0.798394,-1.25252,0.989908,0.996475,0.997863,-1.00214
DCTN1,0.546973,0.704952,0.912396,-1.09602,0.0108394,0.180471,0.699689,-1.42921
DCTN3,0.0424287,0.134037,1.31762,1.31762,0.161501,0.449163,1.19672,1.19672
DCXR,0.00460152,0.0307489,1.63293,1.63293,0.0139763,0.196003,1.52052,1.52052
DDA1,0.0301368,0.106343,1.30519,1.30519,0.802857,0.916174,1.02894,1.02894
DDAH2,0.000188221,0.00449137,2.63048,2.63048,0.0168967,0.196594,1.81483,1.81483
DDRGK1,0.191702,0.362927,1.22383,1.22383,0.830037,0.929992,0.971429,-1.02941
DDX1,0.422471,0.599885,0.881945,-1.13386,0.460832,0.719976,0.892022,-1.12105
DDX17,0.128964,0.27978,0.723555,-1.38206,0.529177,0.767439,0.865459,-1.15546
DDX27,0.176192,0.342082,0.816945,-1.22407,0.0348424,0.248749,0.730948,-1.36809
DDX39A,0.254952,0.434193,1.18422,1.18422,0.637227,0.828421,1.07596,1.07596
DDX39B,0.251443,0.43126,0.818298,-1.22205,0.981863,0.992621,1.00419,1.00419
DDX3X,0.00460694,0.0307489,0.473896,-2.11017,0.302513,0.596846,0.722449,-1.38418
DDX41,0.166887,0.330299,1.20547,1.20547,0.891644,0.95198,0.984238,-1.01601
DDX46,0.0503273,0.150934,0.696023,-1.43673,0.0828228,0.342313,0.712741,-1.40304
DDX49,0.26514,0.445259,1.15775,1.15775,0.586338,0.797868,1.06904,1.06904
DDX5,0.0048132,0.0315028,0.600525,-1.66521,0.207496,0.506197,0.792827,-1.26131
DDX58,0.03586,0.119209,1.60216,1.60216,0.0406763,0.261479,1.47432,1.47432
DDX6,0.0357147,0.119188,0.650293,-1.53777,0.351653,0.640612,0.806359,-1.24014
DDX60L,0.344224,0.524954,1.21727,1.21727,0.00997425,0.178591,1.6706,1.6706
DEAF1,0.905007,0.943191,1.01694,1.01694,0.751936,0.888302,0.955119,-1.04699
DECR1,0.268927,0.449693,1.14131,1.14131,0.845816,0.935657,0.978724,-1.02174
DEDD,0.0907453,0.22362,1.2381,1.2381,0.883935,0.94995,0.983895,-1.01637
DEDD2,0.000304703,0.00569452,1.62045,1.62045,0.079602,0.339282,1.21893,1.21893
DEF6,0.142907,0.299866,1.20662,1.20662,0.489477,0.741424,0.928436,-1.07708
DENND10,0.290468,0.473596,0.845587,-1.18261,0.867287,0.942716,0.974313,-1.02636
DENND1A,0.985164,0.989897,1.00322,1.00322,0.0159735,0.196003,0.693141,-1.44271
DENND1C,0.138389,0.293496,1.20119,1.20119,0.444731,0.706749,1.10039,1.10039
DENND3,0.423864,0.601113,1.14522,1.14522,0.617468,0.81544,1.09104,1.09104
DENND4B,0.13774,0.292744,0.785139,-1.27366,0.0962303,0.364238,0.773269,-1.29321
DENND4C,0.00571254,0.0346559,0.512415,-1.95154,0.566036,0.788829,0.843384,-1.1857
DENND5A,0.152868,0.312206,0.756836,-1.32129,0.176189,0.466396,0.764062,-1.30879
DENND6B,0.271968,0.452828,0.792185,-1.26233,0.439821,0.705118,0.841804,-1.18792
DERL2,0.492761,0.659468,1.0952,1.0952,0.115239,0.393263,1.24787,1.24787
DFFA,0.682203,0.799965,0.936333,-1.068,0.355541,0.643486,0.861954,-1.16016
DGAT2,0.0244192,0.0927408,1.87179,1.87179,0.102761,0.378139,1.61975,1.61975
DGCR6L,0.444714,0.619308,1.15185,1.15185,0.591202,0.800176,1.1038,1.1038
DGKA,0.116944,0.264685,0.777259,-1.28657,0.292042,0.587643,0.832549,-1.20113
DGKD,0.226385,0.40581,0.80364,-1.24434,0.14363,0.429113,0.765904,-1.30565
DGKZ,0.121468,0.271981,1.23789,1.23789,0.405248,0.68039,1.12411,1.12411
DGLUCY,0.722049,0.823063,1.04773,1.04773,0.935405,0.970311,0.989715,-1.01039
DHPS,0.305634,0.48917,1.12996,1.12996,0.578751,0.795012,1.06447,1.06447
DHRS12,0.000121669,0.00337765,2.06367,2.06367,0.002701,0.134716,1.81779,1.81779
DHRS13,0.000109498,0.00315134,2.51008,2.51008,0.0308936,0.235506,1.59188,1.59188
DHRS7,0.0901832,0.222883,1.28585,1.28585,0.144049,0.429544,1.23693,1.23693
DHRS7B,0.00691212,0.0390569,1.52936,1.52936,0.290803,0.586428,1.16063,1.16063
DHRS9,2.74E-05,0.00152692,2.18073,2.18073,0.0143659,0.196003,1.47906,1.47906
DHRSX,0.23411,0.413748,1.18007,1.18007,0.0862258,0.351743,1.29268,1.29268
DHTKD1,0.918437,0.952689,1.01622,1.01622,0.996173,0.998082,1.00075,1.00075
DHX30,0.890961,0.93539,0.978685,-1.02178,0.145349,0.430744,0.800312,-1.24951
DHX34,0.00199321,0.0186648,1.76331,1.76331,0.0201285,0.20635,1.5529,1.5529
DHX58,0.00231795,0.0201998,2.29089,2.29089,0.38673,0.663378,1.18787,1.18787
DHX8,0.158003,0.319365,0.801603,-1.2475,0.00596153,0.165498,0.659783,-1.51565
DHX9,0.00636688,0.0373325,0.63784,-1.56779,0.0156073,0.196003,0.662636,-1.50912
DIAPH1,0.108424,0.252507,0.745132,-1.34204,0.00257882,0.134716,0.586626,-1.70466
DICER1,0.00585894,0.0350265,0.507145,-1.97182,0.409605,0.682854,0.807079,-1.23904
DIP2A,0.0117306,0.0560961,0.505176,-1.97951,0.193447,0.488976,0.702984,-1.42251
DIP2B,0.0325625,0.111753,0.638455,-1.56628,0.43167,0.70018,0.83252,-1.20117
DKC1,0.0462531,0.142149,0.667582,-1.49794,0.121148,0.403013,0.71146,-1.40556
DLGAP4,0.393161,0.572052,1.1144,1.1144,0.14325,0.428972,0.843228,-1.18592
DMTF1,0.0365438,0.120165,0.600404,-1.66555,0.728826,0.877332,0.909838,-1.0991
DMTN,0.815005,0.884653,1.14656,1.14656,0.484576,0.73792,1.76652,1.76652
DNAJA1,0.406485,0.58359,0.867916,-1.15219,0.90611,0.95932,0.978461,-1.02201
DNAJA2,0.15863,0.320026,0.815177,-1.22673,0.175947,0.466396,0.824625,-1.21267
DNAJB11,0.147565,0.305957,1.27815,1.27815,0.864701,0.941245,1.02892,1.02892
DNAJB2,0.726435,0.825944,1.08365,1.08365,0.433003,0.701617,1.22739,1.22739
DNAJB6,0.0417445,0.132409,0.702263,-1.42397,0.113167,0.389997,0.751081,-1.33141
DNAJC11,0.733436,0.831059,0.952999,-1.04932,0.219347,0.515812,0.833562,-1.19967
DNAJC3,0.122329,0.272934,0.74841,-1.33617,0.846414,0.935657,0.96067,-1.04094
DNAJC4,0.0209117,0.0837803,1.38067,1.38067,0.155532,0.44388,1.20399,1.20399
DNAJC5,0.611399,0.753619,1.07336,1.07336,0.33999,0.628611,0.878804,-1.13791
DNAJC7,0.70481,0.811796,1.04885,1.04885,0.483294,0.736971,0.919613,-1.08741
DNASE1,0.103195,0.243437,1.25326,1.25326,0.290084,0.586428,1.15549,1.15549
DNM2,0.126147,0.276324,1.2217,1.2217,0.688119,0.858588,0.953633,-1.04862
DNMT1,0.239592,0.419559,0.796445,-1.25558,0.0461841,0.27131,0.684278,-1.46139
DNMT3A,0.0465926,0.142735,0.696316,-1.43613,0.167997,0.457471,0.761311,-1.31352
DNTTIP2,0.0865342,0.218038,0.740008,-1.35134,0.303763,0.59801,0.822298,-1.2161
DOCK2,0.125241,0.274934,0.781624,-1.27939,0.0182731,0.202157,0.687801,-1.45391
DOCK5,0.00753469,0.0415401,0.501832,-1.9927,0.247426,0.544303,0.709599,-1.40925
DOCK8,0.0193842,0.0798111,0.594796,-1.68125,0.0606222,0.301381,0.656996,-1.52208
DOK1,0.030921,0.108379,1.35204,1.35204,0.324876,0.61374,1.12454,1.12454
DOK2,0.192739,0.36442,1.22185,1.22185,0.761998,0.891748,0.958991,-1.04276
DOK3,0.00109234,0.0124155,2.20107,2.20107,0.162383,0.450031,1.34638,1.34638
DOT1L,0.295977,0.478636,0.83713,-1.19456,0.109347,0.384983,0.758468,-1.31845
DPEP2,0.535775,0.695968,0.909163,-1.09991,0.608703,0.812473,1.09385,1.09385
DPEP3,0.4083,0.585659,0.816017,-1.22546,0.57026,0.792333,1.17947,1.17947
DPF2,0.784152,0.865343,1.03901,1.03901,0.171659,0.461831,0.834513,-1.1983
DPM2,0.426826,0.603672,1.35279,1.35279,0.182975,0.476343,1.97236,1.97236
DPP7,0.999538,0.999538,1.00008,1.00008,0.86207,0.940958,1.02706,1.02706
DPP9,0.317229,0.501334,1.15294,1.15294,0.738862,0.879392,0.954548,-1.04762
DR1,0.14469,0.302595,0.789594,-1.26647,0.542842,0.776161,0.899852,-1.11129
DRAP1,0.00034476,0.00607591,1.69605,1.69605,0.0591218,0.297566,1.27779,1.27779
DRG1,0.657786,0.785787,0.942088,-1.06147,0.303489,0.59801,0.87776,-1.13926
DRG2,0.805141,0.87711,0.963175,-1.03823,0.0799173,0.339703,0.784786,-1.27423
DROSHA,0.0585904,0.168622,0.682566,-1.46506,0.0336759,0.247404,0.646363,-1.54712
DSC2,0.0244341,0.0927408,0.288793,-3.46268,0.0549829,0.288913,0.315528,-3.16929
DTNBP1,0.0204237,0.0828838,1.34706,1.34706,0.323444,0.613051,1.11806,1.11806
DTX2,0.00255439,0.0210318,1.55209,1.55209,0.134885,0.423287,1.2295,1.2295
DUS3L,0.343069,0.524375,0.846375,-1.18151,0.319597,0.611369,0.833041,-1.20042
DUSP1,0.323201,0.508286,1.23533,1.23533,0.481751,0.736899,1.1733,1.1733
DUSP18,0.0504276,0.15109,1.32191,1.32191,0.377862,0.660104,1.12525,1.12525
DUSP22,0.17934,0.34621,0.83198,-1.20195,0.523121,0.762206,0.918674,-1.08852
DUSP3,0.395781,0.574532,1.16136,1.16136,0.461313,0.719976,0.88695,-1.12746
DUSP6,0.00370211,0.0268831,0.438768,-2.27911,0.0140143,0.196003,0.480367,-2.08174
DVL3,0.847559,0.907155,1.02687,1.02687,0.149096,0.434361,0.829508,-1.20553
DYM,0.0255555,0.0957796,0.741748,-1.34817,0.0482108,0.2775,0.773159,-1.29339
DYNC1H1,0.00652425,0.037831,0.645695,-1.54872,0.0140149,0.196003,0.668387,-1.49614
DYNC1LI2,0.0050287,0.0322598,0.545657,-1.83265,0.216682,0.514699,0.749937,-1.33345
DYNLL1,0.254693,0.433989,1.18848,1.18848,0.387615,0.664089,1.14564,1.14564
DYNLRB1,0.000597815,0.00845398,1.64547,1.64547,0.382626,0.661686,1.10199,1.10199
DYRK1A,0.005843,0.0350265,0.499822,-2.00071,0.210317,0.506731,0.700581,-1.42739
DYSF,0.00263105,0.0214379,2.08644,2.08644,0.142304,0.428031,1.38968,1.38968
E2F2,0.00915077,0.0476053,2.35417,2.35417,0.329412,0.616567,1.32592,1.32592
EBP,0.0281234,0.101173,1.40485,1.40485,0.0195211,0.205008,1.44697,1.44697
ECE1,0.0082604,0.0439947,1.73065,1.73065,0.286164,0.584059,1.23485,1.23485
ECH1,0.0745621,0.195316,1.33332,1.33332,0.620688,0.815756,0.937149,-1.06707
ECHDC2,0.238084,0.418179,1.22635,1.22635,0.595872,0.802943,1.09657,1.09657
ECPAS,0.0331908,0.112853,0.748133,-1.33666,0.104781,0.381321,0.800678,-1.24894
ECSIT,0.0713719,0.19031,1.47317,1.47317,0.147484,0.433447,1.38499,1.38499
EDF1,0.360996,0.540546,1.16079,1.16079,0.572856,0.792333,1.08452,1.08452
EED,0.0974078,0.235906,0.724473,-1.38031,0.317779,0.611369,0.815622,-1.22606
EEF1A1,1.90E-05,0.00135515,0.388178,-2.57614,0.619091,0.815756,0.882248,-1.13347
EEF1A1P5,3.90E-05,0.00175003,0.377458,-2.6493,0.440061,0.705118,0.800259,-1.24959
EEF1D,0.170162,0.33509,0.817604,-1.22309,0.25288,0.551275,1.20522,1.20522
EEF2,0.0128606,0.0590683,0.583938,-1.71251,0.0804871,0.340053,0.684821,-1.46023
EFCAB14,0.0124461,0.0585234,0.610938,-1.63683,0.0352439,0.24901,0.651516,-1.53488
EFHD2,0.000730518,0.00955897,1.57408,1.57408,0.0830313,0.342722,1.23345,1.23345
EFR3A,0.00301895,0.0233175,0.460404,-2.172,0.299168,0.59398,0.722222,-1.38462
EFTUD2,0.236966,0.41715,0.827308,-1.20874,0.00363032,0.134716,0.643485,-1.55404
EGLN1,0.0791599,0.203532,0.666246,-1.50095,0.480962,0.736899,0.82906,-1.20619
EHBP1L1,0.196235,0.368395,1.16615,1.16615,0.618867,0.815756,1.0565,1.0565
EHD1,0.027543,0.100118,1.43708,1.43708,0.709418,0.867111,0.947066,-1.05589
EHMT2,0.406744,0.583694,0.886495,-1.12804,0.0596938,0.298768,0.758821,-1.31783
EIF1,0.246714,0.425086,0.854837,-1.16981,0.3284,0.616567,0.888631,-1.12533
EIF1AD,0.239247,0.419559,0.838498,-1.19261,0.0269993,0.22471,0.728233,-1.37319
EIF1B,0.706344,0.811961,1.092,1.092,0.714321,0.868708,0.916224,-1.09144
EIF2AK1,0.663732,0.790181,1.13038,1.13038,0.689372,0.858938,1.13717,1.13717
EIF2AK2,0.000411803,0.00687141,2.30744,2.30744,0.00454316,0.143959,1.7869,1.7869
EIF2B1,0.0537693,0.159033,0.725655,-1.37806,0.0160358,0.196003,0.672479,-1.48704
EIF2B2,0.0275151,0.100118,1.34939,1.34939,0.364543,0.648284,1.11495,1.11495
EIF2B3,0.431908,0.608904,1.13705,1.13705,0.869792,0.943714,1.02677,1.02677
EIF2B4,0.670714,0.794378,1.05043,1.05043,0.873767,0.945174,1.01797,1.01797
EIF3A,0.0804801,0.206601,0.673579,-1.48461,0.0298927,0.234106,0.608617,-1.64307
EIF3D,0.0617754,0.17241,0.764017,-1.30887,0.0982785,0.368339,0.809162,-1.23585
EIF3E,2.61E-05,0.00152692,0.371289,-2.69332,0.184609,0.478221,0.696787,-1.43516
EIF3F,0.0260321,0.0969865,0.679157,-1.47241,0.294386,0.589712,0.829965,-1.20487
EIF3G,0.91347,0.949802,0.983272,-1.01701,0.961948,0.98329,0.993089,-1.00696
EIF3K,0.851713,0.909093,0.971497,-1.02934,0.461527,0.719976,1.12456,1.12456
EIF4A1P10,0.481423,0.64928,0.801797,-1.2472,0.256417,0.556617,0.701846,-1.42481
EIF4B,0.000420478,0.00689097,0.503639,-1.98555,0.134934,0.423287,0.73787,-1.35525
EIF4E2,0.656329,0.784942,0.948034,-1.05481,0.120552,0.402505,0.855008,-1.16958
EIF4E3,0.885386,0.931296,1.02484,1.02484,0.990444,0.996475,1.00207,1.00207
EIF4EBP1,0.83995,0.902621,1.04403,1.04403,0.939902,0.972772,1.01584,1.01584
EIF4EBP2,0.0460346,0.141997,0.713974,-1.40061,0.013057,0.194122,0.663139,-1.50798
EIF4G1,0.401135,0.578823,0.864497,-1.15674,0.0168376,0.196594,0.672011,-1.48807
EIF4H,0.146454,0.30466,0.794676,-1.25837,0.01156,0.186869,0.690522,-1.44818
EIF5A,0.0677662,0.183419,1.29204,1.29204,0.757586,0.890281,1.03925,1.03925
EIF6,0.250851,0.430716,1.17925,1.17925,0.877032,0.947181,0.981386,-1.01897
ELAC2,0.621675,0.762092,0.913747,-1.09439,0.118719,0.399164,0.752613,-1.3287
ELF4,0.296001,0.478636,1.17736,1.17736,0.300291,0.594381,0.861599,-1.16063
ELL,0.647851,0.777173,1.09615,1.09615,0.621171,0.816003,0.905435,-1.10444
ELMO1,0.398445,0.576799,0.866483,-1.15409,0.0197149,0.205008,0.68647,-1.45673
ELMO2,0.357919,0.537993,1.14828,1.14828,0.488214,0.740584,0.904927,-1.10506
ELOB,0.552709,0.70856,1.12811,1.12811,0.0836591,0.343506,1.53635,1.53635
ELOVL1,0.034727,0.116512,1.29563,1.29563,0.777246,0.900045,1.03096,1.03096
EMB,0.705179,0.811796,0.942772,-1.0607,0.434298,0.70244,1.14468,1.14468
EMC10,0.551839,0.707763,1.0907,1.0907,0.620182,0.815756,0.934358,-1.07025
EMC3,0.327237,0.511679,0.744662,-1.34289,0.722638,0.873306,1.14303,1.14303
EMC4,0.163534,0.326964,1.20146,1.20146,0.693885,0.860541,1.04738,1.04738
EMC7,0.0170944,0.0732585,1.37904,1.37904,0.188604,0.4827,1.17824,1.17824
EMILIN2,0.657661,0.785787,1.0941,1.0941,0.269198,0.569727,0.816191,-1.2252
EML3,0.495095,0.661556,0.909382,-1.09965,0.863719,0.941245,0.974002,-1.02669
EMP3,0.116708,0.264531,1.29404,1.29404,0.623054,0.817108,1.07105,1.07105
ENO1,0.639845,0.773187,1.08109,1.08109,0.0916018,0.358557,0.786495,-1.27146
ENSA,0.69093,0.803408,0.949495,-1.05319,0.654308,0.839566,1.05665,1.05665
ENTPD4,0.273442,0.454578,0.815366,-1.22644,0.510024,0.752487,0.880094,-1.13624
EP300,0.0125493,0.0585234,0.532192,-1.87902,0.116811,0.396136,0.67112,-1.49005
EP400,0.0168856,0.072761,0.562271,-1.7785,0.079758,0.339485,0.646373,-1.54709
EPB41,0.0667194,0.181525,0.573129,-1.74481,0.205924,0.504675,0.633798,-1.57779
EPB42,0.967924,0.983401,1.06392,1.06392,0.685365,0.858503,3.42445,3.42445
EPG5,0.0858744,0.216724,0.711469,-1.40554,0.4192,0.691029,0.850091,-1.17634
EPHB4,0.440483,0.615225,1.26423,1.26423,0.474268,0.730125,1.27632,1.27632
EPHB6,0.585559,0.735786,1.09166,1.09166,0.843152,0.935657,1.03427,1.03427
EPN1,0.0188476,0.0783111,1.40313,1.40313,0.770536,0.89655,1.03663,1.03663
EPS15,0.236228,0.416553,0.780014,-1.28203,0.386575,0.663378,0.824867,-1.21232
EPS15L1,0.825081,0.890361,1.03349,1.03349,0.483114,0.736971,0.902921,-1.10752
EPSTI1,2.90E-05,0.00152692,3.95485,3.95485,0.263464,0.5657,1.26306,1.26306
ERCC1,0.244735,0.423461,0.85351,-1.17163,0.295559,0.590552,0.862389,-1.15957
ERGIC1,0.534133,0.695162,1.12292,1.12292,0.891072,0.95198,0.975091,-1.02555
ERGIC3,0.799179,0.874136,0.967228,-1.03388,0.517599,0.757659,1.08657,1.08657
ERI1,0.954236,0.976074,1.00835,1.00835,0.498253,0.74536,1.10696,1.10696
ERI3,0.685471,0.801481,1.07001,1.07001,0.969492,0.987434,1.00648,1.00648
ERLIN2,0.0761056,0.198054,0.695614,-1.43758,0.142658,0.428246,0.738393,-1.35429
ERO1A,0.132639,0.285774,1.22798,1.22798,0.450611,0.711766,1.10784,1.10784
ERP29,0.84407,0.904629,1.02643,1.02643,0.508835,0.752487,0.929333,-1.07604
ERP44,0.216547,0.395867,1.17713,1.17713,0.823433,0.92651,1.02828,1.02828
ESYT2,0.00411939,0.028653,0.554258,-1.80421,0.119673,0.401083,0.692762,-1.4435
ETF1,0.124072,0.274481,0.791394,-1.26359,0.107548,0.383821,0.792678,-1.26155
ETFB,0.101256,0.240453,1.30849,1.30849,0.517643,0.757659,1.11521,1.11521
ETS1,0.00375921,0.027172,0.384366,-2.60169,0.0181208,0.202157,0.423076,-2.36364
ETS2,0.623173,0.763332,0.907773,-1.1016,0.7683,0.895413,0.940131,-1.06368
ETV6,0.599941,0.746215,1.07627,1.07627,0.556542,0.784662,0.925836,-1.0801
EVI2B,0.391279,0.570108,1.14399,1.14399,0.641907,0.830719,1.07739,1.07739
EVL,0.59383,0.741396,0.904022,-1.10617,0.544965,0.777335,0.884754,-1.13026
EWSR1,0.966535,0.982827,1.00485,1.00485,0.0363497,0.251021,0.802149,-1.24665
EXOC3,0.993551,0.995773,0.99913,-1.00087,0.341407,0.629625,0.909233,-1.09983
EXOC4,0.0214789,0.085675,0.659261,-1.51685,0.00666417,0.174276,0.601893,-1.66143
EXOC7,0.0621903,0.17326,1.23407,1.23407,0.735922,0.879392,0.966018,-1.03518
EXOSC1,0.370148,0.551093,1.10001,1.10001,0.24409,0.541138,1.13309,1.13309
EXOSC10,0.60039,0.746215,0.928475,-1.07704,0.0711063,0.324688,0.784001,-1.27551
EXOSC4,3.54E-05,0.00165734,3.25484,3.25484,0.00421922,0.139323,2.18044,2.18044
EZH1,0.966236,0.982827,0.994545,-1.00548,0.74639,0.88457,0.9608,-1.0408
EZR,0.0697167,0.187566,0.723324,-1.38251,0.00288002,0.134716,0.600238,-1.666
F13A1,0.5457,0.704038,0.736209,-1.35831,0.169957,0.460601,0.515998,-1.93799
FAAP100,0.253689,0.43297,1.21378,1.21378,0.91336,0.960477,0.982154,-1.01817
FADS2,0.593921,0.741396,0.672177,-1.4877,0.175968,0.466396,0.421241,-2.37394
FAH,0.0138275,0.0623233,1.66343,1.66343,0.0858498,0.351122,1.4401,1.4401
FAM104A,0.718962,0.821003,0.852391,-1.17317,0.894318,0.953595,1.08051,1.08051
FAM110A,0.583818,0.734927,0.910451,-1.09836,0.170045,0.460601,0.805346,-1.2417
FAM111A,0.00161822,0.0162909,0.550992,-1.81491,0.324874,0.61374,0.834207,-1.19874
FAM117A,0.78144,0.863994,0.91932,-1.08776,0.916804,0.9622,0.963678,-1.03769
FAM126B,0.0886742,0.221033,1.3493,1.3493,4.18E-05,0.032795,2.60017,2.60017
FAM13A-AS1,0.822389,0.889213,0.971254,-1.0296,0.0592126,0.297566,1.30569,1.30569
FAM13B,0.00219888,0.0196783,0.498372,-2.00653,0.13393,0.422673,0.683687,-1.46266
FAM157A,0.508169,0.67206,1.18713,1.18713,0.10035,0.3721,1.68671,1.68671
FAM157C,0.220855,0.399779,0.67031,-1.49185,0.463003,0.720813,0.779748,-1.28247
FAM160A2,0.281333,0.463598,1.17718,1.17718,0.510214,0.752487,1.10603,1.10603
FAM160B2,0.923444,0.956066,1.01598,1.01598,0.782932,0.902812,0.954321,-1.04787
FAM168B,0.024449,0.0927408,0.600138,-1.66628,0.141046,0.427771,0.685455,-1.45889
FAM174C,0.0069268,0.0390569,1.59455,1.59455,0.0346519,0.248749,1.42622,1.42622
FAM193B,0.195599,0.367643,1.17327,1.17327,0.0235581,0.215367,1.33348,1.33348
FAM210B,0.55083,0.707734,0.670811,-1.49073,0.731326,0.877832,1.4765,1.4765
FAM214B,0.800381,0.874657,0.948064,-1.05478,0.829372,0.929992,1.05567,1.05567
FAM32A,0.253917,0.43297,0.862332,-1.15965,0.493907,0.743843,0.921183,-1.08556
FAM3A,0.0634354,0.175512,1.27406,1.27406,0.0375377,0.254336,1.32558,1.32558
FAM50A,0.200096,0.37341,1.18158,1.18158,0.517368,0.757659,1.07949,1.07949
FAM53B,0.543043,0.702195,0.893622,-1.11904,0.166251,0.454295,0.774507,-1.29114
FAM53C,0.97379,0.98446,0.992824,-1.00723,0.356149,0.643486,0.819477,-1.22029
FAM78A,0.400871,0.578823,0.8709,-1.14824,0.164669,0.452335,0.797837,-1.25339
FAM98C,0.0364353,0.119934,1.32571,1.32571,0.0244835,0.218577,1.37752,1.37752
