Probeset ID,pval_critical_vs_noncritical,adj_pval_critical_vs_noncritical,ratio_critical_vs_noncritical,FC_critical_vs_noncritical
ESF1,0.311255,0.394566,0.867826,-1.1523
ESPL1,0.756988,0.809112,0.954779,-1.04736
ESPN,0.28005,0.361382,0.700679,-1.42719
ESR1,3.41E-06,2.94E-05,0.576161,-1.73563
ESR2,0.10028,0.153279,0.815883,-1.22567
ESRRA,0.152077,0.218133,1.09518,1.09518
ESS2,0.228072,0.305414,0.933975,-1.07069
ESYT1,4.60E-09,2.07E-07,0.543605,-1.83957
ESYT2,9.06E-09,3.34E-07,0.720932,-1.38709
ETAA1,0.0885892,0.138246,0.799562,-1.25068
ETF1,8.35E-05,0.00039763,1.22106,1.22106
ETFA,0.0213933,0.0420494,1.17934,1.17934
ETFB,0.969551,0.977508,0.998299,-1.0017
ETFBKMT,0.230903,0.308458,1.0867,1.0867
ETFDH,0.0673809,0.109973,1.09561,1.09561
ETFRF1,0.286402,0.368455,1.10974,1.10974
ETHE1,0.721834,0.779655,1.02853,1.02853
ETNK1,0.717862,0.77583,1.02252,1.02252
ETS1,1.96E-07,3.19E-06,0.60497,-1.65298
ETS2,7.90E-06,5.77E-05,1.98657,1.98657
ETV3,0.521048,0.601135,0.978152,-1.02234
ETV6,8.62E-06,6.21E-05,1.62362,1.62362
ETV7,0.0358311,0.0648007,2.06246,2.06246
EVA1B,0.00636591,0.0149711,1.38455,1.38455
EVA1C,3.74E-06,3.16E-05,0.663223,-1.50779
EVC,0.19593,0.269605,0.845521,-1.1827
EVC2,0.0295758,0.0552754,0.708301,-1.41183
EVI2A,0.00113194,0.00348778,1.96304,1.96304
EVI2B,3.46E-08,8.97E-07,1.65342,1.65342
EVI5,0.208917,0.284481,1.10596,1.10596
EVI5L,0.861042,0.894523,1.01572,1.01572
EVL,1.21E-07,2.24E-06,0.570373,-1.75324
EVPL,0.0340135,0.0621785,0.650926,-1.53627
EWSR1,0.0692703,0.112482,0.935215,-1.06927
EXD2,8.92E-07,1.03E-05,0.695106,-1.43863
EXD3,5.20E-05,0.000266925,0.685918,-1.4579
EXO1,0.543953,0.622614,0.906194,-1.10352
EXO5,0.100549,0.153608,0.871456,-1.1475
EXOC1,0.000439153,0.00157377,1.26292,1.26292
EXOC2,0.0116637,0.025177,0.871522,-1.14742
EXOC3,0.387242,0.472074,1.06019,1.06019
EXOC3-AS1,0.0324779,0.0598772,0.804408,-1.24315
EXOC3L1,0.00483646,0.0118391,2.26382,2.26382
EXOC4,0.00322968,0.00843909,0.900083,-1.11101
EXOC5,0.0559095,0.0941696,1.13442,1.13442
EXOC6,2.10E-08,6.10E-07,1.95348,1.95348
EXOC6B,0.00141585,0.00420397,0.759013,-1.3175
EXOC7,0.0263682,0.0501278,1.10997,1.10997
EXOC8,0.000501784,0.00176133,1.2275,1.2275
EXOG,1.62E-05,0.000103757,0.727841,-1.37393
EXOSC1,0.822489,0.863836,0.989299,-1.01082
EXOSC10,8.31E-08,1.68E-06,0.751411,-1.33083
EXOSC2,4.11E-06,3.40E-05,0.726198,-1.37703
EXOSC3,0.235271,0.31307,1.06061,1.06061
EXOSC4,1.76E-05,0.000110866,1.80718,1.80718
EXOSC5,3.11E-05,0.000176466,0.733843,-1.36269
EXOSC6,7.08E-07,8.57E-06,0.673871,-1.48396
EXOSC7,6.20E-08,1.35E-06,0.753702,-1.32679
EXOSC8,0.0743129,0.119168,0.854242,-1.17063
EXOSC9,0.0127933,0.0272593,0.833793,-1.19934
EXPH5,0.0408865,0.0723504,0.727041,-1.37544
EXT1,0.00133756,0.00400126,1.51416,1.51416
EXT2,0.118178,0.176012,0.933188,-1.0716
EXTL2,0.000706283,0.00235057,0.778027,-1.2853
EXTL3,0.255077,0.33438,1.11458,1.11458
EYA3,0.000136235,0.00059666,1.21138,1.21138
EYS,0.00278995,0.00744158,1.67138,1.67138
EZH1,0.169026,0.238427,1.06309,1.06309
EZH2,0.130388,0.19103,0.887478,-1.12679
EZR,0.00250753,0.00680576,0.826724,-1.20959
F11R,9.69E-05,0.000450717,1.4496,1.4496
F12,0.000225135,0.000902674,1.5682,1.5682
F13A1,0.106574,0.161405,1.37165,1.37165
F2R,0.986257,0.989837,1.00225,1.00225
F2RL1,0.00322546,0.00843266,1.64721,1.64721
F2RL3,0.202663,0.277198,1.28631,1.28631
F5,2.02E-08,5.99E-07,2.59415,2.59415
F8,0.0172909,0.0351689,1.3036,1.3036
F8A3,0.511078,0.591735,1.39063,1.39063
FAAH,1.63E-06,1.64E-05,0.557702,-1.79307
FAAH2,0.0283912,0.0534505,0.716848,-1.395
FAAP100,0.011358,0.0246357,0.809723,-1.23499
FAAP20,0.0554548,0.0935353,0.90329,-1.10706
FAAP24,0.00060584,0.00206849,0.71755,-1.39363
FABP2,0.051156,0.0872675,2.11706,2.11706
FABP5,0.972192,0.979689,0.99594,-1.00408
FABP5P9,0.0369973,0.0664833,0.731866,-1.36637
FADD,0.000167054,0.000706443,1.39779,1.39779
FADS1,0.0627534,0.10368,1.21167,1.21167
FADS2,0.904647,0.927953,1.0202,1.0202
FADS3,0.21155,0.28733,0.873863,-1.14434
FAF1,2.07E-07,3.33E-06,0.802048,-1.24681
FAF2,0.124474,0.183752,1.05525,1.05525
FAH,0.00200463,0.00562894,1.43549,1.43549
FAHD1,0.794224,0.840365,0.968283,-1.03276
FAHD2A,2.63E-08,7.22E-07,0.704384,-1.41968
FAHD2B,2.48E-06,2.29E-05,0.665014,-1.50373
FAHD2CP,1.27E-06,1.35E-05,0.563913,-1.77332
FAIM,0.00479421,0.0117497,0.80837,-1.23706
FAM102A,9.04E-06,6.46E-05,0.544359,-1.83702
FAM102B,0.0526324,0.0894888,1.12022,1.12022
FAM104A,0.985556,0.989204,0.997006,-1.003
FAM104B,0.373029,0.458205,1.14181,1.14181
FAM106A,0.553798,0.63192,1.12211,1.12211
FAM107B,0.0256743,0.0490161,1.1215,1.1215
FAM110A,0.928608,0.945447,0.990268,-1.00983
FAM110B,4.98E-10,4.77E-08,2.91172,2.91172
FAM110C,4.61E-05,0.000242312,0.493518,-2.02627
FAM111A,0.070119,0.113527,1.13495,1.13495
FAM111A-DT,3.65E-06,3.10E-05,0.711832,-1.40483
FAM111B,0.0250614,0.0480118,0.634444,-1.57618
FAM114A1,0.00334437,0.0086806,1.33463,1.33463
FAM114A2,0.0406596,0.0720199,1.11497,1.11497
FAM117A,0.175921,0.246533,0.807858,-1.23784
FAM117B,8.11E-05,0.000387663,0.719402,-1.39004
FAM118A,0.0215055,0.0422007,0.761579,-1.31306
FAM118B,0.242072,0.320459,1.07757,1.07757
FAM120A,0.00258907,0.00699929,1.16839,1.16839
FAM120AOS,2.58E-05,0.000150958,1.24987,1.24987
FAM120B,0.88297,0.91131,1.00872,1.00872
FAM120C,4.15E-06,3.42E-05,0.689972,-1.44934
FAM124B,0.228663,0.306062,0.859808,-1.16305
FAM126A,0.180003,0.251421,0.904611,-1.10545
FAM126B,3.77E-10,3.98E-08,2.19453,2.19453
FAM131A,0.0422734,0.0744198,1.17717,1.17717
FAM131B,0.671775,0.736882,0.958744,-1.04303
FAM133B,0.639544,0.708665,1.02945,1.02945
FAM133DP,0.155334,0.222255,0.809125,-1.2359
FAM135A,0.00633175,0.0149072,0.76018,-1.31548
FAM136A,0.000539965,0.00187475,0.793788,-1.25978
FAM13A,0.522164,0.602133,1.0383,1.0383
FAM13A-AS1,0.00289447,0.00768757,1.28567,1.28567
FAM13B,0.00761016,0.0174658,1.1102,1.1102
FAM149B1,4.40E-07,5.92E-06,1.25459,1.25459
FAM151B,2.22E-11,7.12E-09,2.26676,2.26676
FAM153A,0.0148848,0.0310529,0.651721,-1.5344
FAM153B,0.0557578,0.0939582,0.698308,-1.43203
FAM156A,0.470007,0.55299,0.955024,-1.04709
FAM156B,0.038938,0.0694755,0.826052,-1.21058
FAM157A,4.26E-07,5.79E-06,2.59301,2.59301
FAM157B,1.96E-05,0.000120613,1.95059,1.95059
FAM157C,5.57E-06,4.38E-05,1.9905,1.9905
FAM160A1,0.122001,0.180658,1.30742,1.30742
FAM160A2,1.87E-05,0.000116275,1.60574,1.60574
FAM160B1,7.22E-12,3.58E-09,2.07012,2.07012
FAM160B2,0.00272463,0.00730533,0.748789,-1.33549
FAM161A,0.0686541,0.111683,0.801444,-1.24775
FAM161B,0.00120286,0.00366234,0.812363,-1.23098
FAM162A,0.00238486,0.00651234,0.826151,-1.21043
FAM168A,0.406515,0.490741,1.06426,1.06426
FAM168B,0.000286347,0.00110318,0.810858,-1.23326
FAM169A,0.00888731,0.0199479,0.678415,-1.47402
FAM171A1,0.000649668,0.00219364,0.660142,-1.51483
FAM171B,0.0658176,0.107936,0.746502,-1.33958
FAM172A,0.000141974,0.000618029,1.31051,1.31051
FAM174A,0.744415,0.799001,1.03024,1.03024
FAM174B,0.000288634,0.00110957,1.53741,1.53741
FAM174C,0.000309585,0.00117749,0.81858,-1.22163
FAM177A1,5.66E-07,7.17E-06,1.47516,1.47516
FAM177B,0.0229369,0.0444878,0.660042,-1.51505
FAM184A,0.873506,0.903943,1.02545,1.02545
FAM185A,2.16E-06,2.05E-05,0.759527,-1.31661
FAM185BP,0.123721,0.182808,0.874126,-1.144
FAM189B,0.0589736,0.0983966,1.25997,1.25997
FAM192BP,0.0107657,0.0235606,1.41174,1.41174
FAM193A,0.299739,0.382429,1.07859,1.07859
FAM193B,0.507618,0.588665,1.06363,1.06363
FAM198B-AS1,0.044351,0.0774607,1.4022,1.4022
FAM199X,0.000667439,0.00224521,1.13224,1.13224
FAM200A,0.406395,0.490741,0.93219,-1.07274
FAM200B,4.22E-05,0.000225437,1.612,1.612
FAM201A,0.810252,0.853166,0.963131,-1.03828
FAM204A,0.643308,0.711464,0.974401,-1.02627
FAM204BP,0.499073,0.580724,1.08778,1.08778
FAM207A,0.117778,0.175588,0.908655,-1.10053
FAM209A,0.0242841,0.0466969,1.37776,1.37776
FAM20A,3.23E-11,8.20E-09,6.55901,6.55901
FAM20B,0.678452,0.742449,1.03844,1.03844
FAM20C,0.0971697,0.149142,1.26589,1.26589
FAM210A,0.00452838,0.0111975,0.829507,-1.20554
FAM210B,0.915895,0.93595,0.970196,-1.03072
FAM214A,0.0152491,0.031652,0.876487,-1.14092
FAM214B,0.298802,0.381469,1.13522,1.13522
FAM215B,0.16603,0.235102,0.731073,-1.36785
FAM216A,0.00957301,0.0212428,0.801577,-1.24754
FAM217B,0.0110514,0.0240869,1.23975,1.23975
FAM218A,0.00794789,0.0181281,0.628772,-1.5904
FAM219A,0.0453777,0.0790042,1.23764,1.23764
FAM219B,0.30637,0.38961,0.96274,-1.0387
FAM21EP,0.728294,0.784745,1.05723,1.05723
FAM21FP,0.00834405,0.0189146,1.43264,1.43264
FAM220A,0.952049,0.96419,0.997261,-1.00275
FAM221A,0.0439427,0.0768878,0.855247,-1.16925
FAM222B,0.153652,0.220141,1.19048,1.19048
FAM225A,0.0783875,0.12464,1.58251,1.58251
FAM226B,0.000550999,0.00190845,0.641819,-1.55807
FAM227B,0.00040821,0.00148547,0.691554,-1.44602
FAM228B,1.11E-06,1.22E-05,1.4541,1.4541
FAM229A,0.991845,0.994335,0.99884,-1.00116
FAM234A,0.623342,0.694675,0.959033,-1.04272
FAM234B,0.0907116,0.140824,0.87761,-1.13946
FAM241A,1.17E-05,7.94E-05,1.51709,1.51709
FAM24B,0.000451744,0.00161006,0.691731,-1.44565
FAM27E3,0.000162502,0.000690044,1.62318,1.62318
FAM30A,0.00118269,0.0036178,0.661556,-1.51159
FAM32A,6.61E-05,0.000326584,1.25266,1.25266
FAM3A,0.917456,0.937145,1.00615,1.00615
FAM3B,0.37981,0.464604,1.393,1.393
FAM3C,0.00065893,0.00221906,0.720269,-1.38837
FAM41C,1.04E-06,1.16E-05,2.14781,2.14781
FAM43A,0.00912668,0.0204087,0.800961,-1.2485
FAM47E-STBD1,0.114715,0.17178,1.75392,1.75392
FAM50A,0.856113,0.890756,1.01041,1.01041
FAM50B,6.23E-05,0.000311262,0.696196,-1.43638
FAM53A,0.00145925,0.00431501,0.634674,-1.57561
FAM53B,4.92E-06,3.94E-05,0.708376,-1.41168
FAM53C,1.32E-05,8.78E-05,1.731,1.731
FAM66B,0.00136576,0.00407629,0.658602,-1.51837
FAM66C,6.95E-05,0.000340607,0.645855,-1.54833
FAM72A,0.158064,0.225465,1.12438,1.12438
FAM72B,0.41702,0.501191,1.1085,1.1085
FAM72C,0.61697,0.688695,1.12052,1.12052
FAM72D,0.294493,0.376739,1.16386,1.16386
FAM76A,0.230476,0.308145,0.9363,-1.06803
FAM76B,0.110898,0.167018,1.14467,1.14467
FAM78A,3.03E-05,0.000172767,0.754906,-1.32467
FAM83D,0.807822,0.851266,0.967991,-1.03307
FAM83F,0.905856,0.928663,0.980011,-1.0204
FAM83G,0.0271367,0.0513714,0.778707,-1.28418
FAM83H,0.382856,0.46767,0.906603,-1.10302
FAM86B3P,0.000919485,0.00291694,0.605444,-1.65168
FAM86C1P,0.00268373,0.00722125,0.725903,-1.3776
FAM86DP,5.77E-08,1.28E-06,0.635564,-1.57341
FAM86EP,0.0506781,0.0866167,0.752476,-1.32895
FAM89A,2.95E-05,0.000169086,2.0928,2.0928
FAM89B,0.0108591,0.0237218,1.22751,1.22751
FAM8A1,4.87E-08,1.15E-06,2.00492,2.00492
FAM91A1,0.000429668,0.00154633,1.20443,1.20443
FAM91A3P,0.0371732,0.0667243,1.35615,1.35615
FAM95B1,0.310244,0.393631,1.31987,1.31987
FAM98A,0.0187357,0.0376285,0.866128,-1.15456
FAM98B,0.0233488,0.0451657,0.820766,-1.21837
FAM98C,0.251988,0.331267,0.938094,-1.06599
FAN1,0.000477228,0.00168667,0.749568,-1.3341
FANCA,0.0887127,0.138348,1.2683,1.2683
FANCB,0.0495768,0.0851496,1.23669,1.23669
FANCC,2.85E-06,2.54E-05,0.732418,-1.36534
FANCD2,0.00130939,0.0039309,0.816941,-1.22408
FANCE,0.00221753,0.00613213,0.810724,-1.23347
FANCF,0.00323431,0.00844628,0.816609,-1.22458
FANCG,0.000570576,0.00196772,0.750913,-1.33171
FANCI,0.0318582,0.0589431,0.805828,-1.24096
FANCL,0.880088,0.909237,1.01557,1.01557
FANCM,0.039081,0.0696961,0.823963,-1.21365
FAP,8.73E-07,1.01E-05,4.35586,4.35586
FAR1,3.51E-08,9.02E-07,1.72392,1.72392
FAR2,4.37E-05,0.00023173,1.72174,1.72174
FAR2P2,0.0180995,0.0365345,0.602386,-1.66006
FARP2,0.000100628,0.000465406,0.766656,-1.30437
FARS2,4.07E-09,1.92E-07,0.648674,-1.54161
FARSA,0.000187196,0.000774317,0.774914,-1.29047
FARSB,0.00877978,0.0197266,0.844439,-1.18422
FAS,5.06E-08,1.18E-06,1.99913,1.99913
FASLG,7.85E-06,5.74E-05,0.496464,-2.01424
FASN,0.12104,0.17953,0.793681,-1.25995
FASTK,0.0498999,0.0855715,0.870275,-1.14906
FASTKD1,0.232344,0.309921,0.898714,-1.1127
FASTKD2,0.0103822,0.0228187,0.814986,-1.22701
FASTKD3,0.106522,0.161344,1.097,1.097
FASTKD5,0.00385459,0.00978383,1.10907,1.10907
FAT1,0.750449,0.803856,1.09276,1.09276
FAT4,9.07E-07,1.05E-05,0.392718,-2.54636
FAU,0.424161,0.508244,1.07244,1.07244
FAXDC2,0.980448,0.985384,0.994185,-1.00585
FBF1,0.00872859,0.0196253,0.770153,-1.29844
FBH1,0.0304532,0.0566939,1.1043,1.1043
FBL,1.61E-06,1.63E-05,0.642177,-1.5572
FBLN2,1.95E-05,0.000120147,0.505698,-1.97747
FBLN5,0.0020539,0.00573925,0.633317,-1.57899
FBLN7,4.73E-05,0.000246902,0.570502,-1.75284
FBN1,0.475263,0.557941,1.15187,1.15187
FBN2,0.0193333,0.0386559,1.50205,1.50205
FBP1,0.0639681,0.105408,0.81592,-1.22561
FBRS,0.00305161,0.00803847,1.28149,1.28149
FBRSL1,0.0995338,0.152315,0.843028,-1.1862
FBXL12,0.23014,0.307781,0.937882,-1.06623
FBXL13,6.29E-06,4.83E-05,1.9956,1.9956
FBXL14,7.91E-05,0.000379956,0.772536,-1.29444
FBXL15,0.365056,0.449989,0.955254,-1.04684
FBXL16,0.0236066,0.0455771,0.724973,-1.37936
FBXL17,0.217556,0.293767,0.93153,-1.0735
FBXL18,0.909954,0.931336,1.01079,1.01079
FBXL19,0.011547,0.0249627,1.22899,1.22899
FBXL19-AS1,0.000146686,0.000634699,1.37766,1.37766
FBXL20,0.00591176,0.0140618,1.2378,1.2378
FBXL3,1.15E-06,1.25E-05,1.36049,1.36049
FBXL4,0.000241421,0.0009565,1.22159,1.22159
FBXL5,3.24E-10,3.76E-08,2.25388,2.25388
FBXL6,0.000299829,0.00114529,0.792414,-1.26197
FBXL8,0.0174796,0.0354598,0.830996,-1.20338
FBXO10,0.0685667,0.111566,0.776551,-1.28775
FBXO11,4.48E-08,1.08E-06,1.39439,1.39439
FBXO2,0.641102,0.709853,0.931333,-1.07373
FBXO21,6.88E-08,1.47E-06,0.685629,-1.45851
FBXO22,0.258151,0.337671,0.929511,-1.07583
FBXO25,8.64E-08,1.73E-06,0.685144,-1.45955
FBXO28,0.326249,0.410216,1.04645,1.04645
FBXO3,0.0483992,0.0835563,1.10405,1.10405
FBXO30,1.19E-05,8.03E-05,1.52746,1.52746
FBXO30-DT,0.000288534,0.00110952,0.75285,-1.32829
FBXO31,6.41E-06,4.91E-05,0.632344,-1.58142
FBXO32,4.75E-05,0.000247823,0.636561,-1.57094
FBXO33,9.86E-05,0.000456828,1.24859,1.24859
FBXO34,0.0165908,0.0340045,1.15866,1.15866
FBXO38,5.47E-05,0.000277785,1.35939,1.35939
FBXO39,0.00110066,0.00340382,3.21332,3.21332
FBXO4,0.0135126,0.0286263,0.755601,-1.32345
FBXO41,0.126121,0.185796,0.819135,-1.2208
FBXO42,0.966991,0.975752,1.00181,1.00181
FBXO44,0.0582118,0.0973402,0.84096,-1.18912
FBXO45,0.484593,0.566996,0.948427,-1.05438
FBXO46,0.899789,0.924355,1.01237,1.01237
FBXO48,0.553774,0.63192,1.03651,1.03651
FBXO5,0.151729,0.217682,0.858009,-1.16549
FBXO6,4.52E-05,0.000238329,2.19632,2.19632
FBXO7,0.422418,0.506588,0.850056,-1.17639
FBXO8,0.0124339,0.0266038,1.16037,1.16037
FBXO9,0.000758606,0.00248614,1.44693,1.44693
FBXW11,0.0374666,0.0671502,1.07965,1.07965
FBXW2,0.00123028,0.0037308,1.25643,1.25643
FBXW4,0.374769,0.460067,0.941791,-1.06181
FBXW4P1,0.00278899,0.00744042,0.735714,-1.35922
FBXW5,0.386671,0.471537,1.04703,1.04703
FBXW7,0.331214,0.41518,1.03509,1.03509
FBXW8,1.59E-05,0.000102361,0.663663,-1.50679
FBXW9,0.000340934,0.00127653,0.712047,-1.4044
FCAR,3.77E-10,3.98E-08,3.09345,3.09345
FCER1A,0.0230702,0.0447217,0.510321,-1.95955
FCER1G,1.59E-09,1.05E-07,2.56983,2.56983
FCER2,0.00152987,0.00449149,0.554935,-1.80201
FCF1,0.827512,0.867756,1.01448,1.01448
FCF1P2,0.627988,0.699257,1.03844,1.03844
FCGBP,1.21E-06,1.31E-05,0.417324,-2.39622
FCGR1A,4.60E-10,4.58E-08,4.37058,4.37058
FCGR1B,5.69E-09,2.44E-07,3.69281,3.69281
FCGR1CP,5.96E-08,1.31E-06,4.35382,4.35382
FCGR2A,3.26E-06,2.83E-05,2.11917,2.11917
FCGR2B,0.283404,0.365153,1.12243,1.12243
FCGR2C,0.248106,0.327122,0.836498,-1.19546
FCGR3A,0.615382,0.687671,1.10715,1.10715
FCGR3B,0.000249373,0.000982669,2.01531,2.01531
FCGRT,0.398585,0.483196,0.914672,-1.09329
FCHO1,0.0579724,0.0970301,0.871771,-1.14709
FCHO2,0.000450237,0.00160694,1.43566,1.43566
FCHSD1,0.344036,0.428636,1.07881,1.07881
FCHSD2,0.040111,0.071259,1.1702,1.1702
FCMR,2.17E-05,0.000130878,0.576308,-1.73518
FCN1,0.166603,0.235681,1.17245,1.17245
FCRL1,0.352861,0.437356,0.886302,-1.12828
FCRL2,0.185576,0.25807,0.812644,-1.23055
FCRL3,4.99E-06,3.98E-05,0.487964,-2.04933
FCRL5,0.138559,0.201217,0.71899,-1.39084
FCRL6,1.18E-05,7.97E-05,0.396769,-2.52036
FCRLA,0.0162495,0.0334102,0.611965,-1.63408
FCRLB,0.0555877,0.0937264,0.786431,-1.27157
FCSK,0.129113,0.189375,0.881533,-1.13439
FDFT1,0.0574776,0.0963929,1.10947,1.10947
FDPS,0.65723,0.724299,1.02257,1.02257
FDX1,0.0113066,0.0245489,0.830645,-1.20388
FDX2,0.00126179,0.00381016,0.795884,-1.25646
FDXACB1,1.73E-05,0.000109654,0.771105,-1.29684
FDXR,0.0523631,0.0891151,0.848278,-1.17886
FECH,0.47973,0.562313,0.809393,-1.23549
FEM1A,0.029038,0.0543905,0.88245,-1.13321
FEM1B,0.0904456,0.140472,1.08836,1.08836
FEM1C,6.63E-09,2.67E-07,1.66089,1.66089
FEN1,0.017017,0.0347052,0.755919,-1.32289
FER,0.169158,0.238591,0.913914,-1.09419
FER1L4,0.293723,0.376022,0.772711,-1.29415
FERMT3,8.33E-07,9.78E-06,1.71439,1.71439
FES,0.000302424,0.00115398,1.44567,1.44567
FEZ1,0.000109372,0.000498769,0.507324,-1.97113
FEZ2,6.25E-05,0.000311695,1.24767,1.24767
FFAR2,2.92E-07,4.38E-06,2.57596,2.57596
FFAR3,8.47E-08,1.70E-06,5.60848,5.60848
FGD2,0.17114,0.240843,0.877346,-1.1398
FGD3,0.0252701,0.0483664,1.2233,1.2233
FGD4,8.38E-07,9.83E-06,1.81482,1.81482
FGD5-AS1,0.00543581,0.0130821,1.12941,1.12941
FGD6,0.207681,0.283118,0.850479,-1.17581
FGF13,1.45E-06,1.49E-05,3.71295,3.71295
FGF2,0.000985994,0.00309401,1.94851,1.94851
FGF7P6,0.685534,0.748547,0.946471,-1.05656
FGFBP2,3.74E-06,3.16E-05,0.373639,-2.67638
FGFBP3,3.63E-06,3.09E-05,0.619051,-1.61538
FGFR1,0.0478549,0.0827294,0.770211,-1.29835
FGFR1OP2,6.37E-06,4.88E-05,1.56047,1.56047
FGFR2,6.35E-05,0.000315907,0.336028,-2.97594
FGFRL1,0.0227747,0.0442443,0.788697,-1.26791
FGGY,0.00300502,0.0079401,1.31631,1.31631
FGL2,0.862849,0.895578,1.01785,1.01785
FGR,1.38E-07,2.47E-06,1.87661,1.87661
FH,0.00024772,0.000977954,0.804057,-1.24369
FHDC1,1.37E-05,9.06E-05,2.08694,2.08694
FHIT,0.00408261,0.0102647,0.731381,-1.36728
FHL1,0.705112,0.764696,1.08007,1.08007
FHL2,0.0565174,0.0950486,1.50298,1.50298
FHL3,0.700172,0.760543,1.04989,1.04989
FHOD1,0.0815619,0.128928,1.19589,1.19589
FIBP,0.0525526,0.0893848,0.900355,-1.11067
FICD,0.0693954,0.112609,0.882464,-1.13319
FIG4,1.66E-05,0.000105839,1.32697,1.32697
FIGNL1,0.00702631,0.0162818,0.786869,-1.27086
FIP1L1,0.0284951,0.053611,0.909326,-1.09972
FIRRE,0.477312,0.559935,1.10149,1.10149
FIS1,0.697806,0.758547,0.93671,-1.06757
FITM1,0.0798158,0.126578,1.22317,1.22317
FITM2,1.55E-07,2.69E-06,0.634215,-1.57675
FIZ1,0.559732,0.637274,0.964119,-1.03722
FKBP11,0.66291,0.729495,1.04386,1.04386
FKBP14,0.0338169,0.0618586,0.814287,-1.22807
FKBP15,4.25E-06,3.48E-05,1.3575,1.3575
FKBP1A,0.00381881,0.00970674,1.32287,1.32287
FKBP1B,0.772903,0.822405,1.05992,1.05992
FKBP2,0.213277,0.289321,0.91045,-1.09836
FKBP3,0.726805,0.783611,1.03927,1.03927
FKBP4,0.188969,0.261705,1.15861,1.15861
FKBP5,0.00871765,0.0196099,1.57421,1.57421
FKBP8,0.687286,0.749869,0.916686,-1.09089
FKBP9,0.00405576,0.0102044,1.47789,1.47789
FKBPL,0.0684969,0.111478,1.13159,1.13159
FKRP,0.738073,0.793617,1.02684,1.02684
FKTN,2.26E-05,0.000135269,0.739593,-1.35209
FLACC1,0.351054,0.435755,0.866546,-1.15401
FLAD1,0.000426479,0.00153716,0.868507,-1.1514
FLCN,0.0736778,0.118316,1.20086,1.20086
FLI1,0.00764949,0.0175365,1.15345,1.15345
FLII,0.635362,0.705554,0.96518,-1.03608
FLJ20021,0.397084,0.481676,1.08606,1.08606
FLJ37453,0.379561,0.464474,1.06892,1.06892
FLJ38576,0.178641,0.249882,0.835063,-1.19751
FLJ42393,0.795969,0.841622,1.04032,1.04032
FLJ46284,5.69E-08,1.27E-06,1.98948,1.98948
FLNA,0.125232,0.1847,0.821261,-1.21764
FLNB,4.07E-05,0.000219033,0.652792,-1.53188
FLOT1,2.48E-09,1.43E-07,2.14574,2.14574
FLOT2,4.56E-08,1.09E-06,2.03168,2.03168
FLT1,0.811145,0.853856,0.968881,-1.03212
FLT3,0.602081,0.675484,1.10234,1.10234
FLT3LG,0.00132746,0.00397852,0.672957,-1.48598
FLT4,0.0231264,0.0448054,0.69096,-1.44726
FLVCR1,0.290453,0.372466,0.916617,-1.09097
FLVCR1-DT,0.220849,0.297431,0.847039,-1.18058
FLVCR2,5.06E-05,0.000260313,1.82258,1.82258
FLYWCH1,5.53E-06,4.36E-05,0.697876,-1.43292
FLYWCH2,0.000130657,0.000576092,0.766241,-1.30507
FMC1,0.137396,0.199751,1.11287,1.11287
FMC1-LUC7L2,0.890242,0.917103,1.01205,1.01205
FMN1,0.580472,0.655849,1.10967,1.10967
FMNL1,0.0619688,0.102584,1.31049,1.31049
FMNL1-DT,0.00121827,0.00370298,1.34247,1.34247
FMNL2,0.552106,0.630239,1.10021,1.10021
FMNL3,1.11E-05,7.62E-05,0.589057,-1.69763
FMO4,0.002605,0.00703178,0.792916,-1.26117
FMO5,0.033073,0.0607762,0.783214,-1.27679
FMR1,6.19E-05,0.000309892,1.27814,1.27814
FN1,0.724734,0.782258,0.916231,-1.09143
FN3K,0.891973,0.918359,1.02047,1.02047
FN3KRP,3.33E-08,8.69E-07,0.616101,-1.62311
FNBP1,0.213579,0.289649,0.925541,-1.08045
FNBP1L,1.59E-05,0.000102169,1.68215,1.68215
FNBP1P1,0.0743903,0.11926,0.79682,-1.25499
FNBP4,2.77E-06,2.48E-05,0.771164,-1.29674
FNDC3A,2.59E-08,7.18E-07,1.41703,1.41703
FNDC3B,3.05E-08,8.12E-07,1.84432,1.84432
FNIP1,1.51E-07,2.63E-06,1.6137,1.6137
FNIP2,0.266857,0.347398,0.92765,-1.07799
FNTA,0.0974088,0.149477,1.08683,1.08683
FNTB,0.298827,0.381469,1.08687,1.08687
FOCAD,0.0268428,0.0509492,0.904366,-1.10575
FOLR2,1.05E-06,1.17E-05,0.41496,-2.40987
FOLR3,4.07E-06,3.38E-05,3.297,3.297
FOS,8.35E-07,9.80E-06,1.83927,1.83927
FOSL2,5.50E-08,1.24E-06,1.97586,1.97586
FOXD2-AS1,0.904812,0.928055,0.984273,-1.01598
FOXD4L4,0.0122951,0.0263344,1.33722,1.33722
FOXD4L5,0.019976,0.0397364,1.29465,1.29465
FOXJ1,0.479853,0.562365,0.876949,-1.14032
FOXJ2,0.139737,0.202641,1.14488,1.14488
FOXJ3,0.327848,0.411859,1.04632,1.04632
FOXK1,0.0431445,0.0757399,0.810065,-1.23447
FOXK2,0.55895,0.636831,0.97204,-1.02876
FOXM1,0.835397,0.874072,1.02822,1.02822
FOXN2,3.79E-08,9.62E-07,1.52539,1.52539
