Probeset ID,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
FAR1,0.0202264,0.0453351,0.676783,-1.47758,0.535001,0.774466,1.13825,1.13825
FAR1-IT1,0.00013628,0.0011719,2.42485,2.42485,0.0190488,0.387174,1.81463,1.81463
FAR2,0.696972,0.761076,1.05359,1.05359,0.828347,0.930145,1.07279,1.07279
FARP1,0.713766,0.775238,1.09174,1.09174,0.241342,0.590989,1.33069,1.33069
FARP2,0.000360392,0.0022391,0.613861,-1.62903,0.32626,0.646446,0.856588,-1.16742
FARS2,0.00127133,0.00548943,0.686632,-1.45638,0.0292333,0.414058,0.7327,-1.36481
FARSA,0.493645,0.579838,0.911104,-1.09757,0.739006,0.883904,1.04274,1.04274
FARSB,0.0158017,0.0374271,0.745758,-1.34092,0.289342,0.622556,0.777326,-1.28646
FAS,0.290223,0.378428,0.804762,-1.2426,0.433509,0.714136,0.870855,-1.1483
FASLG,0.00141537,0.00592628,0.224388,-4.45657,0.142989,0.52237,0.443815,-2.25319
FASN,0.422374,0.511643,1.12795,1.12795,0.280547,0.61625,1.21604,1.21604
FASTK,0.0161291,0.0379605,0.793402,-1.2604,0.618979,0.821669,0.951294,-1.0512
FASTKD1,0.00329863,0.0112073,0.608626,-1.64305,0.294625,0.625789,0.804311,-1.2433
FASTKD2,1.33E-05,0.00027168,0.530649,-1.88449,0.052604,0.442394,0.682345,-1.46553
FASTKD3,0.000184687,0.00143561,0.535412,-1.86772,0.274158,0.612261,0.722372,-1.38433
FASTKD5,0.0168584,0.0393044,0.688864,-1.45166,0.636135,0.831669,0.923268,-1.08311
FAT2,0.161698,0.23716,1.49324,1.49324,0.410604,0.699599,1.34483,1.34483
FAT4,0.972721,0.980141,0.985507,-1.01471,0.251426,0.597222,1.52381,1.52381
FAU,0.497994,0.584159,1.06054,1.06054,0.791667,0.911285,0.968837,-1.03217
FAXDC2,1.95E-07,1.73E-05,6.72408,6.72408,0.0018358,0.243808,3.50066,3.50066
FBF1,0.00199346,0.00765754,0.577571,-1.73139,0.133874,0.514878,0.760943,-1.31416
FBH1,0.191073,0.27069,0.885634,-1.12913,0.43448,0.714569,0.906785,-1.1028
FBL,0.066326,0.116086,0.82065,-1.21855,0.313916,0.637204,0.822667,-1.21556
FBLN2,0.482343,0.569912,0.783198,-1.27682,0.377056,0.677922,1.54765,1.54765
FBLN5,0.00710251,0.0202244,0.335831,-2.97769,0.154448,0.531213,0.518188,-1.9298
FBLN7,0.00951837,0.0252696,0.582759,-1.71598,0.225419,0.58229,0.696907,-1.43491
FBN2,0.25559,0.341734,1.2769,1.2769,0.179581,0.551189,1.53368,1.53368
FBP1,0.0201393,0.0451874,1.48049,1.48049,0.0377664,0.431464,1.64908,1.64908
FBRS,0.686538,0.751792,0.962989,-1.03843,0.208858,0.572262,1.17137,1.17137
FBRSL1,0.122286,0.18958,0.816765,-1.22434,0.988684,0.994934,1.00231,1.00231
FBXL12,7.44E-05,0.000793057,0.716105,-1.39644,0.236629,0.588162,0.870445,-1.14884
FBXL13,0.160363,0.235553,0.647866,-1.54353,0.411753,0.69988,0.740741,-1.35
FBXL14,0.000139343,0.0011847,0.570042,-1.75426,0.427357,0.709761,0.888321,-1.12572
FBXL15,0.599405,0.67832,0.939481,-1.06442,0.761634,0.895892,0.967163,-1.03395
FBXL16,0.005259,0.0160174,0.410052,-2.43872,0.0918121,0.475072,0.582198,-1.71763
FBXL17,0.0117028,0.0296016,0.723188,-1.38277,0.295844,0.626547,0.865194,-1.15581
FBXL18,0.00737919,0.0208242,0.749575,-1.33409,0.706744,0.869889,1.0689,1.0689
FBXL19,0.00779382,0.0216853,1.88576,1.88576,0.0692909,0.457327,1.44865,1.44865
FBXL19-AS1,0.183047,0.261398,1.28748,1.28748,0.0360165,0.428287,1.48485,1.48485
FBXL20,0.000368785,0.00227689,0.697614,-1.43346,0.523168,0.766791,0.944196,-1.0591
FBXL22,0.523839,0.608636,0.840909,-1.18919,0.779767,0.905631,0.925,-1.08108
FBXL3,2.10E-05,0.000355924,0.355362,-2.81404,0.11909,0.498316,0.69665,-1.43544
FBXL4,0.000335817,0.00213574,0.613501,-1.62999,0.563884,0.790293,0.923077,-1.08333
FBXL5,0.133422,0.203266,0.783089,-1.27699,0.192793,0.56116,1.20439,1.20439
FBXL6,0.0145655,0.035144,0.724885,-1.37953,0.0716304,0.458567,0.777305,-1.2865
FBXL8,0.630017,0.705122,0.923913,-1.08235,0.619785,0.821916,0.931538,-1.07349
FBXO10,0.345136,0.434629,0.807775,-1.23797,0.800944,0.915144,1.05389,1.05389
FBXO11,2.25E-05,0.000373082,0.603356,-1.6574,0.298486,0.627493,0.856261,-1.16787
FBXO15,0.110614,0.175045,0.598301,-1.6714,0.401867,0.693273,0.694611,-1.43966
FBXO2,0.0907998,0.149122,0.628976,-1.58988,0.0938368,0.477217,0.696501,-1.43575
FBXO21,2.92E-07,2.27E-05,0.547371,-1.82692,0.171558,0.545488,0.784745,-1.2743
FBXO22,0.0113637,0.0289683,0.729452,-1.37089,0.51208,0.760665,0.896653,-1.11526
FBXO24,0.113157,0.178134,0.671053,-1.4902,0.274879,0.612655,0.727273,-1.375
FBXO25,0.000156567,0.00128032,0.617855,-1.6185,0.0572248,0.446418,0.733358,-1.36359
FBXO28,0.000210421,0.0015595,0.568882,-1.75783,0.247751,0.594509,0.866564,-1.15398
FBXO3,0.000128503,0.00113017,0.602051,-1.66099,0.223562,0.582209,0.813092,-1.22987
FBXO30,1.46E-05,0.000286061,0.311862,-3.20655,0.616856,0.820411,0.872265,-1.14644
FBXO30-DT,0.0070229,0.0200243,0.599458,-1.66817,0.400866,0.692525,0.790875,-1.26442
FBXO31,0.000164603,0.00133014,0.466719,-2.14262,0.0481904,0.43932,0.680643,-1.4692
FBXO32,0.00843297,0.0230206,0.590508,-1.69346,0.0631376,0.453642,0.683906,-1.46219
FBXO33,0.0278313,0.0580524,0.63729,-1.56914,0.259985,0.603229,0.73886,-1.35344
FBXO34,5.43E-06,0.000151047,0.524345,-1.90714,0.239743,0.590221,0.856913,-1.16698
FBXO36,0.0442406,0.084163,0.62166,-1.6086,0.854641,0.942674,0.954128,-1.04808
FBXO38,6.02E-05,0.000688952,0.584937,-1.70959,0.502527,0.753528,0.890466,-1.12301
FBXO4,0.00365553,0.0121302,0.649306,-1.54011,0.150163,0.528228,0.723949,-1.38131
FBXO40,0.168213,0.244847,1.38902,1.38902,0.651827,0.840007,1.20721,1.20721
FBXO41,0.0216251,0.0477392,0.725635,-1.3781,0.559752,0.787725,1.09373,1.09373
FBXO42,1.43E-07,1.33E-05,0.587052,-1.70343,0.18505,0.555601,0.878974,-1.13769
FBXO44,0.00425521,0.0136279,0.671669,-1.48883,0.132272,0.51352,0.752392,-1.32909
FBXO45,0.000730069,0.00368095,0.59455,-1.68194,0.142616,0.522187,0.772873,-1.29387
FBXO46,0.00240851,0.00883995,0.574839,-1.73962,0.540529,0.778171,0.923354,-1.08301
FBXO48,0.0208631,0.0464474,0.619908,-1.61314,0.716653,0.874057,0.917355,-1.09009
FBXO5,0.00494605,0.0152813,1.48699,1.48699,0.457269,0.726647,0.772211,-1.29498
FBXO6,0.289275,0.377658,0.824157,-1.21336,0.204169,0.569375,0.636052,-1.5722
FBXO7,0.071281,0.122897,1.43727,1.43727,0.314987,0.638389,1.28221,1.28221
FBXO8,2.94E-05,0.000440059,0.506353,-1.97491,0.421833,0.705902,0.822866,-1.21526
FBXO9,0.824184,0.864569,0.975428,-1.02519,0.492573,0.748961,1.09447,1.09447
FBXW11,0.000184978,0.00143566,0.680632,-1.46922,0.950719,0.979386,1.00619,1.00619
FBXW2,0.000808551,0.00395121,0.74782,-1.33722,0.342971,0.655368,0.906894,-1.10267
FBXW4,0.00107785,0.00486118,0.567789,-1.76122,0.0931862,0.476845,0.767322,-1.30323
FBXW4P1,0.000359323,0.00223715,0.450478,-2.21986,0.0310736,0.419193,0.575472,-1.7377
FBXW5,0.697648,0.761534,0.952007,-1.05041,0.703171,0.868354,1.02999,1.02999
FBXW7,0.029033,0.0600343,0.826456,-1.20999,0.182123,0.554169,0.790275,-1.26538
FBXW7-AS1,0.318845,0.408322,0.708333,-1.41176,0.247301,0.594509,0.629213,-1.58929
FBXW8,0.0487169,0.0909591,0.752504,-1.3289,0.64224,0.834488,1.06798,1.06798
FBXW9,0.0989025,0.159898,0.749217,-1.33473,0.715806,0.873817,0.945978,-1.05711
FCAR,0.338614,0.428007,1.32851,1.32851,0.00994446,0.337182,2.37954,2.37954
FCER1A,0.0272857,0.0571239,0.358396,-2.79021,0.276275,0.613011,0.627519,-1.59358
FCER1G,0.0136013,0.0333669,1.36225,1.36225,0.0150329,0.35973,1.40911,1.40911
FCER2,0.0188565,0.0429267,0.381774,-2.61935,0.341215,0.654935,0.545562,-1.83297
FCF1,0.0329341,0.0663661,0.630915,-1.585,0.73515,0.882287,0.932945,-1.07188
FCGBP,0.0987945,0.159793,0.389402,-2.56804,0.706766,0.869889,0.880907,-1.13519
FCGR1A,0.000275825,0.00187426,3.24273,3.24273,0.119186,0.498414,1.79219,1.79219
FCGR1B,0.00916423,0.0245547,2.12275,2.12275,0.295156,0.626007,1.5012,1.5012
FCGR1CP,0.000550482,0.00299716,3.45113,3.45113,0.152649,0.529956,1.95475,1.95475
FCGR2A,0.7558,0.810066,1.04568,1.04568,0.0983318,0.480158,1.47416,1.47416
FCGR2B,0.881092,0.910704,0.970604,-1.03029,0.679084,0.856412,1.13525,1.13525
FCGR2C,0.0335149,0.0672434,0.339625,-2.94442,0.373811,0.676698,0.699847,-1.42888
FCGR3A,0.00740592,0.0208716,0.555572,-1.79995,0.652748,0.840404,0.888731,-1.1252
FCGR3B,0.123655,0.191382,3.28676,3.28676,0.223083,0.582209,2.34031,2.34031
FCGRT,0.547713,0.630451,0.91509,-1.09279,0.00584276,0.291691,1.34755,1.34755
FCHO1,0.000201991,0.00152138,0.598818,-1.66996,0.546599,0.780687,0.934059,-1.0706
FCHO2,0.465935,0.554359,0.869733,-1.14978,0.49818,0.751231,1.19373,1.19373
FCHSD1,0.00922562,0.024679,0.734927,-1.36068,0.388043,0.684104,0.885895,-1.1288
FCHSD2,0.0003851,0.00234435,0.632946,-1.57991,0.264976,0.606545,0.82699,-1.2092
FCMR,0.000476196,0.00272557,0.47432,-2.10828,0.107881,0.488619,0.636193,-1.57185
FCN1,0.897581,0.923874,0.979191,-1.02125,0.0941533,0.47748,1.28758,1.28758
FCRL1,0.0239488,0.0517591,0.483871,-2.06667,0.410367,0.699586,0.711075,-1.40632
FCRL2,0.153777,0.22771,0.671232,-1.4898,0.856134,0.943514,0.885386,-1.12945
FCRL3,0.0636086,0.11226,0.624173,-1.60212,0.944046,0.977071,0.976166,-1.02442
FCRL5,0.078634,0.132895,1.74556,1.74556,0.940156,0.975591,1.03402,1.03402
FCRL6,0.024704,0.053017,0.366173,-2.73095,0.064864,0.455552,0.433373,-2.30748
FCRLA,0.540378,0.623824,0.835872,-1.19636,0.635093,0.831318,1.19898,1.19898
FCRLB,0.129654,0.198692,0.68465,-1.4606,0.72186,0.876722,0.935294,-1.06918
FCSK,0.0109393,0.0281204,0.731424,-1.3672,0.990598,0.995916,0.997871,-1.00213
FDFT1,0.616959,0.693938,1.05175,1.05175,0.493861,0.749302,1.07786,1.07786
FDPS,0.059871,0.107082,1.19267,1.19267,0.674058,0.85338,1.0568,1.0568
FDX1,0.204294,0.285455,0.852184,-1.17346,0.416947,0.70326,0.880982,-1.1351
FDXACB1,0.0191735,0.0434622,0.674457,-1.48268,0.200781,0.566945,0.748079,-1.33676
FDXR,0.00139481,0.00586197,1.49872,1.49872,0.840173,0.93538,0.966309,-1.03487
FECH,0.00956539,0.0253404,2.60824,2.60824,0.199919,0.56615,1.87465,1.87465
FEM1A,0.0274276,0.0573722,0.733375,-1.36356,0.765513,0.898133,1.03797,1.03797
FEM1B,0.000368543,0.00227635,0.622891,-1.60542,0.204795,0.569485,0.841169,-1.18882
FEM1C,0.103706,0.16612,0.327811,-3.05054,0.553783,0.782957,0.763033,-1.31056
FEN1,0.000329784,0.00210825,1.70389,1.70389,0.641177,0.833913,0.877586,-1.13949
FER,0.00225792,0.00842064,0.726922,-1.37566,0.37895,0.678458,0.856237,-1.1679
FERMT3,3.38E-05,0.000483074,1.65627,1.65627,0.00204895,0.249457,1.65075,1.65075
FES,0.53943,0.623178,1.13085,1.13085,0.231447,0.585025,1.40029,1.40029
FEZ1,0.00387763,0.0127075,0.29468,-3.39351,0.176335,0.549238,0.481578,-2.07651
FEZ2,0.871086,0.902758,0.982832,-1.01747,0.322222,0.643273,1.18667,1.18667
FFAR2,0.000280721,0.00189535,2.33738,2.33738,0.602335,0.812886,1.21482,1.21482
FFAR3,0.151697,0.225329,1.65614,1.65614,0.519334,0.765342,1.46,1.46
FFAR4,0.716392,0.777748,0.873062,-1.14539,0.39639,0.68994,0.713805,-1.40094
FGD2,0.482027,0.569721,0.805512,-1.24145,0.679548,0.856412,1.17261,1.17261
FGD3,5.81E-05,0.000674733,0.532504,-1.87792,0.1116,0.4912,0.823596,-1.21419
FGD4,0.676049,0.742835,0.945982,-1.0571,0.327695,0.647179,1.24306,1.24306
FGD5-AS1,0.0291537,0.0602249,0.728638,-1.37242,0.940657,0.97568,1.01148,1.01148
FGD6,0.0030129,0.0104265,0.486541,-2.05532,0.949326,0.978757,0.986275,-1.01392
FGFBP2,0.0209367,0.046574,0.376796,-2.65396,0.0554685,0.446418,0.400166,-2.49896
FGFBP3,0.111073,0.175686,0.768897,-1.30056,0.26706,0.607109,0.779706,-1.28253
FGFR1,0.639559,0.713445,0.894613,-1.1178,0.5087,0.75813,1.17653,1.17653
FGFR1OP2,0.066889,0.116878,0.764134,-1.30867,0.485103,0.744502,0.890398,-1.12309
FGFR2,0.332029,0.421291,0.684982,-1.45989,1,1,1,1
FGFRL1,0.0854547,0.142213,0.768326,-1.30153,0.71307,0.872233,0.910017,-1.09888
FGGY,0.152459,0.226257,0.838356,-1.19281,0.113104,0.492197,0.786348,-1.2717
FGL2,0.0221345,0.0486531,0.568107,-1.76023,0.561712,0.788872,0.864007,-1.1574
FGR,0.382233,0.472537,0.900465,-1.11054,0.247581,0.594509,1.23382,1.23382
FH,0.901866,0.927252,0.987827,-1.01232,0.775403,0.903422,0.95454,-1.04763
FHAD1,0.0994344,0.160491,1.48017,1.48017,0.551724,0.782306,1.18824,1.18824
FHIT,0.0109529,0.0281253,0.302821,-3.30228,0.0383252,0.431464,0.410601,-2.43545
FHL1,0.000177157,0.00139844,2.71195,2.71195,0.0138065,0.35811,2.30463,2.30463
FHL2,6.87E-05,0.000754634,6.15109,6.15109,0.0284916,0.413,2.95935,2.95935
FHL3,0.932175,0.94957,0.984001,-1.01626,0.715416,0.87363,1.08331,1.08331
FHOD1,0.135607,0.205853,1.22416,1.22416,0.0224719,0.397569,1.38761,1.38761
FIBP,0.254119,0.339982,1.10492,1.10492,0.92799,0.971252,1.01105,1.01105
FICD,0.0117533,0.0296801,0.708333,-1.41176,0.17881,0.551189,0.779944,-1.28214
FIG4,0.0863982,0.143525,0.803615,-1.24438,0.365526,0.67038,1.11254,1.11254
FIGNL1,0.000257977,0.00178747,0.442823,-2.25824,0.184898,0.555601,0.605152,-1.65248
FILIP1L,0.0915908,0.150111,0.267653,-3.73619,0.863268,0.946192,0.919861,-1.08712
FIP1L1,0.00038467,0.00234435,0.687683,-1.45416,0.172471,0.54635,0.826061,-1.21056
FIRRE,0.427615,0.516721,0.793675,-1.25996,0.123052,0.502987,0.688889,-1.45161
FIS1,0.730892,0.788947,0.961253,-1.04031,0.800297,0.915069,0.961543,-1.03999
FITM2,0.0026212,0.00939328,0.607791,-1.6453,0.868581,0.948406,1.03876,1.03876
FIZ1,0.0299478,0.0615495,0.727016,-1.37549,0.623352,0.82349,1.07838,1.07838
FKBP11,0.000338706,0.00214582,1.43516,1.43516,0.237487,0.588695,0.745729,-1.34097
FKBP14,0.953631,0.966237,0.989385,-1.01073,0.719622,0.875586,0.931186,-1.0739
FKBP14-AS1,0.897115,0.923587,1.0293,1.0293,0.773982,0.902461,1.07514,1.07514
FKBP15,0.620624,0.696922,0.948027,-1.05482,0.243215,0.592049,1.23181,1.23181
FKBP1A,0.0535562,0.0979183,1.24331,1.24331,0.0028828,0.259543,1.38305,1.38305
FKBP1B,6.47E-05,0.000725799,2.63158,2.63158,0.000967677,0.211556,2.22222,2.22222
FKBP1C,0.94168,0.956946,1.01549,1.01549,0.662006,0.84592,1.17391,1.17391
FKBP2,0.363814,0.453938,0.778939,-1.2838,0.867893,0.948019,0.957983,-1.04386
FKBP3,0.987662,0.990743,1.00183,1.00183,0.418293,0.704015,0.855858,-1.16842
FKBP4,0.19862,0.279137,0.872101,-1.14666,0.625553,0.824687,1.05605,1.05605
FKBP5,0.59229,0.671913,1.09838,1.09838,0.84468,0.938329,1.11172,1.11172
FKBP7,0.504091,0.589534,0.85977,-1.1631,0.767164,0.89872,0.893401,-1.11932
FKBP8,0.00169921,0.00680099,1.49625,1.49625,0.0235417,0.398852,1.44281,1.44281
FKBP9,0.0240121,0.0518556,1.41928,1.41928,0.388102,0.684128,1.22816,1.22816
FKBPL,0.0041174,0.0133075,0.582114,-1.71788,0.143299,0.522723,0.666667,-1.5
FKRP,0.0110841,0.028402,0.6662,-1.50105,0.4881,0.746378,1.13898,1.13898
FKTN,0.0150301,0.0360066,0.587904,-1.70096,0.298082,0.627464,0.806394,-1.24009
FLACC1,0.118598,0.185066,0.740826,-1.34985,0.259889,0.603229,0.798319,-1.25263
FLAD1,0.114351,0.179671,0.780075,-1.28193,0.0759986,0.463362,0.822951,-1.21514
FLCN,0.897439,0.923792,0.98173,-1.01861,0.114802,0.494725,1.28881,1.28881
FLI1,0.00018894,0.00145743,0.619701,-1.61368,0.398587,0.691128,0.913033,-1.09525
FLII,0.0458879,0.0865842,0.831466,-1.20269,0.0292869,0.414058,1.1819,1.1819
FLJ13224,0.088657,0.146422,0.635057,-1.57466,0.242033,0.591434,0.66242,-1.50962
FLJ20021,0.0550913,0.100266,0.680306,-1.46993,0.325888,0.646274,0.868293,-1.15169
FLJ31356,0.0682255,0.118722,0.472222,-2.11765,0.252287,0.598041,0.577114,-1.73276
FLJ37453,0.360251,0.450519,0.861552,-1.1607,0.867445,0.947999,0.972826,-1.02793
FLJ38576,0.0410084,0.0790923,0.272436,-3.67059,0.0820137,0.466407,0.397351,-2.51667
FLJ40194,0.394486,0.484848,1.23208,1.23208,0.991068,0.996254,0.997199,-1.00281
FLJ42393,0.981233,0.986501,1.00658,1.00658,0.74384,0.886602,1.10769,1.10769
FLNA,0.285697,0.373977,0.869164,-1.15053,0.0524978,0.442394,1.33451,1.33451
FLNB,0.0813831,0.136791,0.72052,-1.38789,0.840612,0.935672,1.04119,1.04119
FLOT1,0.00901907,0.0242492,1.41037,1.41037,0.0129236,0.354036,1.38766,1.38766
FLOT2,0.704503,0.767261,0.958913,-1.04285,0.151196,0.528784,1.18324,1.18324
FLRT1,0.205226,0.286514,0.548387,-1.82353,0.841334,0.935986,0.941176,-1.0625
FLT1,0.039205,0.0763608,1.48003,1.48003,0.209697,0.572784,1.35404,1.35404
FLT3,0.0328202,0.066227,1.86087,1.86087,0.806479,0.918086,1.23179,1.23179
FLT3LG,0.015121,0.0361717,0.439655,-2.27451,0.0394854,0.43147,0.447458,-2.23485
FLT4,0.0044751,0.0141817,0.394345,-2.53585,0.716052,0.874028,0.73509,-1.36038
FLVCR1,0.106258,0.169602,0.795524,-1.25703,0.61699,0.820411,1.08715,1.08715
FLVCR1-DT,0.942273,0.957418,1.02732,1.02732,0.541261,0.778461,1.24964,1.24964
FLVCR2,0.0023353,0.00863651,2.18312,2.18312,0.0456904,0.438039,2.12166,2.12166
FLYWCH1,0.0204244,0.0457024,0.683555,-1.46294,0.336829,0.652556,0.875437,-1.14229
FLYWCH2,0.0271334,0.0568693,0.771435,-1.29629,0.858501,0.944645,1.03511,1.03511
FMC1,0.784354,0.833126,1.03501,1.03501,0.388239,0.684206,1.16364,1.16364
FMN1,0.000128279,0.00112954,2.74045,2.74045,0.220617,0.580716,1.61771,1.61771
FMNL1,0.0827273,0.138469,0.854948,-1.16966,0.949823,0.978919,1.00726,1.00726
FMNL1-DT,6.84E-07,3.95E-05,0.437537,-2.28552,0.0947251,0.478216,0.679951,-1.47069
FMNL2,0.63971,0.71356,1.13243,1.13243,0.484644,0.744253,1.24107,1.24107
FMNL3,4.92E-09,1.32E-06,0.336933,-2.96795,0.135357,0.515255,0.685849,-1.45805
FMO4,0.0101016,0.026467,0.661424,-1.51189,0.982677,0.992743,1.00401,1.00401
FMO5,0.122445,0.189787,0.791703,-1.2631,0.141742,0.520812,1.41585,1.41585
FMR1,0.431214,0.520094,0.81727,-1.22359,0.533215,0.773324,0.879022,-1.13763
FN1,0.00020156,0.00151938,6.31415,6.31415,0.53588,0.77498,1.62582,1.62582
FN3K,0.000370832,0.00228571,2.30605,2.30605,0.00425978,0.267687,2.37255,2.37255
FN3KRP,0.00335736,0.0113443,0.669583,-1.49347,0.454709,0.724886,0.906343,-1.10334
FNBP1,0.00246895,0.00900472,0.700387,-1.42778,0.144211,0.52357,0.776065,-1.28855
FNBP1L,0.000828268,0.00401335,2.09264,2.09264,0.0562585,0.446418,1.87214,1.87214
FNBP1P1,0.246278,0.331621,0.704354,-1.41974,0.407266,0.69819,0.789298,-1.26695
FNBP4,1.60E-06,6.90E-05,0.515979,-1.93806,0.0767524,0.463983,0.710927,-1.40661
FNDC10,0.0405332,0.0783493,0.698318,-1.43201,0.204476,0.569485,0.741678,-1.34829
FNDC3A,0.000229766,0.001647,0.623835,-1.60299,0.123576,0.504013,0.806394,-1.24009
FNDC3B,0.292722,0.380948,1.13843,1.13843,0.939348,0.975326,1.01864,1.01864
FNIP1,0.0807536,0.135949,0.746887,-1.33889,0.842656,0.937108,0.97658,-1.02398
FNIP2,1.56E-05,0.000295161,0.661166,-1.51248,0.844027,0.937998,1.02613,1.02613
FNTA,5.31E-06,0.000149655,0.550014,-1.81814,0.0695158,0.457327,0.726374,-1.3767
FNTB,0.489352,0.576021,1.12257,1.12257,0.0442686,0.434103,1.5634,1.5634
FOCAD,0.0641551,0.113067,0.812523,-1.23074,0.851345,0.941043,0.964229,-1.0371
FOLR2,0.0123954,0.0309896,0.450288,-2.2208,0.957167,0.98213,0.98712,-1.01305
FOLR3,0.156045,0.230377,2.29253,2.29253,0.874035,0.950147,1.11485,1.11485
FOS,0.00839559,0.0229313,0.534429,-1.87116,0.296207,0.626777,0.811302,-1.23259
FOSB,0.0315176,0.0642647,0.27717,-3.6079,0.384532,0.681896,0.632908,-1.58001
FOSL1,0.0625348,0.110761,2.2887,2.2887,0.500396,0.752154,1.31866,1.31866
FOSL2,0.540361,0.623824,0.814911,-1.22713,0.482741,0.743409,1.21389,1.21389
FOXD2,0.3087,0.397926,0.699367,-1.42986,0.865202,0.947087,0.954128,-1.04808
FOXD2-AS1,0.734819,0.792461,1.06453,1.06453,0.899095,0.959964,0.978525,-1.02195
FOXJ2,3.30E-06,0.000111403,0.594062,-1.68333,0.436253,0.715862,1.10362,1.10362
FOXJ3,9.53E-06,0.00021819,0.522843,-1.91262,0.26416,0.606157,0.847508,-1.17993
FOXK1,0.000129157,0.00113255,0.690585,-1.44805,0.284758,0.618564,0.871247,-1.14778
FOXK2,0.219881,0.30283,0.873914,-1.14428,0.803528,0.916619,1.03781,1.03781
FOXM1,1.59E-11,2.14E-08,7.03141,7.03141,0.914153,0.965924,1.04119,1.04119
FOXN2,0.000291442,0.00194342,0.566059,-1.7666,0.533422,0.773324,0.861409,-1.16089
FOXN3,0.00046291,0.00267076,0.663442,-1.50729,0.264568,0.606157,0.836777,-1.19506
FOXN3-AS1,0.380466,0.470785,1.11562,1.11562,0.417722,0.703536,1.12375,1.12375
FOXO1,0.000224008,0.00162075,0.487336,-2.05197,0.0711058,0.458531,0.692831,-1.44335
FOXO3,0.00640934,0.0186883,1.35256,1.35256,0.0461415,0.43867,1.43063,1.43063
FOXO3B,0.000332622,0.00211998,0.395009,-2.53159,0.0850347,0.469547,0.611898,-1.63426
FOXO4,0.0370135,0.072947,0.711037,-1.4064,0.764794,0.897715,1.06802,1.06802
FOXP1,0.000142835,0.00120311,0.599858,-1.66706,0.137883,0.517165,0.732344,-1.36548
FOXP1-AS1,0.162408,0.238039,0.761792,-1.31269,0.227611,0.583038,0.714454,-1.39967
FOXP1-IT1,0.21014,0.292354,0.545608,-1.83282,0.230697,0.584527,0.554745,-1.80263
FOXP3,0.592344,0.671922,0.847974,-1.17928,0.814723,0.922948,0.94288,-1.06058
FOXP4,0.391324,0.481482,0.899495,-1.11173,0.417326,0.703522,1.16637,1.16637
FOXRED1,0.809662,0.853025,0.97479,-1.02586,0.55466,0.783526,0.890972,-1.12237
FOXRED2,0.513523,0.598577,0.87466,-1.1433,0.727106,0.878908,0.921827,-1.0848
FPGS,0.00220687,0.00827466,0.693088,-1.44282,0.235305,0.587305,0.818868,-1.2212
FPGT,0.0272161,0.0570266,0.637358,-1.56898,0.791888,0.911285,1.06588,1.06588
FPR1,0.00302293,0.0104499,2.02825,2.02825,0.0418278,0.43147,2.10594,2.10594
FPR2,0.000275533,0.00187314,2.57123,2.57123,0.0105461,0.339164,2.8911,2.8911
FPR3,0.355359,0.44516,0.761474,-1.31324,0.640844,0.833753,0.877838,-1.13916
FRA10AC1,0.00969001,0.0255972,0.763012,-1.3106,0.168889,0.543008,0.823885,-1.21376
FRAT1,0.00662464,0.019159,0.610905,-1.63692,0.959393,0.983255,1.01165,1.01165
FRAT2,0.181958,0.260225,0.815786,-1.22581,0.122877,0.502876,1.34204,1.34204
FRG1,0.797778,0.844053,1.03209,1.03209,0.439194,0.717107,0.876811,-1.1405
FRG1-DT,0.0105808,0.0274214,0.412376,-2.42497,0.159551,0.535743,0.707581,-1.41327
FRG1BP,0.329692,0.419034,0.79354,-1.26018,0.464883,0.732211,0.831005,-1.20336
FRG1CP,0.15234,0.226126,0.70154,-1.42544,0.290089,0.622556,0.731544,-1.36697
FRG1HP,0.00883166,0.0238711,0.716879,-1.39494,0.150695,0.528389,0.774558,-1.29106
FRMD3,0.000245355,0.00172589,3.07356,3.07356,0.0385141,0.43147,2.16907,2.16907
FRMD4A,0.000760116,0.00378901,2.36732,2.36732,0.0467394,0.43932,1.71044,1.71044
FRMD4B,0.317496,0.40703,0.876615,-1.14075,0.376251,0.677834,1.19735,1.19735
FRMD5,0.975553,0.982326,1.00938,1.00938,0.387873,0.683924,0.833333,-1.2
FRMD6,0.629551,0.704885,0.822173,-1.21629,0.951344,0.979757,0.981132,-1.01923
FRMD6-AS1,0.396743,0.486974,0.772727,-1.29412,0.151204,0.528784,0.697987,-1.43269
FRMD8,0.00673565,0.019374,0.711783,-1.40492,0.835517,0.933574,0.978288,-1.02219
FRMPD3,0.796608,0.843176,0.922697,-1.08378,0.75551,0.892673,1.09544,1.09544
FRRS1,0.559526,0.641981,0.911544,-1.09704,0.818317,0.924801,0.94721,-1.05573
FRS2,0.000488369,0.00276587,0.483811,-2.06692,0.00711657,0.301365,0.70646,-1.41551
FRS3,0.0934336,0.15259,0.667355,-1.49845,0.0865799,0.470986,0.824167,-1.21335
FRY,0.00718451,0.0203954,0.741036,-1.34946,0.224379,0.58222,1.12913,1.12913
FRY-AS1,0.355364,0.44516,0.738347,-1.35438,0.646574,0.83662,1.12329,1.12329
FRYL,3.99E-06,0.000124117,0.571797,-1.74887,0.149187,0.527265,0.80035,-1.24945
