Probeset ID,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
A1BG-AS1,0.0206796,0.0461339,0.563684,-1.77404,0.28872,0.622265,0.852792,-1.17262
A2M,0.120572,0.18751,0.557045,-1.79519,0.138467,0.517869,0.666129,-1.50121
A2M-AS1,0.0163476,0.0383554,0.325691,-3.0704,0.014364,0.35811,0.378295,-2.64344
A2MP1,0.413671,0.503367,0.706963,-1.4145,0.582009,0.801047,0.853598,-1.17151
AAAS,0.0706071,0.121892,0.856581,-1.16743,0.610874,0.816911,0.955182,-1.04692
AACS,0.0111542,0.0285278,0.784191,-1.2752,0.595776,0.809676,0.92824,-1.07731
AAGAB,0.0100471,0.0263709,0.775576,-1.28936,0.327386,0.647179,0.885591,-1.12919
AAK1,2.34E-05,0.000381045,0.54571,-1.83247,0.0334139,0.421855,0.674495,-1.48259
AAMDC,0.606609,0.684534,0.928571,-1.07692,0.475275,0.738057,1.07533,1.07533
AAMP,0.00714567,0.0203163,0.734853,-1.36082,0.764153,0.897295,1.02626,1.02626
AANAT,0.0258433,0.0548336,2.10652,2.10652,0.0487124,0.43932,2.05405,2.05405
AAR2,0.0831857,0.139063,0.847823,-1.17949,0.816786,0.923868,0.976932,-1.02361
AARS1,0.392401,0.482647,0.911719,-1.09683,0.609353,0.816244,0.899281,-1.112
AARS2,0.00267827,0.00954232,0.590863,-1.69244,0.439475,0.717226,0.901339,-1.10946
AARSD1,0.0285711,0.0592864,0.582192,-1.71765,0.0613944,0.45207,0.57554,-1.7375
AASDH,0.000766225,0.00380482,0.550808,-1.81552,0.450116,0.722298,0.806782,-1.23949
AASDHPPT,0.019252,0.04358,0.646675,-1.54637,0.406061,0.697419,0.823621,-1.21415
AASS,0.00185017,0.00725256,0.355951,-2.80938,0.0581856,0.446418,0.570204,-1.75376
AATBC,0.00528809,0.0160811,0.349803,-2.85875,0.850288,0.940645,0.926336,-1.07952
AATF,0.103851,0.166299,0.831287,-1.20295,0.632277,0.829632,0.948179,-1.05465
AATK,0.0726263,0.124607,1.46266,1.46266,0.00180026,0.243808,2.17575,2.17575
ABALON,0.00381218,0.0125347,1.85081,1.85081,0.186078,0.556204,1.34719,1.34719
ABAT,0.0426172,0.0816309,0.74784,-1.33718,0.249311,0.595893,1.23757,1.23757
ABCA1,0.723441,0.782872,0.923828,-1.08245,0.198312,0.564812,1.378,1.378
ABCA2,0.00581469,0.0173246,0.534445,-1.8711,0.494707,0.749815,0.835107,-1.19745
ABCA3,0.882336,0.911735,0.983538,-1.01674,0.451313,0.722512,1.1516,1.1516
ABCA5,0.00217737,0.00818132,0.520751,-1.9203,0.0558868,0.446418,0.529591,-1.88825
ABCA6,0.611209,0.688675,0.210223,-4.75686,0.481884,0.742518,1.28342,1.28342
ABCA7,0.0101651,0.0265863,0.618045,-1.618,0.77113,0.900865,0.940692,-1.06305
ABCB1,0.000219705,0.0016034,0.280346,-3.56702,0.088074,0.47118,0.561677,-1.78038
ABCB10,0.642368,0.715553,0.95757,-1.04431,0.779674,0.9056,0.968867,-1.03213
ABCB4,0.183947,0.262429,0.557649,-1.79324,0.738571,0.88374,0.88763,-1.1266
ABCB6,0.810771,0.85404,1.05537,1.05537,0.830429,0.931124,0.942675,-1.06081
ABCB7,0.00205232,0.00782273,0.662115,-1.51031,0.258039,0.602674,0.888379,-1.12565
ABCB8,0.480592,0.568297,0.94562,-1.05751,0.653604,0.840909,0.943984,-1.05934
ABCB9,3.59E-05,0.000501811,1.89543,1.89543,0.370423,0.674451,0.732651,-1.36491
ABCC1,0.0142665,0.0345974,0.718501,-1.39179,0.903374,0.962311,1.01916,1.01916
ABCC10,0.00942495,0.0250716,0.709406,-1.40963,0.508455,0.757994,0.925845,-1.08009
ABCC2,0.649729,0.721796,0.919863,-1.08712,0.956401,0.981971,1.01499,1.01499
ABCC3,0.000670416,0.00345797,2.86236,2.86236,0.0121626,0.350894,2.64642,2.64642
ABCC4,3.21E-07,2.40E-05,2.56389,2.56389,0.00628875,0.292826,2.18438,2.18438
ABCC5,0.000290744,0.00194263,0.630585,-1.58583,0.666757,0.848642,0.94903,-1.05371
ABCC6,0.670683,0.738602,0.900204,-1.11086,0.191318,0.560259,1.44696,1.44696
ABCD1,0.716529,0.777748,0.950751,-1.0518,0.115681,0.495484,1.29723,1.29723
ABCD2,2.84E-05,0.000432509,0.265625,-3.76471,0.0596354,0.448126,0.514875,-1.94222
ABCD3,0.0184105,0.0420548,0.71068,-1.4071,0.993727,0.99741,1.0015,1.0015
ABCD4,0.00043918,0.00257299,0.618272,-1.61741,0.0875639,0.47099,0.781557,-1.2795
ABCE1,0.00138358,0.00583824,0.617085,-1.62052,0.381863,0.680098,0.825218,-1.2118
ABCF1,0.00146038,0.00606324,0.711268,-1.40594,0.222288,0.582051,0.833957,-1.1991
ABCF2,0.466567,0.554862,0.916241,-1.09142,0.51128,0.760213,1.0852,1.0852
ABCF3,0.000109004,0.00101197,0.641116,-1.55978,0.203336,0.568782,0.854999,-1.16959
ABCG1,0.000157177,0.00128318,0.399416,-2.50366,0.36337,0.669238,0.787653,-1.26959
ABCG2,0.875843,0.906609,0.921687,-1.08497,0.411536,0.699752,1.66154,1.66154
ABHD1,0.0131009,0.0323867,0.52619,-1.90045,0.0105146,0.339164,0.631068,-1.58462
ABHD10,3.65E-05,0.00050432,0.463482,-2.15758,0.128062,0.508196,0.69447,-1.43995
ABHD11,0.0518738,0.0955547,0.674591,-1.48238,0.346323,0.656562,0.858115,-1.16535
ABHD12,0.00250051,0.00908847,0.722374,-1.38432,0.196481,0.56374,0.839944,-1.19056
ABHD12B,0.976693,0.983207,0.992701,-1.00735,0.985013,0.993603,1.00787,1.00787
ABHD13,0.00198373,0.0076301,0.710582,-1.4073,0.5988,0.810656,0.944911,-1.0583
ABHD14A,0.00609671,0.0179754,0.669393,-1.49389,0.00761896,0.311439,0.599679,-1.66756
ABHD14B,0.0221195,0.048633,0.767499,-1.30293,0.14082,0.519785,0.787124,-1.27045
ABHD15,0.0199516,0.0448274,0.68676,-1.45611,0.706459,0.869873,0.941072,-1.06262
ABHD16A,0.47379,0.561601,1.06325,1.06325,0.0987293,0.480624,1.19358,1.19358
ABHD17A,0.00497284,0.0153416,0.665146,-1.50343,0.0927139,0.476201,0.747664,-1.3375
ABHD17B,0.00250159,0.00909016,0.581453,-1.71983,0.820484,0.925885,0.959209,-1.04253
ABHD17C,0.824775,0.865128,1.04765,1.04765,0.655454,0.841897,1.12058,1.12058
ABHD18,0.00106289,0.00481721,0.703237,-1.42199,0.274811,0.612609,0.82824,-1.20738
ABHD2,0.214526,0.297192,0.855858,-1.16842,0.291273,0.624101,1.12083,1.12083
ABHD3,0.146895,0.219629,0.874165,-1.14395,0.694958,0.864513,0.94779,-1.05509
ABHD4,0.00962311,0.0254614,1.48833,1.48833,0.0128095,0.353527,1.78036,1.78036
ABHD5,0.185456,0.264193,0.771777,-1.29571,0.431174,0.712268,1.16924,1.16924
ABHD6,0.000766726,0.00380482,0.683358,-1.46336,0.552914,0.782889,1.0978,1.0978
ABHD8,0.0493553,0.0919241,1.27623,1.27623,0.0149227,0.35973,1.45689,1.45689
ABI1,0.000545832,0.00298172,0.693716,-1.44151,0.377359,0.678036,0.908138,-1.10115
ABI2,0.0379751,0.0744554,0.760312,-1.31525,0.827535,0.929728,0.953785,-1.04845
ABI3,0.0150137,0.0359789,0.54039,-1.85052,0.214708,0.57738,0.735908,-1.35886
ABITRAM,0.400545,0.490745,0.900284,-1.11076,0.304798,0.631643,1.1326,1.1326
ABL1,0.00149833,0.00617562,0.786512,-1.27144,0.938179,0.974886,1.01021,1.01021
ABL2,0.233962,0.318078,0.804007,-1.24377,0.660171,0.845346,1.06947,1.06947
ABLIM1,0.000505453,0.00283441,0.363594,-2.75032,0.128616,0.508314,0.587739,-1.70143
ABLIM2,0.00095635,0.00446427,0.333655,-2.99711,0.0135062,0.35608,0.476562,-2.09836
ABLIM3,2.50E-05,0.000394814,11.6554,11.6554,0.00655712,0.294205,3.89863,3.89863
ABR,0.0426003,0.0816093,0.808634,-1.23665,0.0130284,0.354082,1.25508,1.25508
ABRACL,0.865969,0.89903,0.978382,-1.0221,0.811179,0.920864,1.04842,1.04842
ABRAXAS1,0.000133163,0.00115775,0.519359,-1.92545,0.0390146,0.43147,0.653193,-1.53094
ABRAXAS2,0.00688816,0.0197283,0.658261,-1.51915,0.383595,0.681379,0.849954,-1.17653
ABT1,4.74E-06,0.000137545,0.653882,-1.52933,0.0376582,0.431464,0.806775,-1.2395
ABTB1,0.199835,0.280599,0.859626,-1.1633,0.266857,0.607109,1.15433,1.15433
ABTB2,0.42696,0.516056,0.852243,-1.17337,0.349634,0.658888,0.687783,-1.45395
ACAA1,0.0294769,0.0608077,0.858536,-1.16477,0.85833,0.944604,1.01476,1.01476
ACAA2,0.704798,0.76748,1.05094,1.05094,0.848195,0.939924,1.03422,1.03422
ACACA,0.187822,0.266876,0.827772,-1.20806,0.972281,0.988587,1.0054,1.0054
ACACB,0.000964105,0.00449451,0.48143,-2.07715,0.467071,0.733368,0.83945,-1.19126
ACAD10,0.000615336,0.00325328,0.687579,-1.45438,0.896134,0.959226,0.983651,-1.01662
ACAD8,0.00140462,0.00589963,0.68025,-1.47005,0.48433,0.744253,0.902838,-1.10762
ACAD9,0.0630008,0.1114,0.725104,-1.37911,0.626831,0.825428,0.8575,-1.16618
ACADM,0.0808199,0.136046,0.776439,-1.28793,0.283434,0.617867,0.827532,-1.20841
ACADS,0.0563335,0.1019,0.807178,-1.23888,0.771213,0.900865,0.966845,-1.03429
ACADSB,3.07E-05,0.000452192,0.509555,-1.9625,0.466961,0.733368,0.848755,-1.1782
ACADVL,0.012672,0.0315638,1.29212,1.29212,0.178444,0.550785,1.22288,1.22288
ACAP1,0.0299488,0.0615495,0.753605,-1.32695,0.366821,0.671581,0.877255,-1.13992
ACAP2,0.000130837,0.00114231,0.661303,-1.51217,0.353809,0.662218,0.905033,-1.10493
ACAP3,0.320636,0.409812,0.886472,-1.12807,0.544349,0.780209,1.08645,1.08645
ACAT1,0.712653,0.774354,1.0372,1.0372,0.336826,0.652556,0.841996,-1.18765
ACAT2,0.373232,0.463345,0.913872,-1.09424,0.548501,0.780693,0.898606,-1.11283
ACBD3,2.72E-05,0.000417192,0.636796,-1.57036,0.0898512,0.474092,0.845712,-1.18244
ACBD4,0.0577257,0.103784,0.725176,-1.37898,0.416805,0.70326,0.88527,-1.1296
ACBD5,0.000686845,0.00350967,0.528061,-1.89372,0.237416,0.588695,0.836531,-1.19541
ACBD6,0.000117989,0.00106623,0.678694,-1.47342,0.0427806,0.43147,0.77139,-1.29636
ACCS,0.00437752,0.0139471,0.428929,-2.33139,0.207513,0.571432,0.720497,-1.38793
ACD,0.00154453,0.00632275,0.687467,-1.45462,0.0539498,0.445357,0.787348,-1.27009
ACE,0.126167,0.194536,0.68165,-1.46703,0.791388,0.911285,0.932007,-1.07295
ACER1,0.879531,0.909408,1.04386,1.04386,0.237274,0.588613,1.48344,1.48344
ACER2,0.0007786,0.00384826,4.80607,4.80607,0.0472915,0.43932,3.01871,3.01871
ACER3,0.0453488,0.085753,1.32967,1.32967,0.0641906,0.455552,1.40008,1.40008
ACIN1,0.0282033,0.0586878,0.825898,-1.2108,0.598621,0.810656,1.05115,1.05115
ACKR3,0.0601011,0.107428,1.92904,1.92904,0.0780746,0.46431,2.50038,2.50038
ACLY,0.0551379,0.100268,0.823369,-1.21452,0.473631,0.737219,1.09103,1.09103
ACO1,0.000525222,0.0029067,0.536028,-1.86558,0.841906,0.936345,0.969192,-1.03179
ACO2,0.233315,0.317402,0.903332,-1.10701,0.912022,0.96502,1.01261,1.01261
ACOT11,0.946518,0.960477,0.988372,-1.01176,0.0169973,0.373887,1.57773,1.57773
ACOT13,0.300114,0.388449,0.904165,-1.10599,0.937607,0.974771,1.01344,1.01344
ACOT2,0.0158512,0.0375045,0.711741,-1.40501,0.0379421,0.431464,0.665301,-1.50308
ACOT4,0.219555,0.302522,0.73883,-1.35349,0.350833,0.660204,0.713928,-1.4007
ACOT7,3.00E-08,4.58E-06,2.75662,2.75662,0.468574,0.734203,1.18112,1.18112
ACOT8,0.218993,0.301973,1.09251,1.09251,0.355154,0.662773,1.07379,1.07379
ACOT9,0.45166,0.540086,0.930778,-1.07437,0.244454,0.592433,1.11537,1.11537
ACOX1,0.421202,0.510338,0.898734,-1.11268,0.0804251,0.46431,1.25622,1.25622
ACOX2,0.00432585,0.0138212,5.87062,5.87062,0.0809369,0.465078,3.26437,3.26437
ACOX3,0.375701,0.46598,0.882862,-1.13268,0.555769,0.784493,1.08716,1.08716
ACP1,0.068965,0.119742,0.805344,-1.24171,0.231126,0.585025,0.811923,-1.23164
ACP2,0.812813,0.855249,0.962637,-1.03881,0.906601,0.963302,1.01442,1.01442
ACP3,0.11029,0.1747,1.34766,1.34766,0.0145498,0.35811,1.71783,1.71783
ACP5,0.706082,0.768472,0.928375,-1.07715,0.981074,0.991801,0.9971,-1.00291
ACP6,0.00874216,0.0236776,0.533247,-1.8753,0.220393,0.580635,0.737782,-1.35541
ACRBP,6.21E-06,0.000164616,4.58422,4.58422,0.00448768,0.267687,2.83184,2.83184
ACSBG1,0.000481781,0.00274298,3.70413,3.70413,0.0268717,0.407705,2.38994,2.38994
ACSF2,0.0987405,0.159741,0.719419,-1.39001,0.416651,0.703196,0.846114,-1.18187
ACSF3,0.00789542,0.0218803,0.786083,-1.27213,0.894099,0.958538,1.01089,1.01089
ACSL1,0.000300248,0.00197754,2.27815,2.27815,0.195304,0.563732,1.93705,1.93705
ACSL3,0.0606265,0.108132,0.790765,-1.2646,0.376834,0.677834,0.877262,-1.13991
ACSL4,0.374005,0.464072,0.875596,-1.14208,0.369919,0.674413,1.19525,1.19525
ACSL5,0.0552816,0.10044,0.78555,-1.27299,0.237883,0.589151,0.846837,-1.18087
ACSL6,0.181757,0.260007,0.735469,-1.35968,0.441059,0.717833,0.760522,-1.31489
ACSM3,0.00124102,0.00538845,0.30371,-3.29262,0.370398,0.674451,0.649431,-1.53981
ACSS1,0.000270112,0.00184733,0.564148,-1.77258,0.259063,0.602674,0.783276,-1.27669
ACSS2,0.274025,0.361681,1.15637,1.15637,0.00922835,0.328161,1.42954,1.42954
ACSS3,6.23E-06,0.000164994,3.75962,3.75962,0.0148686,0.35973,1.91667,1.91667
ACTA2,0.537354,0.621313,0.86281,-1.159,0.635354,0.831318,0.870722,-1.14847
ACTB,0.0087289,0.0236496,1.32123,1.32123,0.00516762,0.27948,1.38024,1.38024
ACTBP2,0.0579013,0.104075,1.25196,1.25196,0.00372653,0.265767,1.40187,1.40187
ACTG1,0.00210957,0.00797824,1.39391,1.39391,0.0289443,0.414058,1.28953,1.28953
ACTG1P1,0.0498435,0.0926224,0.588462,-1.69935,0.617684,0.820823,0.862275,-1.15972
ACTG1P10,0.0067973,0.0195247,0.268421,-3.72549,0.0713671,0.458531,0.421053,-2.375
ACTG1P14,0.939782,0.955543,0.98018,-1.02022,0.931595,0.972759,1.02605,1.02605
ACTG1P20,0.0881307,0.145667,0.673137,-1.48558,0.177277,0.550059,0.733813,-1.36275
ACTL6A,0.0990308,0.160016,0.802213,-1.24655,0.8024,0.9161,0.953193,-1.04911
ACTN1,0.000245118,0.00172569,1.65277,1.65277,0.000669881,0.211556,2.05928,2.05928
ACTN4,0.428809,0.517784,1.09482,1.09482,0.0965268,0.479974,1.1968,1.1968
ACTR10,0.362146,0.452239,0.894737,-1.11765,0.932703,0.973237,0.988266,-1.01187
ACTR1A,0.579362,0.660246,0.947323,-1.05561,0.0742985,0.462499,1.24642,1.24642
ACTR1B,0.00788515,0.0218559,0.649062,-1.54069,0.310286,0.634952,0.844097,-1.1847
ACTR2,0.134179,0.204124,0.834902,-1.19774,0.522696,0.766555,1.07467,1.07467
ACTR3,0.296403,0.384689,0.888084,-1.12602,0.595883,0.8097,1.07392,1.07392
ACTR3B,0.0233508,0.0507013,1.43562,1.43562,0.0475377,0.43932,1.58431,1.58431
ACTR3C,0.0245488,0.0527874,0.709229,-1.40998,0.405585,0.696957,0.806107,-1.24053
ACTR5,4.13E-06,0.000125996,0.606954,-1.64757,0.010024,0.337182,0.738214,-1.35462
ACTR6,0.0746123,0.127423,0.686021,-1.45768,0.421405,0.705584,0.807842,-1.23787
ACTR8,0.00764209,0.0213947,0.630399,-1.5863,0.351518,0.660905,0.817447,-1.22332
ACVR1,0.86549,0.898659,0.985524,-1.01469,0.26544,0.606545,1.1444,1.1444
ACVR1B,0.0114634,0.0291471,1.41363,1.41363,0.0342695,0.422768,1.55779,1.55779
ACVR1C,0.00966115,0.0255392,0.243114,-4.11329,0.0357625,0.428044,0.407547,-2.4537
ACVR2A,0.00345434,0.0115847,0.503665,-1.98545,0.489143,0.747124,0.847623,-1.17977
ACVR2B,0.00277228,0.00978768,0.344237,-2.90498,0.0597631,0.448126,0.639344,-1.5641
ACVRL1,0.000737534,0.003711,3.08125,3.08125,0.107908,0.488619,2.09819,2.09819
ACY1,0.0820505,0.137647,0.494186,-2.02353,0.0790874,0.46431,0.47619,-2.1
ACY3,0.241224,0.32601,0.690926,-1.44733,0.259191,0.602674,0.722689,-1.38372
ACYP1,0.0964809,0.156771,0.760141,-1.31554,0.187317,0.557322,0.732536,-1.36512
ACYP2,0.028638,0.0593668,0.809291,-1.23565,0.225319,0.58229,0.845598,-1.1826
ADA,0.473671,0.561511,0.906518,-1.10312,0.25068,0.597016,0.784803,-1.2742
ADA2,0.00385529,0.0126511,0.599129,-1.66909,0.258893,0.602674,0.799082,-1.25144
ADAL,0.00892407,0.0240638,0.589226,-1.69714,0.371951,0.675527,0.798717,-1.25201
ADAM10,0.0283216,0.0588843,0.774451,-1.29124,0.582082,0.801074,1.07841,1.07841
ADAM12,0.106569,0.170007,0.589174,-1.69729,0.661126,0.845766,0.678095,-1.47472
ADAM15,0.644199,0.717107,1.08051,1.08051,0.034271,0.422768,1.37603,1.37603
ADAM17,0.411581,0.501443,0.891552,-1.12164,0.591346,0.806991,1.08964,1.08964
ADAM19,0.0107881,0.0278417,1.38018,1.38018,0.297122,0.627288,1.19418,1.19418
ADAM1B,0.664691,0.734075,0.840659,-1.18954,0.566305,0.792021,0.742268,-1.34722
ADAM22,0.0341445,0.068229,0.516215,-1.93718,0.0614969,0.452232,0.590258,-1.69417
ADAM23,0.266342,0.353712,0.543891,-1.8386,0.782858,0.90709,1.09642,1.09642
ADAM28,0.171665,0.248551,0.755385,-1.32383,0.705952,0.869592,0.886891,-1.12753
ADAM8,0.00265408,0.00947855,0.668556,-1.49576,0.239601,0.590221,0.809562,-1.23524
ADAM9,0.000303594,0.00199375,2.27974,2.27974,0.0146062,0.35811,2.18883,2.18883
ADAMDEC1,0.132967,0.202656,0.601538,-1.6624,0.346128,0.656481,0.713178,-1.40217
ADAMTS1,0.0276945,0.0578243,0.299425,-3.33974,0.348742,0.65828,0.596651,-1.67602
ADAMTS10,0.000107801,0.00100359,0.257166,-3.88854,0.108939,0.488619,0.578387,-1.72895
ADAMTS13,0.150608,0.224049,0.665566,-1.50248,0.625689,0.824773,0.86911,-1.1506
ADAMTS14,0.343326,0.432904,1.32095,1.32095,0.563739,0.790239,0.763485,-1.30978
ADAMTS17,0.0890199,0.146776,0.613742,-1.62935,0.519714,0.765591,0.837838,-1.19355
ADAMTS4,0.270465,0.357742,0.729669,-1.37049,0.697603,0.865586,1.08571,1.08571
ADAMTS6,0.346728,0.436227,0.733936,-1.36252,0.324697,0.645684,0.767857,-1.30233
ADAMTSL4,0.166335,0.242638,1.33246,1.33246,0.0406035,0.43147,1.70591,1.70591
ADAMTSL4-AS1,0.00754234,0.0211795,0.628217,-1.59181,0.517079,0.764228,0.873563,-1.14474
ADAMTSL5,0.0660332,0.115683,0.596096,-1.67758,0.107863,0.488619,0.553064,-1.80811
ADAP1,0.161946,0.237497,1.14553,1.14553,0.00300019,0.259543,1.32743,1.32743
ADAP2,0.025622,0.0544734,1.35108,1.35108,0.00761751,0.311439,1.4878,1.4878
ADAR,0.000316557,0.00205207,0.624935,-1.60017,0.200824,0.566945,0.740257,-1.35088
ADARB1,0.000986641,0.00457543,0.58885,-1.69823,0.155823,0.532856,0.772659,-1.29423
ADAT1,0.00500466,0.0154173,0.68668,-1.45628,0.337146,0.652556,0.883902,-1.13135
ADAT2,0.000941758,0.00440868,0.609509,-1.64066,0.292812,0.625044,0.785067,-1.27378
ADAT3,0.00924742,0.0247194,0.713818,-1.40092,0.52358,0.766939,0.878505,-1.1383
ADCK1,0.12748,0.196214,0.840804,-1.18934,0.911723,0.964944,0.984237,-1.01602
ADCK2,0.00258205,0.00929801,0.668945,-1.49489,0.451093,0.722512,0.915775,-1.09197
ADCK5,0.0181922,0.0416783,0.762363,-1.31171,0.541,0.778396,0.93141,-1.07364
ADCY10P1,0.236841,0.321165,0.796132,-1.25607,0.525332,0.767993,1.18409,1.18409
ADCY3,0.00137567,0.00581934,1.98846,1.98846,0.0209006,0.393362,1.85308,1.85308
ADCY4,0.79781,0.844053,1.0455,1.0455,0.102751,0.484159,1.34426,1.34426
ADCY7,0.00159772,0.00649494,0.65037,-1.53759,0.875067,0.950613,0.979506,-1.02092
ADCY9,0.0171202,0.039784,0.654748,-1.5273,0.589132,0.805679,0.886088,-1.12856
ADD1,0.00397268,0.0129331,0.774505,-1.29115,0.942472,0.97633,1.00907,1.00907
ADD2,0.0995405,0.160596,0.598221,-1.67162,0.923202,0.969539,1.03262,1.03262
ADD3,0.00875853,0.0237081,0.731956,-1.3662,0.205677,0.569558,0.834238,-1.1987
ADGRA2,0.167512,0.24409,0.582148,-1.71778,0.24206,0.591434,1.35556,1.35556
ADGRA3,0.0501465,0.0929711,0.33308,-3.00228,0.3615,0.667957,0.673629,-1.4845
ADGRB1,0.503107,0.588683,0.85,-1.17647,0.154784,0.531877,1.40845,1.40845
ADGRB2,0.0235131,0.0510145,0.469766,-2.12872,0.552403,0.782654,0.796253,-1.25588
ADGRD1,0.00109335,0.00490864,0.253671,-3.94211,0.674469,0.853423,0.888889,-1.125
ADGRE1,0.878071,0.90828,0.966284,-1.03489,0.239975,0.590221,1.29592,1.29592
ADGRE2,0.00345066,0.0115776,0.711694,-1.4051,0.248635,0.595386,1.17906,1.17906
ADGRE3,0.0152324,0.0363323,0.339836,-2.94259,0.320067,0.641534,1.47163,1.47163
ADGRE5,0.000114916,0.00105,0.641138,-1.55973,0.208603,0.572054,0.863381,-1.15824
ADGRF3,0.14406,0.216046,0.604927,-1.65309,0.0905117,0.474129,0.575646,-1.73718
ADGRG1,0.0170823,0.0397199,0.372333,-2.68577,0.0686137,0.457327,0.475575,-2.10272
ADGRG3,0.0130462,0.0322891,3.73888,3.73888,0.0516262,0.441413,3.95556,3.95556
ADGRG5,0.020023,0.0449674,0.54749,-1.82652,0.121835,0.501853,0.684787,-1.46031
ADGRG6,0.220333,0.303312,1.34953,1.34953,0.480064,0.741021,1.32673,1.32673
ADGRL1,0.116517,0.182437,0.75561,-1.32343,0.586095,0.80301,0.868587,-1.15129
ADGRL1-AS1,0.977184,0.98355,1.00382,1.00382,0.0194633,0.387174,1.44345,1.44345
ADGRV1,0.664238,0.733727,1.06818,1.06818,0.949371,0.978757,0.989474,-1.01064
ADH5,0.0555271,0.10075,0.769108,-1.30021,0.242083,0.591434,0.839372,-1.19137
ADHFE1,0.000764907,0.00380194,0.469224,-2.13118,0.192564,0.560973,0.713797,-1.40096
ADI1,0.0700151,0.121124,1.18314,1.18314,0.057419,0.446418,1.27446,1.27446
ADIPOR1,0.00243319,0.00890725,1.96085,1.96085,0.0404881,0.43147,1.78382,1.78382
ADIPOR2,0.180708,0.258901,1.12433,1.12433,0.940655,0.97568,0.991296,-1.00878
ADIRF-AS1,0.04518,0.0855541,0.671959,-1.48819,0.252675,0.598041,0.62234,-1.60684
ADK,0.00631479,0.0184906,0.666556,-1.50025,0.211787,0.574801,0.800453,-1.24929
ADM,2.26E-06,8.88E-05,4.86288,4.86288,0.339195,0.654103,1.62147,1.62147
ADM2,0.499568,0.585633,1.18443,1.18443,0.687267,0.860567,0.847352,-1.18015
ADM5,0.608624,0.686285,0.85,-1.17647,0.313678,0.637177,0.776557,-1.28774
ADNP,2.43E-05,0.000389817,0.559607,-1.78697,0.137525,0.516828,0.742143,-1.34745
ADNP-AS1,0.301781,0.390197,0.785545,-1.273,0.207804,0.571562,0.696429,-1.4359
ADNP2,0.0318092,0.0646545,0.657788,-1.52025,0.393238,0.687366,0.823555,-1.21425
ADO,0.032074,0.0650762,0.725939,-1.37753,0.44478,0.719793,1.14641,1.14641
ADORA2A,0.129503,0.198543,0.725118,-1.37908,0.530777,0.771163,0.818182,-1.22222
ADORA2A-AS1,0.142926,0.214628,1.46311,1.46311,0.383573,0.681379,1.28244,1.28244
ADORA2B,0.00013951,0.0011847,2.05138,2.05138,0.000678327,0.211556,2.15924,2.15924
ADPGK,0.00351766,0.0117597,0.799306,-1.25109,0.72732,0.879095,1.03313,1.03313
ADPGK-AS1,0.79606,0.842716,0.941727,-1.06188,0.320023,0.641534,1.19844,1.19844
ADPRH,0.153512,0.227499,0.799052,-1.25148,0.547537,0.780687,1.174,1.174
ADPRHL1,0.147033,0.219792,1.40669,1.40669,0.5991,0.810794,0.895238,-1.11702
ADPRM,5.69E-05,0.000668543,0.492832,-2.02909,0.0219276,0.395866,0.589654,-1.69591
ADPRS,1.74E-05,0.00031612,0.534834,-1.86974,0.136888,0.515678,0.78118,-1.28012
ADRA2A,0.000134602,0.00116188,5.68634,5.68634,0.0352259,0.426184,2.6036,2.6036
ADRB1,0.275602,0.363011,0.492754,-2.02941,0.515878,0.763367,0.672269,-1.4875
ADRB2,0.0295395,0.0609112,0.553487,-1.80673,0.85839,0.944604,0.965577,-1.03565
ADRM1,0.883666,0.91279,0.987474,-1.01268,0.889267,0.956374,0.983112,-1.01718
ADSL,0.867451,0.900063,0.971154,-1.0297,0.522424,0.766555,0.863248,-1.15842
ADSS1,0.0156819,0.037214,0.607143,-1.64706,0.843656,0.937807,1.04636,1.04636
ADSS2,0.00125105,0.00542245,0.584263,-1.71156,0.200518,0.566513,0.782172,-1.27849
ADTRP,0.0113545,0.0289547,0.385587,-2.59345,0.121049,0.501449,0.396985,-2.51899
AEBP1,0.0912428,0.14964,0.687835,-1.45384,0.990233,0.995753,0.995386,-1.00464
AEBP2,3.63E-05,0.000504087,0.509442,-1.96293,0.0185248,0.387174,0.683225,-1.46365
AEN,0.0177063,0.0408053,0.759664,-1.31637,0.24083,0.590757,0.820876,-1.21821
AFAP1,0.00941521,0.0250502,0.467535,-2.13888,0.329014,0.647582,0.768786,-1.30075
AFAP1L2,0.0031647,0.0108419,2.30298,2.30298,0.102504,0.484159,1.98521,1.98521
AFDN,0.0275396,0.0575496,0.600282,-1.66588,0.166947,0.541967,0.569395,-1.75625
AFF1,0.157954,0.232839,0.86897,-1.15079,0.744655,0.88686,0.968892,-1.03211
AFF3,0.0339071,0.0679198,0.53303,-1.87607,0.674525,0.853423,0.86028,-1.16241
AFF4,5.40E-05,0.00064522,0.687758,-1.454,0.0956199,0.478358,0.763502,-1.30975
AFF4-DT,0.38534,0.475357,0.6875,-1.45455,0.56903,0.793745,0.785714,-1.27273
AFG1L,0.0803778,0.13544,0.766049,-1.3054,0.0500356,0.439513,0.752577,-1.32877
AFG3L1P,7.21E-05,0.000779287,0.607596,-1.64583,0.0290448,0.414058,0.756772,-1.3214
AFG3L2,0.000855511,0.00410229,0.674109,-1.48344,0.187183,0.557322,0.822889,-1.21523
